Info positions : [0 1 2 3 4 5 6 7]
Target Info positions : [0 1 2 3 4 5 6 7]
Frozen positions : []
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Train SNR : 3.0
load training data? True
Number of heads : 1
Number of layers: 3
Positional encoding : static
Print frequency: 100
Num of steps: 30000
combinational training snr:  False
64
Training Model for 8,8 anew
Number of parameters : 149959
Did not find standard validation data
Need to save for: 1000
[0/30000] At 3 dB, Loss: 1.1629509, Train BER (3 dB) : 0.5315247, Valid BER: 0.4599609, Tgt BER: 0.4599609, Noiseless BER 0.4522400, Valid BLER : 0.9686279
Time for one step is 0.0017 minutes
[100/30000] At 3 dB, Loss: 0.7718428, Train BER (3 dB) : 0.3127136, Valid BER: 0.3038788, Tgt BER: 0.3038788, Noiseless BER 0.2293243, Valid BLER : 0.9477539
[200/30000] At 3 dB, Loss: 0.7045952, Train BER (3 dB) : 0.2739258, Valid BER: 0.2514191, Tgt BER: 0.2514191, Noiseless BER 0.1335907, Valid BLER : 0.8466797
[300/30000] At 3 dB, Loss: 0.6728888, Train BER (3 dB) : 0.2478943, Valid BER: 0.2267914, Tgt BER: 0.2267914, Noiseless BER 0.0822754, Valid BLER : 0.7424316
[400/30000] At 3 dB, Loss: 0.6559600, Train BER (3 dB) : 0.2365875, Valid BER: 0.2149811, Tgt BER: 0.2149811, Noiseless BER 0.0662231, Valid BLER : 0.7108154
[500/30000] At 3 dB, Loss: 0.6449356, Train BER (3 dB) : 0.2266846, Valid BER: 0.2182465, Tgt BER: 0.2182465, Noiseless BER 0.0522308, Valid BLER : 0.6734619
[600/30000] At 3 dB, Loss: 0.6433086, Train BER (3 dB) : 0.2240143, Valid BER: 0.2115784, Tgt BER: 0.2115784, Noiseless BER 0.0504761, Valid BLER : 0.6691895
[700/30000] At 3 dB, Loss: 0.6383656, Train BER (3 dB) : 0.2221985, Valid BER: 0.2079315, Tgt BER: 0.2079315, Noiseless BER 0.0478363, Valid BLER : 0.6546631
[800/30000] At 3 dB, Loss: 0.6408598, Train BER (3 dB) : 0.2220001, Valid BER: 0.2104797, Tgt BER: 0.2104797, Noiseless BER 0.0478821, Valid BLER : 0.6582031
[900/30000] At 3 dB, Loss: 0.6284386, Train BER (3 dB) : 0.2170563, Valid BER: 0.2116394, Tgt BER: 0.2116394, Noiseless BER 0.0447845, Valid BLER : 0.6439209
[1000/30000] At 3 dB, Loss: 0.6238988, Train BER (3 dB) : 0.2142639, Valid BER: 0.2098083, Tgt BER: 0.2098083, Noiseless BER 0.0426178, Valid BLER : 0.6408691
[1100/30000] At 3 dB, Loss: 0.6217402, Train BER (3 dB) : 0.2127991, Valid BER: 0.2068329, Tgt BER: 0.2068329, Noiseless BER 0.0415039, Valid BLER : 0.6361084
[1200/30000] At 3 dB, Loss: 0.6198418, Train BER (3 dB) : 0.2124786, Valid BER: 0.2048950, Tgt BER: 0.2048950, Noiseless BER 0.0353241, Valid BLER : 0.6069336
[1300/30000] At 3 dB, Loss: 0.6195749, Train BER (3 dB) : 0.2115326, Valid BER: 0.2059174, Tgt BER: 0.2059174, Noiseless BER 0.0313416, Valid BLER : 0.5989990
[1400/30000] At 3 dB, Loss: 0.6250676, Train BER (3 dB) : 0.2130432, Valid BER: 0.2099457, Tgt BER: 0.2099457, Noiseless BER 0.0296631, Valid BLER : 0.5963135
[1500/30000] At 3 dB, Loss: 0.6217810, Train BER (3 dB) : 0.2106781, Valid BER: 0.2066498, Tgt BER: 0.2066498, Noiseless BER 0.0324097, Valid BLER : 0.5999756
[1600/30000] At 3 dB, Loss: 0.6178447, Train BER (3 dB) : 0.2103729, Valid BER: 0.2061157, Tgt BER: 0.2061157, Noiseless BER 0.0285645, Valid BLER : 0.5834961
[1700/30000] At 3 dB, Loss: 0.6241648, Train BER (3 dB) : 0.2127228, Valid BER: 0.2038727, Tgt BER: 0.2038727, Noiseless BER 0.0279846, Valid BLER : 0.5808105
[1800/30000] At 3 dB, Loss: 0.6320182, Train BER (3 dB) : 0.2152710, Valid BER: 0.2042084, Tgt BER: 0.2042084, Noiseless BER 0.0257263, Valid BLER : 0.5783691
[1900/30000] At 3 dB, Loss: 0.6196067, Train BER (3 dB) : 0.2090454, Valid BER: 0.2011719, Tgt BER: 0.2011719, Noiseless BER 0.0220795, Valid BLER : 0.5590820
[2000/30000] At 3 dB, Loss: 0.6142663, Train BER (3 dB) : 0.2077484, Valid BER: 0.2024994, Tgt BER: 0.2024994, Noiseless BER 0.0211945, Valid BLER : 0.5518799
[2100/30000] At 3 dB, Loss: 0.6105866, Train BER (3 dB) : 0.2050934, Valid BER: 0.2012482, Tgt BER: 0.2012482, Noiseless BER 0.0135193, Valid BLER : 0.5264893
[2200/30000] At 3 dB, Loss: 0.6030129, Train BER (3 dB) : 0.2004852, Valid BER: 0.1969452, Tgt BER: 0.1969452, Noiseless BER 0.0096130, Valid BLER : 0.5039062
[2300/30000] At 3 dB, Loss: 0.6168150, Train BER (3 dB) : 0.2075043, Valid BER: 0.1976929, Tgt BER: 0.1976929, Noiseless BER 0.0104675, Valid BLER : 0.5092773
[2400/30000] At 3 dB, Loss: 0.6133381, Train BER (3 dB) : 0.2056274, Valid BER: 0.1983337, Tgt BER: 0.1983337, Noiseless BER 0.0066833, Valid BLER : 0.5006104
[2500/30000] At 3 dB, Loss: 0.6066118, Train BER (3 dB) : 0.2021637, Valid BER: 0.1934662, Tgt BER: 0.1934662, Noiseless BER 0.0038605, Valid BLER : 0.4876709
[2600/30000] At 3 dB, Loss: 0.6092584, Train BER (3 dB) : 0.2038422, Valid BER: 0.1986237, Tgt BER: 0.1986237, Noiseless BER 0.0026550, Valid BLER : 0.4801025
[2700/30000] At 3 dB, Loss: 0.6112289, Train BER (3 dB) : 0.2035370, Valid BER: 0.1977386, Tgt BER: 0.1977386, Noiseless BER 0.0043335, Valid BLER : 0.4903564
[2800/30000] At 3 dB, Loss: 0.6132140, Train BER (3 dB) : 0.2048492, Valid BER: 0.1985779, Tgt BER: 0.1985779, Noiseless BER 0.0011292, Valid BLER : 0.4785156
[2900/30000] At 3 dB, Loss: 0.6085358, Train BER (3 dB) : 0.2008209, Valid BER: 0.1975098, Tgt BER: 0.1975098, Noiseless BER 0.0026093, Valid BLER : 0.4808350
[3000/30000] At 3 dB, Loss: 0.6140164, Train BER (3 dB) : 0.2042847, Valid BER: 0.1901398, Tgt BER: 0.1901398, Noiseless BER 0.0006104, Valid BLER : 0.4682617
[3100/30000] At 3 dB, Loss: 0.6117009, Train BER (3 dB) : 0.2026825, Valid BER: 0.1919250, Tgt BER: 0.1919250, Noiseless BER 0.0011292, Valid BLER : 0.4744873
[3200/30000] At 3 dB, Loss: 0.6113601, Train BER (3 dB) : 0.2041473, Valid BER: 0.1956787, Tgt BER: 0.1956787, Noiseless BER 0.0010376, Valid BLER : 0.4743652
[3300/30000] At 3 dB, Loss: 0.6116002, Train BER (3 dB) : 0.2026978, Valid BER: 0.1990204, Tgt BER: 0.1990204, Noiseless BER 0.0005951, Valid BLER : 0.4749756
[3400/30000] At 3 dB, Loss: 0.6093788, Train BER (3 dB) : 0.2024078, Valid BER: 0.1926422, Tgt BER: 0.1926422, Noiseless BER 0.0000000, Valid BLER : 0.4743652
[3500/30000] At 3 dB, Loss: 0.6109323, Train BER (3 dB) : 0.2031403, Valid BER: 0.1928864, Tgt BER: 0.1928864, Noiseless BER 0.0000000, Valid BLER : 0.4630127
[3600/30000] At 3 dB, Loss: 0.6125432, Train BER (3 dB) : 0.2032776, Valid BER: 0.1973877, Tgt BER: 0.1973877, Noiseless BER 0.0000000, Valid BLER : 0.4793701
[3700/30000] At 3 dB, Loss: 0.6024848, Train BER (3 dB) : 0.1992493, Valid BER: 0.1942291, Tgt BER: 0.1942291, Noiseless BER 0.0000000, Valid BLER : 0.4676514
[3800/30000] At 3 dB, Loss: 0.5949683, Train BER (3 dB) : 0.1957397, Valid BER: 0.1951294, Tgt BER: 0.1951294, Noiseless BER 0.0007782, Valid BLER : 0.4757080
[3900/30000] At 3 dB, Loss: 0.6099138, Train BER (3 dB) : 0.2017670, Valid BER: 0.1973114, Tgt BER: 0.1973114, Noiseless BER 0.0000000, Valid BLER : 0.4798584
[4000/30000] At 3 dB, Loss: 0.6138409, Train BER (3 dB) : 0.2046204, Valid BER: 0.1969452, Tgt BER: 0.1969452, Noiseless BER 0.0000000, Valid BLER : 0.4738770
[4100/30000] At 3 dB, Loss: 0.6056459, Train BER (3 dB) : 0.1996918, Valid BER: 0.2025757, Tgt BER: 0.2025757, Noiseless BER 0.0000000, Valid BLER : 0.4869385
[4200/30000] At 3 dB, Loss: 0.5940864, Train BER (3 dB) : 0.1949310, Valid BER: 0.1996613, Tgt BER: 0.1996613, Noiseless BER 0.0000000, Valid BLER : 0.4793701
[4300/30000] At 3 dB, Loss: 0.6140929, Train BER (3 dB) : 0.2035980, Valid BER: 0.1963959, Tgt BER: 0.1963959, Noiseless BER 0.0006104, Valid BLER : 0.4793701
[4400/30000] At 3 dB, Loss: 0.5984871, Train BER (3 dB) : 0.1974182, Valid BER: 0.1934662, Tgt BER: 0.1934662, Noiseless BER 0.0000000, Valid BLER : 0.4741211
[4500/30000] At 3 dB, Loss: 0.6074971, Train BER (3 dB) : 0.2016602, Valid BER: 0.1982269, Tgt BER: 0.1982269, Noiseless BER 0.0000000, Valid BLER : 0.4792480
[4600/30000] At 3 dB, Loss: 0.5999207, Train BER (3 dB) : 0.1992340, Valid BER: 0.2016754, Tgt BER: 0.2016754, Noiseless BER 0.0000000, Valid BLER : 0.4888916
[4700/30000] At 3 dB, Loss: 0.5992656, Train BER (3 dB) : 0.1972351, Valid BER: 0.1936340, Tgt BER: 0.1936340, Noiseless BER 0.0000000, Valid BLER : 0.4691162
[4800/30000] At 3 dB, Loss: 0.5904317, Train BER (3 dB) : 0.1937408, Valid BER: 0.1942291, Tgt BER: 0.1942291, Noiseless BER 0.0000000, Valid BLER : 0.4761963
[4900/30000] At 3 dB, Loss: 0.6144707, Train BER (3 dB) : 0.2032166, Valid BER: 0.1999817, Tgt BER: 0.1999817, Noiseless BER 0.0000000, Valid BLER : 0.4820557
[5000/30000] At 3 dB, Loss: 0.5977418, Train BER (3 dB) : 0.1966095, Valid BER: 0.1960144, Tgt BER: 0.1960144, Noiseless BER 0.0000000, Valid BLER : 0.4760742
[5100/30000] At 3 dB, Loss: 0.6010913, Train BER (3 dB) : 0.1974945, Valid BER: 0.1996765, Tgt BER: 0.1996765, Noiseless BER 0.0000000, Valid BLER : 0.4818115
[5200/30000] At 3 dB, Loss: 0.5965974, Train BER (3 dB) : 0.1957397, Valid BER: 0.1987762, Tgt BER: 0.1987762, Noiseless BER 0.0000000, Valid BLER : 0.4791260
[5300/30000] At 3 dB, Loss: 0.5992671, Train BER (3 dB) : 0.1970673, Valid BER: 0.1918945, Tgt BER: 0.1918945, Noiseless BER 0.0000000, Valid BLER : 0.4691162
[5400/30000] At 3 dB, Loss: 0.5930154, Train BER (3 dB) : 0.1955261, Valid BER: 0.1987000, Tgt BER: 0.1987000, Noiseless BER 0.0000000, Valid BLER : 0.4770508
[5500/30000] At 3 dB, Loss: 0.6080078, Train BER (3 dB) : 0.2009735, Valid BER: 0.1954193, Tgt BER: 0.1954193, Noiseless BER 0.0000000, Valid BLER : 0.4783936
[5600/30000] At 3 dB, Loss: 0.5919720, Train BER (3 dB) : 0.1948090, Valid BER: 0.1943512, Tgt BER: 0.1943512, Noiseless BER 0.0000000, Valid BLER : 0.4704590
[5700/30000] At 3 dB, Loss: 0.5906104, Train BER (3 dB) : 0.1949310, Valid BER: 0.1900482, Tgt BER: 0.1900482, Noiseless BER 0.0000000, Valid BLER : 0.4677734
[5800/30000] At 3 dB, Loss: 0.6069787, Train BER (3 dB) : 0.2008057, Valid BER: 0.1965485, Tgt BER: 0.1965485, Noiseless BER 0.0000000, Valid BLER : 0.4790039
[5900/30000] At 3 dB, Loss: 0.6004490, Train BER (3 dB) : 0.1980438, Valid BER: 0.1967316, Tgt BER: 0.1967316, Noiseless BER 0.0000000, Valid BLER : 0.4780273
[6000/30000] At 3 dB, Loss: 0.6025798, Train BER (3 dB) : 0.1992188, Valid BER: 0.1961823, Tgt BER: 0.1961823, Noiseless BER 0.0000000, Valid BLER : 0.4780273
[6100/30000] At 3 dB, Loss: 0.6057009, Train BER (3 dB) : 0.1996155, Valid BER: 0.1892700, Tgt BER: 0.1892700, Noiseless BER 0.0000000, Valid BLER : 0.4686279
[6200/30000] At 3 dB, Loss: 0.5986251, Train BER (3 dB) : 0.1982880, Valid BER: 0.1949615, Tgt BER: 0.1949615, Noiseless BER 0.0000000, Valid BLER : 0.4750977
[6300/30000] At 3 dB, Loss: 0.6089277, Train BER (3 dB) : 0.2014923, Valid BER: 0.1975708, Tgt BER: 0.1975708, Noiseless BER 0.0000000, Valid BLER : 0.4779053
[6400/30000] At 3 dB, Loss: 0.6034729, Train BER (3 dB) : 0.1989899, Valid BER: 0.1919250, Tgt BER: 0.1919250, Noiseless BER 0.0000000, Valid BLER : 0.4639893
[6500/30000] At 3 dB, Loss: 0.5920793, Train BER (3 dB) : 0.1949921, Valid BER: 0.1998291, Tgt BER: 0.1998291, Noiseless BER 0.0000000, Valid BLER : 0.4832764
[6600/30000] At 3 dB, Loss: 0.6024165, Train BER (3 dB) : 0.1981049, Valid BER: 0.2051086, Tgt BER: 0.2051086, Noiseless BER 0.0000000, Valid BLER : 0.4893799
[6700/30000] At 3 dB, Loss: 0.6023369, Train BER (3 dB) : 0.1993561, Valid BER: 0.1962128, Tgt BER: 0.1962128, Noiseless BER 0.0000000, Valid BLER : 0.4774170
[6800/30000] At 3 dB, Loss: 0.6017186, Train BER (3 dB) : 0.1984253, Valid BER: 0.1934052, Tgt BER: 0.1934052, Noiseless BER 0.0000000, Valid BLER : 0.4737549
[6900/30000] At 3 dB, Loss: 0.5998269, Train BER (3 dB) : 0.1977386, Valid BER: 0.1928253, Tgt BER: 0.1928253, Noiseless BER 0.0000000, Valid BLER : 0.4759521
[7000/30000] At 3 dB, Loss: 0.5984650, Train BER (3 dB) : 0.1975098, Valid BER: 0.1981812, Tgt BER: 0.1981812, Noiseless BER 0.0000000, Valid BLER : 0.4770508
[7100/30000] At 3 dB, Loss: 0.6000339, Train BER (3 dB) : 0.1983948, Valid BER: 0.1991119, Tgt BER: 0.1991119, Noiseless BER 0.0000000, Valid BLER : 0.4827881
[7200/30000] At 3 dB, Loss: 0.6062402, Train BER (3 dB) : 0.2008514, Valid BER: 0.1966400, Tgt BER: 0.1966400, Noiseless BER 0.0000000, Valid BLER : 0.4748535
[7300/30000] At 3 dB, Loss: 0.5855832, Train BER (3 dB) : 0.1920319, Valid BER: 0.1938324, Tgt BER: 0.1938324, Noiseless BER 0.0000000, Valid BLER : 0.4755859
[7400/30000] At 3 dB, Loss: 0.5937756, Train BER (3 dB) : 0.1958771, Valid BER: 0.1948853, Tgt BER: 0.1948853, Noiseless BER 0.0000000, Valid BLER : 0.4826660
[7500/30000] At 3 dB, Loss: 0.6017778, Train BER (3 dB) : 0.1996155, Valid BER: 0.1934052, Tgt BER: 0.1934052, Noiseless BER 0.0000000, Valid BLER : 0.4677734
[7600/30000] At 3 dB, Loss: 0.5947603, Train BER (3 dB) : 0.1958466, Valid BER: 0.1910706, Tgt BER: 0.1910706, Noiseless BER 0.0000000, Valid BLER : 0.4703369
[7700/30000] At 3 dB, Loss: 0.5998530, Train BER (3 dB) : 0.1974945, Valid BER: 0.1931610, Tgt BER: 0.1931610, Noiseless BER 0.0000000, Valid BLER : 0.4750977
[7800/30000] At 3 dB, Loss: 0.6046457, Train BER (3 dB) : 0.1986694, Valid BER: 0.1941223, Tgt BER: 0.1941223, Noiseless BER 0.0000000, Valid BLER : 0.4737549
[7900/30000] At 3 dB, Loss: 0.5923164, Train BER (3 dB) : 0.1953430, Valid BER: 0.1925964, Tgt BER: 0.1925964, Noiseless BER 0.0000000, Valid BLER : 0.4763184
[8000/30000] At 3 dB, Loss: 0.6055980, Train BER (3 dB) : 0.2008362, Valid BER: 0.1921082, Tgt BER: 0.1921082, Noiseless BER 0.0000000, Valid BLER : 0.4777832
[8100/30000] At 3 dB, Loss: 0.5991905, Train BER (3 dB) : 0.1971283, Valid BER: 0.1970062, Tgt BER: 0.1970062, Noiseless BER 0.0000000, Valid BLER : 0.4805908
[8200/30000] At 3 dB, Loss: 0.6068174, Train BER (3 dB) : 0.2001495, Valid BER: 0.1926880, Tgt BER: 0.1926880, Noiseless BER 0.0000000, Valid BLER : 0.4798584
[8300/30000] At 3 dB, Loss: 0.6079129, Train BER (3 dB) : 0.2009277, Valid BER: 0.1962891, Tgt BER: 0.1962891, Noiseless BER 0.0000000, Valid BLER : 0.4809570
[8400/30000] At 3 dB, Loss: 0.5874072, Train BER (3 dB) : 0.1931458, Valid BER: 0.1957855, Tgt BER: 0.1957855, Noiseless BER 0.0000000, Valid BLER : 0.4847412
[8500/30000] At 3 dB, Loss: 0.5884090, Train BER (3 dB) : 0.1922760, Valid BER: 0.1978302, Tgt BER: 0.1978302, Noiseless BER 0.0000000, Valid BLER : 0.4796143
[8600/30000] At 3 dB, Loss: 0.6045089, Train BER (3 dB) : 0.1987457, Valid BER: 0.1982422, Tgt BER: 0.1982422, Noiseless BER 0.0000000, Valid BLER : 0.4785156
[8700/30000] At 3 dB, Loss: 0.5775306, Train BER (3 dB) : 0.1885681, Valid BER: 0.1958160, Tgt BER: 0.1958160, Noiseless BER 0.0000000, Valid BLER : 0.4791260
[8800/30000] At 3 dB, Loss: 0.5979038, Train BER (3 dB) : 0.1972046, Valid BER: 0.1949463, Tgt BER: 0.1949463, Noiseless BER 0.0000000, Valid BLER : 0.4782715
[8900/30000] At 3 dB, Loss: 0.5917141, Train BER (3 dB) : 0.1942139, Valid BER: 0.1923981, Tgt BER: 0.1923981, Noiseless BER 0.0000000, Valid BLER : 0.4711914
[9000/30000] At 3 dB, Loss: 0.5792915, Train BER (3 dB) : 0.1892853, Valid BER: 0.1975403, Tgt BER: 0.1975403, Noiseless BER 0.0000000, Valid BLER : 0.4749756
[9100/30000] At 3 dB, Loss: 0.5937471, Train BER (3 dB) : 0.1962585, Valid BER: 0.1983948, Tgt BER: 0.1983948, Noiseless BER 0.0000000, Valid BLER : 0.4819336
[9200/30000] At 3 dB, Loss: 0.5992635, Train BER (3 dB) : 0.1976776, Valid BER: 0.1945801, Tgt BER: 0.1945801, Noiseless BER 0.0000000, Valid BLER : 0.4711914
[9300/30000] At 3 dB, Loss: 0.5943857, Train BER (3 dB) : 0.1956787, Valid BER: 0.1989288, Tgt BER: 0.1989288, Noiseless BER 0.0000000, Valid BLER : 0.4890137
[9400/30000] At 3 dB, Loss: 0.6034620, Train BER (3 dB) : 0.1998749, Valid BER: 0.2005463, Tgt BER: 0.2005463, Noiseless BER 0.0000000, Valid BLER : 0.4788818
[9500/30000] At 3 dB, Loss: 0.6059998, Train BER (3 dB) : 0.1997681, Valid BER: 0.1923981, Tgt BER: 0.1923981, Noiseless BER 0.0000000, Valid BLER : 0.4752197
[9600/30000] At 3 dB, Loss: 0.5990310, Train BER (3 dB) : 0.1969147, Valid BER: 0.1975098, Tgt BER: 0.1975098, Noiseless BER 0.0000000, Valid BLER : 0.4766846
[9700/30000] At 3 dB, Loss: 0.5904069, Train BER (3 dB) : 0.1935577, Valid BER: 0.2018433, Tgt BER: 0.2018433, Noiseless BER 0.0000000, Valid BLER : 0.4896240
