Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.37388, 2.06381, 0.03703, -0.21807, -0.88299, -0.87627, -1.01149, 1.17308]","[-1.05145, 1.04928, 1.05108, -1.04313, -1.0422, -1.04121, -1.04136, 1.04688]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[1.23593, 1.29168, 0.96545, -0.63279, 0.71223, -0.90051, -1.16286, 1.39146]","[-0.78013, 1.0527, 1.05249, -1.04443, 1.04987, -1.04297, -1.04347, 1.04925]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[-1.33968, 0.5344, 0.42755, -0.47797, -1.25374, 1.15857, -0.83762, -0.85358]","[0.96452, 1.05543, -1.02623, 1.05024, -1.04527, -1.03824, 1.05248, -1.04428]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[-0.04932, -0.6144, -0.73166, -0.87715, 0.41007, 1.91717, 0.91438, 0.6409]","[1.04097, 1.04866, 1.04827, -1.04183, 1.04843, 1.05254, 1.05323, 1.0525]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 1, 0]","[-2.15278, 1.46076, -1.28424, 0.05431, 1.19794, -0.50192, -1.51826, 0.09224]","[1.04523, -1.04043, 1.04347, 1.05148, 1.05137, -1.04127, -1.04291, 1.05125]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.64404, -1.62886, 1.37869, -1.93423, 0.37995, -0.3398, -1.32325, 1.14248]","[-1.0496, -1.05222, 1.05134, -1.04195, 1.04836, -1.03866, -1.04088, 1.05051]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[-1.87107, 0.26735, -1.27161, -0.97437, 0.88584, 1.38539, 0.80333, -1.04351]","[1.0542, 1.05165, -1.04498, 1.05184, -1.04558, -1.04893, -1.04784, -1.04668]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[-1.39104, 0.47115, 0.70414, 1.65167, 0.95684, 0.59269, -1.57042, -1.39303]","[1.03643, -1.05086, 1.05708, -1.05203, 1.0568, -1.05023, 1.04887, -1.05276]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-0.12143, -1.74035, 1.22343, 0.17927, -0.30442, 1.30122, -0.86252, -0.89843]","[-1.04608, 1.05601, 1.05862, -1.04381, -1.04302, -1.04199, 1.05231, -1.04211]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[0, 1, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[-2.35646, -0.32088, -1.41152, 1.63715, -0.62395, -0.87681, 1.30029, -0.04503]","[1.06203, -1.04055, 1.05425, -1.0429, -1.04045, 1.056, -1.04447, -1.04523]"
10,"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]","[0.31173, -1.09602, 0.4606, 1.92498, 1.87409, -0.03437, -1.04173, 1.03842]","[-1.04756, 1.04196, -1.04793, 1.04997, 1.05165, -1.04133, -1.0429, 1.05072]"
11,"[0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 1]","[1.34054, -1.11234, -0.60551, 1.52954, 0.65932, 0.7543, 0.69222, -1.03603]","[0.90534, 1.05325, 1.0489, -1.04286, -1.04309, -1.04177, -1.03943, -1.04184]"
12,"[1, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 0]","[1.83265, -1.02266, -0.57426, 0.76456, 0.38677, 2.73533, 1.02844, 0.0706]","[-0.93008, -1.0555, -1.05297, 1.04189, 1.04055, 1.04338, 1.04335, 1.04386]"
13,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0.24869, -1.11342, 1.0265, -0.58924, 0.68037, -0.40353, 1.20023, -0.77445]","[1.06176, 1.05762, 1.05343, 1.0511, 1.06042, 1.05177, -1.04184, -1.04342]"
