Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[1.15917, 1.62209, 2.16937, 0.55548, 0.66111, 0.72574, 0.95156, -1.45345]","[-1.04958, -1.05466, -1.0465, -1.04656, -1.04569, -1.05021, -1.0519, -1.04741]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.94237, -1.13348, -1.2814, 0.26607, -1.00003, -2.71606, -1.09743, -0.03387]","[-1.04131, -1.04684, -1.04561, -1.04279, 1.04598, 1.04609, 1.04759, -1.04222]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-0.69111, 1.76583, -0.38925, 0.44575, -0.75241, 2.03412, -1.51318, -0.78931]","[-1.0283, -1.04586, -1.04674, -1.04088, -1.04033, -1.04033, 1.04462, -1.03985]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.34996, -0.40409, 0.43105, 0.66739, -1.25, -2.56112, 0.92784, -1.30376]","[-1.02619, -1.04291, -1.04032, -1.04288, -1.04238, 1.0452, -1.04116, -1.03968]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[1.61917, 2.03074, -0.75384, -0.45403, 1.41238, 2.74031, -0.01125, 1.30028]","[-1.05788, -1.05121, -1.0439, -1.04595, -1.04525, 1.04707, -1.04154, 1.04861]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0.70668, -2.08844, -0.72627, 1.24756, 2.47991, -0.41632, -2.10102, -1.57706]","[-1.04616, -1.04619, -1.0467, -1.0429, -1.0412, 1.04503, 1.04546, -1.04015]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 1]","[-0.27709, 1.90868, 0.78077, -1.29472, -0.69951, 1.17147, 0.86828, -0.77652]","[1.06049, 1.04332, 1.05256, 1.04245, 1.04292, -1.04506, -1.04337, -1.04634]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-2.64426, 1.1105, -0.65085, -0.00072, -1.43081, 0.85026, 0.65375, -2.08543]","[-1.01979, 1.04432, -1.03841, 1.04289, 1.04733, -1.03784, -1.03811, -1.03932]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]","[0.02934, 0.89594, -0.56051, -0.32607, 1.2929, 0.48246, -2.87638, -0.04533]","[1.05223, 1.05118, 1.0471, 1.04405, 1.05528, -1.04114, 1.04312, -1.04182]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-0.337, -1.09776, 2.23853, -1.21287, -0.50128, -0.75148, 1.80083, 0.54151]","[-1.03636, -1.0467, -1.05064, -1.0415, 1.05573, -1.04224, 1.05166, 1.05225]"
