Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0.72006, 0.31335, 2.08685, 0.33243, 1.09335, 1.42562, 1.3895, -0.65099]","[-0.44175, -1.11595, -1.04712, -1.07718, -1.04299, -1.03513, -1.03686, -1.02784]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.41082, 0.47955, -0.81685, -1.03012, 0.0374, -0.75173, -1.12942, 2.17117]","[-0.98601, 1.08059, -1.06427, -1.06965, 1.0883, -1.03836, -1.04679, 1.06039]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.47136, -0.26634, -2.75397, 0.25253, -2.01425, -0.32001, -1.92781, 0.82587]","[-1.05049, 1.02757, 1.05846, 1.05603, -1.05802, -1.04836, -1.05356, 1.02466]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[-1.55144, -1.11519, -0.39126, -0.16386, -1.8868, 0.14791, 0.31283, -0.44363]","[0.97075, -1.04843, -1.05626, 1.0506, 1.07406, -1.02438, -1.03201, -1.04265]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[1.34846, 1.95836, -0.6816, -1.47902, 0.34535, 2.02459, -0.65337, 1.31313]","[-0.66019, -1.06964, -1.045, -1.06668, -1.04676, 1.04447, -1.04283, 1.03698]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[1.14434, -1.63944, -0.87013, 1.47984, 0.86735, -0.62344, -0.93324, -0.80009]","[-0.85043, -1.03284, -1.05229, -1.03378, -1.04721, 1.0643, 1.05008, -1.04097]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.11823, 1.37804, 0.84367, -0.98821, -2.15912, 1.77875, 1.49759, 0.95284]","[-1.13993, -1.11686, -1.07223, -1.04563, -1.0802, 1.02506, 1.03593, 1.03683]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[-1.05677, 1.60746, 0.95746, 0.75685, -0.39523, 0.63488, 1.60204, -0.89188]","[-0.35791, -1.11651, -1.04664, -1.0668, 1.08488, -1.02215, -1.03611, -1.02174]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1]","[0.94601, 0.12093, 0.13159, 1.46083, 1.21209, 0.93155, -1.50701, -0.51869]","[0.22286, -1.09835, 1.04854, -1.0441, 1.09022, -1.06589, 1.05338, -1.05018]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[-2.1264, -0.61407, 1.56997, -2.1865, 1.17782, -1.59099, 2.07731, 0.86266]","[1.08016, -1.07327, -1.06802, -1.03465, -1.05426, -1.04286, 1.04177, 1.0362]"
