Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-2.14441, 1.39178, -1.33836, 0.03726, -0.69605, -1.40539, -1.57521, 1.8094]","[-1.026, -1.03677, 1.04268, 1.05031, -1.03946, -1.0404, -1.04066, 1.05145]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[1.50526, 1.55788, 0.02155, -0.67179, 0.05298, -0.36053, -0.65853, 0.94753]","[-0.95758, 1.05085, 1.05171, -1.04681, 1.05087, -1.04503, -1.0425, 1.04738]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[-1.41414, 0.1934, -0.09143, -0.14555, -1.33577, 0.63866, -1.47108, -2.29754]","[1.07561, 1.0568, 1.04855, 1.04782, -1.04255, -1.03841, 1.04649, -1.03747]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 1]","[0.03481, -1.31468, -1.93032, -1.89359, 1.32181, 0.2312, -1.0663, -0.89855]","[-1.04831, -1.04018, 1.05062, 1.04722, 1.05963, -1.0417, 1.04874, -1.03064]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 0]","[-0.14033, 0.56773, -1.94876, 0.40764, 0.25188, 0.09541, 0.73734, 0.27756]","[1.04413, 1.04927, -1.04689, 1.04697, 1.04482, 1.04604, 1.04682, 1.05084]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-1.22125, -1.49213, 1.15796, 0.12569, 1.40679, -1.61341, -0.74951, 2.19658]","[1.04549, 1.03994, -1.04073, 1.04828, 1.05179, -1.0442, -1.04309, 1.04785]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]","[0.11268, -1.82557, -0.53705, -1.19911, 1.12408, 0.92333, 0.78103, -1.81687]","[1.04303, -1.04123, -1.03816, 1.04534, -1.03626, -1.04419, -1.03811, -1.0403]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[-1.19531, 1.11223, 2.87853, 0.61844, 0.71811, 1.80365, -0.07348, -1.16947]","[1.04215, -1.04572, 1.05426, -1.04578, 1.05448, -1.04664, 1.04648, -1.04526]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.27604, -1.79643, 0.91358, 0.34992, -0.36209, 1.09661, -1.13752, -0.4858]","[-1.02545, 1.05742, 1.05761, -1.0422, -1.03988, -1.04105, 1.04644, -1.04003]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]","[-1.35207, 0.97605, 0.08851, 1.49283, -1.03658, -0.54128, 1.13216, -0.21556]","[1.06613, 1.04234, -1.044, -1.04639, -1.0435, 1.04566, -1.04558, -1.04681]"
10,"[0, 0, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 1, 0]","[-1.48629, 0.3701, 0.03676, 1.28149, -0.09381, -2.23019, -1.13762, 1.68526]","[1.05089, -1.04205, -1.04102, 1.04878, -1.03989, -1.04425, -1.04411, 1.04858]"
11,"[0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[1.51147, -1.93275, -1.43386, 0.76418, 1.06255, 0.682, 0.22419, 0.55561]","[-0.99953, -1.04526, -1.04538, 1.04591, 1.04496, 1.04506, 1.04455, 1.04854]"
12,"[1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 1]","[1.14325, -0.02861, -1.22779, 1.37932, 1.98728, 0.91613, 0.60114, -1.70001]","[0.58379, 1.04615, 1.04426, -1.04411, -1.04453, -1.0464, -1.04205, -1.04422]"
13,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0.70155, -0.76419, 0.41815, -0.78646, 0.59719, -0.55396, 1.75047, -1.29312]","[1.03113, 1.05027, 1.05575, 1.04373, 1.05671, 1.04422, -1.03901, -1.03904]"
14,"[0, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0.75671, 1.06208, 1.21111, 0.19711, -0.79359, 0.61712, 0.01364, 1.10504]","[-1.05139, 1.05095, 1.05521, 1.05072, -1.04915, 1.04792, 1.04936, 1.05139]"
15,"[1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]","[-0.9682, 1.0409, 0.10346, -1.27727, 1.17112, 0.32788, 1.81216, -0.99257]","[-1.05369, 1.04584, 1.05458, 1.04161, -1.04437, -1.04719, -1.04712, -1.04536]"
16,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[1.37759, 1.98649, 1.57301, 1.16283, -0.22607, -0.33787, 0.20528, 0.48602]","[0.005, -1.04233, 1.05097, 1.0455, 1.04942, -1.04789, 1.04842, 1.04881]"
17,"[0, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[-0.28439, 2.44723, -0.91397, 0.64308, 0.32407, 0.2277, -1.47055, -0.79442]","[1.06467, -1.04689, -1.05044, -1.04616, 1.05592, -1.04708, 1.04137, -1.04311]"
18,"[0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 1, 1]","[0.67647, -0.5699, 0.53679, 1.04231, 1.69345, -0.69882, -0.13506, -0.83857]","[1.03773, -1.0455, 1.05023, -1.04699, -1.04292, 1.04264, 1.04004, -1.04372]"
19,"[0, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]","[1.19253, 0.60978, -0.13601, -0.4384, 1.85231, -0.4362, -0.49623, -1.26719]","[-1.04741, -1.03803, 1.04756, 1.04594, -1.04267, 1.04488, 1.0447, -1.04259]"
20,"[0, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[-1.10293, -0.45615, -2.11471, -0.68274, -0.30333, 1.65542, -0.93417, 0.61354]","[1.06801, 1.05247, -1.04237, -1.04339, 1.04851, 1.05417, -1.03794, 1.05138]"
21,"[1, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[-1.07924, -0.57459, -0.59602, -2.17532, -1.06647, -0.93482, 1.63337, 1.19165]","[1.06809, -1.04411, 1.04803, -1.04084, 1.05329, -1.03499, 1.05475, 1.05422]"
22,"[1, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]","[0.57301, 0.44283, -0.5421, -0.12893, 0.50466, 0.57553, 1.57999, 1.4493]","[1.05185, -1.04562, 1.04438, -1.04738, 1.04627, 1.04694, 1.04607, 1.04762]"
