Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-0.8436, -0.05882, -1.21099, -1.20721, -1.97393, -2.04987, -0.38402, 0.61437]","[-1.05949, -1.03815, -1.03288, -1.03531, -1.02996, -1.03183, -1.04413, 1.08143]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[1.74743, 2.47395, 0.81162, -1.91894, -0.8696, -0.82518, -0.70323, 0.93125]","[1.06194, 1.07001, 1.05573, -1.05501, -1.05368, -1.05052, -1.04869, 1.04938]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[-0.43469, 1.34637, 0.89193, -0.38802, -1.3918, 2.09527, 0.48403, -1.26457]","[1.06259, 1.06206, 1.06185, 1.04806, 1.04059, -1.06105, -1.0559, -1.05986]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0.87127, -1.99035, -0.23504, -0.05438, 2.04394, 1.87082, -1.44208, 1.18529]","[0.94752, 1.07022, -1.04667, -1.05556, -1.05063, 1.05557, -1.04402, 1.05447]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[-0.82414, 0.69976, -2.15564, 0.38133, 1.62512, 0.33121, -0.93739, -0.875]","[1.07438, -1.05434, -1.05481, -1.04911, 1.05555, -1.05126, 1.04109, -1.05505]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0]","[-0.92533, 0.50393, 0.74293, 0.97541, 1.10106, 0.47791, -0.56402, 0.80979]","[1.04681, 1.05292, -1.05935, 1.04513, -1.05719, 1.04531, -1.06203, 1.04735]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[-1.0986, -1.02088, -0.85537, -0.26692, -0.23662, 0.04494, 1.19741, -2.1757]","[1.06859, -1.04938, -1.04546, 1.05924, 1.0587, -1.0392, -1.04487, -1.03544]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[-0.64024, 0.64871, 1.01083, 1.19638, 1.33765, 0.84066, -0.54205, -0.86576]","[1.02099, -1.05135, 1.05496, -1.06038, 1.04982, -1.06395, 1.03787, -1.05075]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-2.14987, -1.17584, 1.23158, 0.16522, -1.54884, 0.8468, -0.51139, -1.63723]","[-1.08525, 1.06161, 1.05445, -1.0486, -1.05185, -1.04365, 1.04406, -1.03204]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[-1.33927, 0.76403, -0.80323, -0.1408, -1.59339, -0.17614, 2.23554, -0.83278]","[1.06529, -1.03939, -1.04972, 1.06167, -1.05372, 1.05395, -1.04466, -1.04151]"
10,"[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-1.00216, -2.56294, 2.0447, 1.5972, 1.32095, -0.97728, -1.86477, 0.66358]","[1.03583, 1.04058, -1.04473, 1.04925, 1.05885, -1.05025, -1.04826, 1.04912]"
11,"[0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[1.94616, -1.76446, -1.64921, 1.46898, 0.71838, 1.29181, 1.46922, 1.31484]","[-0.80756, -1.04062, -1.03756, 1.05219, 1.05182, 1.05095, 1.05134, 1.05666]"
