Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-0.45155, 1.79624, -1.70194, -0.53355, -1.03081, -0.86031, -1.33317, 0.15795]","[1.05247, 1.04022, -1.03574, -1.04129, -1.03845, -1.03993, -1.03824, 1.04686]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0]","[1.98859, 1.10384, 1.92038, -1.80848, 0.16845, 0.46565, 0.57587, 1.7353]","[-1.04712, -1.04952, -1.04947, -1.04302, 1.04352, 1.04678, 1.04694, 1.04425]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-0.36731, -0.11437, 0.77337, 0.01905, -1.70382, 1.04447, -0.25639, -1.12762]","[-1.05511, 1.04775, 1.0422, -1.04593, -1.04513, -1.04574, 1.04544, -1.04675]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0.98243, -0.41977, -0.52579, -0.95294, 1.17662, 1.53498, -1.81621, 1.2284]","[1.03702, 1.05502, -1.03782, -1.04325, -1.04801, 1.0451, -1.04307, 1.05107]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]","[-1.40775, 0.21182, 0.40175, 1.74646, 0.39393, -1.83272, -0.73841, -1.58938]","[1.04404, 1.04246, 1.04605, -1.0517, -1.05215, 1.04302, 1.04601, -1.05156]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-0.53459, -0.69028, 2.18483, -1.01511, 0.28168, -0.63458, -1.1874, 0.63944]","[-1.05164, -1.04684, 1.04385, -1.04324, 1.04199, -1.04244, -1.04291, 1.04919]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[-0.5522, -0.94471, 0.06558, 0.82351, 0.83016, 0.0222, 1.12177, -0.92083]","[-0.94679, 1.04839, -1.04814, -1.04942, -1.04685, -1.04583, -1.04638, -1.04279]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[-0.74411, -0.23002, 0.74184, 2.02706, 0.60045, -0.0223, -0.43223, -1.85092]","[1.00221, -1.04584, 1.04465, -1.04941, -1.04911, 1.0417, 1.04276, -1.0492]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.47241, -1.02553, 0.64726, 0.32386, -0.60813, 0.97668, -1.59714, -0.82657]","[-1.05512, 1.04775, 1.0422, -1.04593, -1.04514, -1.04574, 1.04543, -1.04676]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[-0.43196, 0.4024, -0.54923, 0.98297, -2.08324, -1.34275, 1.013, -1.97866]","[-1.04906, 1.0311, 1.04629, -1.04567, -1.04621, 1.04528, -1.04293, -1.04436]"
