Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-0.50655, -0.35253, -0.23402, -0.39986, -0.33967, -0.45605, -0.38347, 1.51998]","[0.08319, -1.05074, -1.05095, -1.06147, -1.04856, -1.04303, -1.02646, 1.06657]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0.52313, 1.61999, 0.52078, -1.22178, 1.19661, -1.70433, -0.96292, 0.75032]","[1.07829, 1.09573, 1.07105, -1.06868, 1.09428, -1.03809, -1.04856, 1.05157]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]","[-0.58036, 1.13452, 0.80825, -1.54096, 0.42527, 0.48723, -0.64724, -0.66696]","[1.17583, 1.05912, -1.02552, 1.05014, 1.07933, -1.04085, 1.0587, -1.05777]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[1.50094, 0.25112, -0.2038, -1.76679, 1.92242, 1.87211, -1.15953, 0.7296]","[-0.66019, -1.06964, -1.045, -1.06668, -1.04676, 1.04447, -1.04283, 1.03698]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[-1.42707, 1.48813, -0.98085, 0.89184, 1.66577, -1.6435, -1.18195, -1.33667]","[0.39136, 1.07029, -1.05801, -1.03268, -1.04993, 1.06106, 1.0515, -1.03059]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.27802, -2.73871, 0.64881, -1.46137, 2.08333, -2.47237, -1.74357, 0.8805]","[-0.65695, -1.04461, 1.06901, -1.06563, 1.09626, -1.039, -1.04362, 1.05833]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[-0.78218, -1.81479, -1.43105, -1.09462, 0.77099, 0.68441, 0.43114, -0.84936]","[1.01503, -1.05291, -1.06042, 1.05063, -1.02634, -1.02198, -1.03506, -1.04284]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0.06538, 0.19521, 0.85068, 0.96437, 2.05684, 2.28651, 0.33798, -0.73231]","[-0.44173, -1.11595, -1.04713, -1.07718, -1.04299, -1.03513, -1.03686, -1.02784]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[-0.99747, -0.11333, 1.73018, 1.01977, -0.74606, -0.01067, -1.47369, -1.45407]","[1.02154, -1.03889, 1.06192, -1.04312, 1.0665, 1.04897, 1.03629, -1.04248]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-0.98857, 1.55319, -1.72279, -0.04854, -2.10625, -1.12109, -0.11321, -1.72341]","[-1.01234, -1.06924, 1.04537, 1.04795, 1.05283, 1.04521, 1.04365, -1.05709]"
