Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.55111, 0.89672, 0.81153, 1.07848, 1.57663, 1.29451, 0.727, 0.59498]","[-1.09144, -0.31537, -0.47855, 0.57725, -0.83894, -0.70513, 0.84587, 1.02278]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.17718, -0.32799, -0.25646, -0.68132, -1.09865, -1.59812, -0.3703, 0.81453]","[-1.10468, -1.088, -1.03798, -1.05162, -1.04079, -1.04121, -1.05183, 1.0652]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 0]","[-1.04974, 0.34805, 0.78917, 0.9456, 0.03315, 1.65595, -1.8523, 0.02697]","[1.14728, 1.04213, -1.0516, 1.05343, -1.0707, 1.04872, -1.0476, 1.05974]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 1]","[0.90685, -1.49333, 0.53973, -1.00359, -1.13805, -0.7453, 0.90394, -0.77169]","[-1.0579, 1.08015, 1.0735, 1.06186, -1.04731, 1.05647, -1.04386, -1.03664]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[0.85247, 1.5325, -1.22857, -1.59821, 1.96921, 1.57465, -1.47331, 0.52289]","[-1.04331, -1.05777, -1.03922, -1.04788, -1.05388, 1.04757, -1.04055, 1.05178]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[1.74435, -0.0878, -1.0528, 1.65355, 0.8218, -1.57735, -0.97951, -0.5288]","[-1.06373, -1.03399, -1.03829, -1.06625, -1.06203, 1.05894, 1.06178, -1.05557]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[-1.15508, 1.80833, 0.74907, -0.95507, -1.73877, 0.95912, -0.60415, 1.78613]","[1.10403, -1.05765, 1.0615, -1.05339, 1.05045, 1.05172, -1.04368, 1.0513]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[-0.28695, 0.99401, -0.06906, 0.08532, -0.18196, 0.8877, 2.57314, -1.3138]","[1.11633, -1.08878, 1.06177, -1.06019, 1.05035, -1.05872, -1.05491, -1.04729]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1]","[1.78869, 0.79896, -0.57344, 1.08583, -0.59637, 0.65072, -1.1319, -0.98098]","[1.04302, -1.07088, -1.06227, -1.04819, -1.056, -1.0385, 1.05665, -1.03227]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-0.57065, -0.94049, 0.72575, -0.73055, -1.83279, -2.78571, 0.3862, 1.67106]","[-1.1333, -1.07282, -1.0782, -1.04281, 1.05071, -1.05036, 1.05752, 1.05535]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 0]","[1.13666, 0.49525, 0.69226, -0.19662, 2.159, -0.0575, 1.33045, 0.09551]","[1.06952, 1.0555, -1.06815, -1.03082, -1.06744, -1.04028, 1.04382, 1.04638]"
