Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0372474193572998, 1.0372872352600098, 1.0369259119033813, 1.0359545946121216, 1.0392704010009766, 1.0382624864578247, 1.0384622812271118, -1.0382078886032104]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0417605638504028, -1.042273759841919, -1.035733699798584, -1.0347442626953125, -1.0415626764297485, -1.0360815525054932, -1.0324703454971313, 1.0370256900787354]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0376378297805786, 1.0435904264450073, -1.037197470664978, 1.036895751953125, -1.0376535654067993, 1.0334113836288452, -1.0375127792358398, -1.0337690114974976]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0465692281723022, -1.0409798622131348, 1.04245924949646, -1.0305187702178955, 1.046714186668396, -1.0293139219284058, 1.0333313941955566, 1.0369333028793335]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0353492498397827, -1.0372912883758545, 1.0370150804519653, 1.037002444267273, -1.0510869026184082, -1.037273645401001, 1.0345078706741333, -1.0405409336090088]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0445834398269653, 1.044609785079956, -1.037077784538269, -1.0342379808425903, 1.038942813873291, 1.0338523387908936, -1.0318926572799683, 1.0360902547836304]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0516554117202759, -1.0315858125686646, -1.0302022695541382, 1.0370365381240845, 1.043555498123169, -1.0311986207962036, -1.031671404838562, -1.0245754718780518]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0417706966400146, 1.0418591499328613, 1.037837028503418, -1.0346159934997559, -1.0403026342391968, 1.0304926633834839, 1.0318012237548828, 1.03229558467865]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0426537990570068, 1.0396665334701538, 1.0347917079925537, 1.035101294517517, -1.0390169620513916, 1.0339480638504028, 1.034149408340454, -1.0354408025741577]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.008768081665039, -1.0365885496139526, -1.0256712436676025, -1.0247174501419067, 0.31460705399513245, -1.0224812030792236, -1.02364182472229, 1.0317755937576294]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.049148678779602, 1.04612398147583, -1.03585946559906, 1.0333079099655151, 1.0439565181732178, 1.0322017669677734, -1.0317424535751343, -1.028042197227478]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0418552160263062, -1.0392080545425415, 1.040809988975525, -1.0309542417526245, -1.040471076965332, -1.0309630632400513, 1.0329033136367798, 1.0331014394760132]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.050452709197998, -1.0347758531570435, 1.0403579473495483, 1.0370346307754517, 1.0480324029922485, -1.0337084531784058, 1.0358262062072754, -1.0285969972610474]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0393972396850586, 1.0459953546524048, -1.0350292921066284, -1.0343068838119507, -1.028408169746399, 1.0332926511764526, -1.0330126285552979, 1.0315033197402954]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0442787408828735, -1.0211385488510132, -1.029220461845398, 1.033606767654419, -1.0234993696212769, -1.0210320949554443, -1.0248868465423584, -1.024606704711914]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0420228242874146, 1.0392272472381592, 1.0368720293045044, -1.0326299667358398, 1.0298932790756226, 1.0294861793518066, 1.0287257432937622, 1.0293943881988525]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0455775260925293, -1.0451114177703857, -1.0428903102874756, -1.042313814163208, 1.0338521003723145, 1.031592845916748, 1.0329967737197876, -1.0377271175384521]"
17,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9977173805236816, 0.16588051617145538, 0.7741364240646362, 1.0247122049331665, 0.8677462935447693, -1.0201058387756348, -1.0201220512390137, 1.0318715572357178]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0520737171173096, -1.0377702713012695, 1.0420119762420654, -1.0326203107833862, -1.0332869291305542, 1.0341498851776123, -1.0318067073822021, -1.0268282890319824]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0421165227890015, 1.0462946891784668, -1.0407838821411133, 1.0269378423690796, 1.0458394289016724, -1.0282200574874878, 1.0323106050491333, 1.033360481262207]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0484397411346436, 1.0451176166534424, -1.0494736433029175, -1.0352188348770142, -1.0441120862960815, -1.0349664688110352, 1.0342897176742554, -1.0302443504333496]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0395795106887817, -1.0396366119384766, 1.0439698696136475, 1.0305612087249756, 1.0367884635925293, 1.0302867889404297, -1.03048837184906, 1.0329502820968628]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.032841682434082, 1.040216326713562, 1.0412384271621704, -1.0243757963180542, 1.0438231229782104, -1.0237404108047485, -1.0234311819076538, -1.0253597497940063]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0399045944213867, -1.0376131534576416, -1.037187099456787, 1.029288411140442, -1.04023277759552, 1.0288724899291992, 1.0314483642578125, 1.0323444604873657]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0435786247253418, -1.0435597896575928, -1.041897177696228, -1.0362062454223633, -1.0373072624206543, 1.031018614768982, 1.0324881076812744, -1.033801555633545]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0380821228027344, 1.0397562980651855, 1.0438417196273804, 1.031083583831787, 1.047400712966919, -1.0281611680984497, -1.026613473892212, 1.0312128067016602]"
