Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0391346216201782, 1.0399972200393677, 1.0426496267318726, 1.0408961772918701, 1.042715311050415, 1.0422813892364502, 1.041102409362793, -1.034818410873413]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0536376237869263, -1.055722713470459, -1.0426034927368164, -1.037805438041687, -1.049603819847107, -1.040677547454834, -1.0407536029815674, 1.0375628471374512]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0387187004089355, 1.0411906242370605, -1.036483883857727, 1.0425076484680176, -1.0387427806854248, 1.0430995225906372, -1.0380717515945435, -1.0416324138641357]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0375083684921265, -1.0530786514282227, 1.0390241146087646, -1.0324082374572754, 1.0386382341384888, -1.0338780879974365, 1.0399656295776367, 1.0415804386138916]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.034545660018921, -1.0347448587417603, 1.045579433441162, 1.0441128015518188, -1.0428508520126343, -1.0364456176757812, 1.0422366857528687, -1.040078043937683]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0372618436813354, 1.0401105880737305, -1.0394954681396484, -1.0321472883224487, 1.0399515628814697, 1.0367125272750854, -1.0385043621063232, 1.0392805337905884]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0500527620315552, -1.031378149986267, -1.0338289737701416, 1.0408227443695068, 1.0460869073867798, -1.0314570665359497, -1.0305912494659424, -1.0306193828582764]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0426970720291138, 1.0384479761123657, 1.0367095470428467, -1.0387094020843506, -1.0443079471588135, 1.0379301309585571, 1.0385915040969849, 1.039692997932434]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0408419370651245, 1.041975736618042, 1.041383981704712, 1.0427236557006836, -1.0391921997070312, 1.0413676500320435, 1.0399342775344849, -1.034961462020874]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0026047229766846, -1.0490003824234009, -1.0166101455688477, -1.0178930759429932, 0.13963919878005981, -1.018415927886963, -1.0206127166748047, 1.0391584634780884]"
