Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0416549444198608, 1.0459641218185425, 1.0448007583618164, 1.0483802556991577, 1.0472779273986816, 1.0465266704559326, 1.04787015914917, -1.0467242002487183]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0553995370864868, -1.0547850131988525, -1.0380544662475586, -1.0409636497497559, -1.0461095571517944, -1.044157862663269, -1.0427995920181274, 1.0465631484985352]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0492639541625977, 1.0576225519180298, -1.043480634689331, 1.051308035850525, -1.0478816032409668, 1.0508285760879517, -1.0511008501052856, -1.0469813346862793]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.052080750465393, -1.057415246963501, 1.0480881929397583, -1.0400880575180054, 1.0521409511566162, -1.0404999256134033, 1.0519931316375732, 1.0520553588867188]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0489859580993652, -1.0443999767303467, 1.0521152019500732, 1.0526858568191528, -1.055190086364746, -1.047404408454895, 1.0533243417739868, -1.047049880027771]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0511635541915894, 1.0507328510284424, -1.0422686338424683, -1.043750286102295, 1.0439554452896118, 1.0519828796386719, -1.0431336164474487, 1.0507333278656006]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0553780794143677, -1.0461481809616089, -1.0431091785430908, 1.0507056713104248, 1.0505425930023193, -1.0453230142593384, -1.0472897291183472, -1.043468713760376]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0633362531661987, 1.0495774745941162, 1.046566128730774, -1.0483007431030273, -1.0560001134872437, 1.0469367504119873, 1.0471343994140625, 1.0494718551635742]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0576001405715942, 1.049729585647583, 1.048482894897461, 1.0466718673706055, -1.0493258237838745, 1.0476913452148438, 1.0484765768051147, -1.051007628440857]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0303772687911987, -1.0513783693313599, -1.0376001596450806, -1.0409241914749146, 1.0440107583999634, -1.0401452779769897, -1.0380520820617676, 1.0475099086761475]"
