Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0326615571975708, 1.0461750030517578, 1.0448055267333984, 1.047057032585144, 1.04707932472229, 1.048180341720581, 1.0480427742004395, -1.0397047996520996]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.050592064857483, -1.050628662109375, -1.0451425313949585, -1.0435829162597656, -1.0456490516662598, -1.0447487831115723, -1.0459681749343872, 1.039639949798584]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0428295135498047, 1.0487189292907715, -1.0421230792999268, 1.0448800325393677, -1.0431842803955078, 1.0447977781295776, -1.040463924407959, -1.0447295904159546]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.044836401939392, -1.0477447509765625, 1.0421053171157837, -1.040817141532898, 1.044006586074829, -1.0395729541778564, 1.0441848039627075, 1.0434190034866333]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0401513576507568, -1.040329098701477, 1.0440852642059326, 1.0434892177581787, -1.0464918613433838, -1.0424022674560547, 1.0411406755447388, -1.043835997581482]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0439707040786743, 1.0459357500076294, -1.0434716939926147, -1.0407919883728027, 1.0446841716766357, 1.0412846803665161, -1.041154384613037, 1.0386555194854736]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0530555248260498, -1.0398739576339722, -1.0426043272018433, 1.0408039093017578, 1.048278570175171, -1.0420312881469727, -1.0391523838043213, -1.042044758796692]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0440218448638916, 1.0437113046646118, 1.03962242603302, -1.0419111251831055, -1.0382368564605713, 1.038045883178711, 1.0381114482879639, 1.039369821548462]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.048179030418396, 1.0390640497207642, 1.0366618633270264, 1.039333701133728, -1.0444706678390503, 1.038312315940857, 1.0366177558898926, -1.0427303314208984]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0313490629196167, -1.0467145442962646, -1.0334175825119019, -1.0326083898544312, 0.19694313406944275, -1.0300869941711426, -1.0323550701141357, 1.0368643999099731]"
