Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0386332273483276, 1.0433506965637207, 1.0462855100631714, 1.045512080192566, 1.0465495586395264, 1.0465707778930664, 1.0468156337738037, -1.028725504875183]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0349838733673096, -1.0347328186035156, -1.0293902158737183, -1.0330684185028076, -1.024896264076233, -1.0358144044876099, -1.036715030670166, 1.057654857635498]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0287926197052002, 1.0614434480667114, -1.0267726182937622, 1.0535393953323364, -1.0237959623336792, 1.0542000532150269, -1.0256245136260986, -1.0304007530212402]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.039307713508606, -1.0446233749389648, 1.0467623472213745, -1.0400598049163818, 1.0472817420959473, -1.0423892736434937, 1.0464485883712769, 1.0504237413406372]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0341017246246338, -1.0339618921279907, 1.0540262460708618, 1.0500121116638184, -1.033758521080017, -1.0344935655593872, 1.0475820302963257, -1.0347049236297607]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0388644933700562, 1.0458757877349854, -1.039183259010315, -1.035876750946045, 1.0455232858657837, 1.0445683002471924, -1.040650725364685, 1.0495144128799438]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0472989082336426, -1.0316990613937378, -1.031184434890747, 1.0467513799667358, 1.0538915395736694, -1.0348176956176758, -1.0324326753616333, -1.033371090888977]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0571355819702148, 1.0410330295562744, 1.0409728288650513, -1.0461562871932983, -1.047886610031128, 1.0374571084976196, 1.0385355949401855, 1.0427132844924927]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0416808128356934, 1.0510244369506836, 1.0490552186965942, 1.0469759702682495, -1.0349490642547607, 1.044144868850708, 1.0430346727371216, -1.0338923931121826]"
9,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.015953779220581, -1.0281552076339722, -0.9459233283996582, -1.0076812505722046, -0.6811798214912415, -1.0050172805786133, -1.0107277631759644, 1.0450612306594849]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.047946810722351, 1.0588163137435913, -1.0329945087432861, 1.0426011085510254, 1.053865671157837, 1.0453040599822998, -1.0344792604446411, -1.0364933013916016]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0543047189712524, -1.0445936918258667, 1.045451045036316, -1.0427215099334717, -1.0489778518676758, -1.0464624166488647, 1.0415352582931519, 1.044246792793274]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0472644567489624, -1.0375252962112427, 1.0506997108459473, 1.0401279926300049, 1.054983377456665, -1.037697672843933, 1.0417516231536865, -1.036068320274353]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0528730154037476, 1.0442756414413452, -1.0391122102737427, -1.0431503057479858, -1.04166579246521, 1.0415018796920776, -1.043300986289978, 1.0438075065612793]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.015420913696289, -1.0314570665359497, -1.0308518409729004, 1.043222427368164, -1.0368642807006836, -1.0381299257278442, -1.0378031730651855, -1.0396528244018555]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0454671382904053, 1.0449928045272827, 1.0462571382522583, -1.0384950637817383, 1.035544991493225, 1.0401792526245117, 1.0410736799240112, 1.0429240465164185]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0414187908172607, -1.0391349792480469, -1.036190152168274, -1.0329077243804932, 1.0488543510437012, 1.0437556505203247, 1.0430114269256592, -1.0356841087341309]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9813802242279053, -0.31836459040641785, -0.22111614048480988, 1.0024869441986084, 0.8982076048851013, -0.9837692379951477, -0.9959570169448853, 1.0475445985794067]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0508228540420532, -1.0308611392974854, 1.0528417825698853, -1.03330659866333, -1.034214973449707, 1.046183466911316, -1.0347650051116943, -1.036562204360962]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0574108362197876, 1.046019434928894, -1.044790267944336, 1.037998914718628, 1.0458945035934448, -1.0448654890060425, 1.0414607524871826, 1.0451056957244873]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0476529598236084, 1.0618575811386108, -1.0372788906097412, -1.034172534942627, -1.0385459661483765, -1.0365188121795654, 1.0423656702041626, -1.0368050336837769]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.05245041847229, -1.0463576316833496, 1.0521782636642456, 1.0406473875045776, 1.0458840131759644, 1.0415433645248413, -1.0420292615890503, 1.0452508926391602]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.0238994359970093, 1.0509535074234009, 1.050381064414978, -1.0370080471038818, 1.0521541833877563, -1.0371921062469482, -1.0377330780029297, -1.0385520458221436]"
