Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0341522693634033, 1.0419939756393433, 1.0395179986953735, 1.0404103994369507, 1.0368573665618896, 1.0411702394485474, 1.0413535833358765, -1.0412055253982544]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0460132360458374, -1.049506425857544, -1.0414916276931763, -1.0451881885528564, -1.050950050354004, -1.0456616878509521, -1.0460759401321411, 1.0454751253128052]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0437158346176147, 1.0447001457214355, -1.0468988418579102, 1.0413695573806763, -1.0476861000061035, 1.0399603843688965, -1.0456751585006714, -1.0453895330429077]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.043999433517456, -1.0456000566482544, 1.0453431606292725, -1.037578821182251, 1.0479779243469238, -1.0395193099975586, 1.0463407039642334, 1.0477479696273804]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0385013818740845, -1.0388370752334595, 1.050979733467102, 1.0456169843673706, -1.0467809438705444, -1.0401445627212524, 1.0416662693023682, -1.0402610301971436]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.044947862625122, 1.047713279724121, -1.0450774431228638, -1.039904236793518, 1.0407345294952393, 1.0487221479415894, -1.0359516143798828, 1.045220136642456]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0523422956466675, -1.0348536968231201, -1.038857340812683, 1.0418263673782349, 1.0436817407608032, -1.0399811267852783, -1.0405821800231934, -1.0362567901611328]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0452948808670044, 1.0493460893630981, 1.044724464416504, -1.0406144857406616, -1.038312315940857, 1.043280839920044, 1.0432764291763306, 1.045238971710205]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0418119430541992, 1.048490285873413, 1.0440330505371094, 1.0463619232177734, -1.0382405519485474, 1.045082688331604, 1.0423288345336914, -1.0375810861587524]"
9,"[1, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.995008111000061, -0.9016838073730469, 0.7593274116516113, -0.14102551341056824, 0.04652513191103935, -0.29190635681152344, 0.17543518543243408, 1.044522762298584]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.043127417564392, 1.0497652292251587, -1.0436680316925049, 1.0429331064224243, 1.0513421297073364, 1.042323350906372, -1.0397942066192627, -1.0381951332092285]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0464580059051514, -1.044377326965332, 1.0447674989700317, -1.0424933433532715, -1.0383225679397583, -1.0421637296676636, 1.044029712677002, 1.048425316810608]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0522910356521606, -1.0359060764312744, 1.0505740642547607, 1.0462700128555298, 1.0509597063064575, -1.0380346775054932, 1.0449734926223755, -1.0374783277511597]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0479466915130615, 1.0520280599594116, -1.0470614433288574, -1.0451959371566772, -1.0351096391677856, 1.0460141897201538, -1.0430301427841187, 1.0457868576049805]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0260486602783203, -1.0284147262573242, -1.0409115552902222, 1.044237494468689, -1.0267308950424194, -1.0360110998153687, -1.03761887550354, -1.0384588241577148]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0425634384155273, 1.0488866567611694, 1.0457631349563599, -1.0445822477340698, 1.044790267944336, 1.045533537864685, 1.0444116592407227, 1.046994924545288]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0402852296829224, -1.0456242561340332, -1.0463716983795166, -1.0416775941848755, 1.045069932937622, 1.0435925722122192, 1.0418025255203247, -1.0392197370529175]"
17,"[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9812191724777222, -0.3565487861633301, -0.33629968762397766, 0.9494229555130005, 0.639297366142273, -0.07845719158649445, 0.09458401054143906, 1.0465121269226074]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.049814224243164, -1.0372705459594727, 1.0427354574203491, -1.0389509201049805, -1.042618989944458, 1.0405548810958862, -1.0382252931594849, -1.0363385677337646]"
