Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0355252027511597, 1.042384147644043, 1.037787675857544, 1.042389154434204, 1.0395530462265015, 1.0437369346618652, 1.0439176559448242, -1.0386512279510498]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0489351749420166, -1.05055832862854, -1.0511109828948975, -1.0493354797363281, -1.0534536838531494, -1.0505423545837402, -1.0522018671035767, 1.0436543226242065]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0483273267745972, 1.0395926237106323, -1.0410873889923096, 1.0392985343933105, -1.0448507070541382, 1.0402770042419434, -1.0423270463943481, -1.0427415370941162]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0305216312408447, -1.0430078506469727, 1.0380423069000244, -1.0392615795135498, 1.0379488468170166, -1.0401151180267334, 1.043328881263733, 1.0464767217636108]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0426691770553589, -1.0341589450836182, 1.0471893548965454, 1.0397289991378784, -1.0476371049880981, -1.0408947467803955, 1.0390586853027344, -1.0423946380615234]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0294288396835327, 1.037632703781128, -1.0452078580856323, -1.0427881479263306, 1.0352619886398315, 1.0428297519683838, -1.0407284498214722, 1.0445666313171387]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.035480260848999, -1.0353785753250122, -1.037975549697876, 1.040040373802185, 1.0371726751327515, -1.0395392179489136, -1.0403578281402588, -1.0410617589950562]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0510766506195068, 1.038130760192871, 1.0344209671020508, -1.0390377044677734, -1.037765383720398, 1.0397061109542847, 1.0414713621139526, 1.0430655479431152]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0426334142684937, 1.0394041538238525, 1.0403319597244263, 1.0400683879852295, -1.0385476350784302, 1.0389240980148315, 1.037811040878296, -1.0361849069595337]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9434247612953186, 0.1833687126636505, 0.45648694038391113, -0.17137068510055542, -0.2739700973033905, -0.3133392333984375, -0.06394903361797333, 1.0404512882232666]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.037560224533081, 1.043107032775879, -1.0399539470672607, 1.0383145809173584, 1.0480915307998657, 1.039050817489624, -1.0394597053527832, -1.0374010801315308]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.049740195274353, -1.0467443466186523, 1.0340781211853027, -1.043399691581726, -1.0397847890853882, -1.041993260383606, 1.0391194820404053, 1.0411888360977173]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0366151332855225, -1.033706545829773, 1.0454827547073364, 1.038930892944336, 1.0514577627182007, -1.0386649370193481, 1.0386348962783813, -1.0392999649047852]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.050697922706604, 1.0368114709854126, -1.0405726432800293, -1.0420494079589844, -1.0391579866409302, 1.0367954969406128, -1.0417877435684204, 1.0402252674102783]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0145347118377686, -1.0335700511932373, -1.0353784561157227, 1.0398046970367432, -1.0317745208740234, -1.0375678539276123, -1.0412383079528809, -1.0404384136199951]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.032266616821289, 1.036925196647644, 1.0342849493026733, -1.042277455329895, 1.0332263708114624, 1.0382966995239258, 1.0396161079406738, 1.0412306785583496]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0426119565963745, -1.0453808307647705, -1.0470778942108154, -1.0421264171600342, 1.0374313592910767, 1.038632869720459, 1.0366395711898804, -1.0415672063827515]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9247564673423767, -0.1937660276889801, -0.3543282449245453, 0.6089659929275513, 0.2541084289550781, -0.26304128766059875, -0.33488574624061584, 1.0433461666107178]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0357722043991089, -1.0365784168243408, 1.0349183082580566, -1.0362153053283691, -1.0388240814208984, 1.0384047031402588, -1.0406336784362793, -1.0381278991699219]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.053404688835144, 1.0350701808929443, -1.0441439151763916, 1.0360791683197021, 1.0382142066955566, -1.040221929550171, 1.0421090126037598, 1.0450624227523804]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0304890871047974, 1.0471972227096558, -1.048452615737915, -1.0330826044082642, -1.0460469722747803, -1.0379608869552612, 1.0383005142211914, -1.0373694896697998]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.047818660736084, -1.0430880784988403, 1.0306243896484375, 1.038374662399292, 1.0347285270690918, 1.040032148361206, -1.0426182746887207, 1.043351650238037]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.9877081513404846, 1.0416512489318848, 1.0326651334762573, -1.0387340784072876, 1.0333102941513062, -1.0386838912963867, -1.0408599376678467, -1.038779616355896]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0254098176956177, -1.0503863096237183, -1.0512312650680542, 1.0387908220291138, -1.048103928565979, 1.0405333042144775, 1.041793942451477, 1.044084072113037]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0346009731292725, -1.0439417362213135, -1.0457159280776978, -1.042639970779419, -1.03226637840271, 1.0364489555358887, 1.0370560884475708, -1.0395262241363525]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0498052835464478, 1.0335496664047241, 1.0330101251602173, 1.0375292301177979, 1.0473743677139282, -1.043942928314209, -1.0483243465423584, 1.041162133216858]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0494989156723022, -1.0362803936004639, 1.030082106590271, -1.038499116897583, 1.0515737533569336, 1.037232756614685, -1.041473150253296, -1.0403382778167725]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.029631495475769, 1.0303412675857544, -1.0511653423309326, 1.0355485677719116, -1.043405294418335, -1.0430611371994019, 1.0394870042800903, 1.0425550937652588]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0513511896133423, 1.0420494079589844, -1.0444873571395874, -1.0422163009643555, 1.0456879138946533, -1.0404475927352905, 1.0377572774887085, -1.042091727256775]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0296339988708496, -1.0460617542266846, 1.0287433862686157, 1.038917064666748, -1.0443686246871948, 1.0395528078079224, -1.0471341609954834, 1.043014645576477]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0266677141189575, 1.0402653217315674, 1.0296739339828491, -1.0431557893753052, -1.0387598276138306, -1.0432807207107544, -1.0416016578674316, -1.0427268743515015]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0522955656051636, -1.0457870960235596, -1.0467393398284912, 1.040662169456482, 1.0404380559921265, 1.0426212549209595, 1.0433470010757446, 1.0438913106918335]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0428069829940796, 1.0428396463394165, -1.035843849182129, 1.039246678352356, 1.0381613969802856, 1.0397368669509888, 1.0387213230133057, -1.0366111993789673]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0324050188064575, -1.0499969720840454, 1.0421448945999146, -1.0444893836975098, -1.0453124046325684, -1.0415983200073242, -1.0451747179031372, 1.0435839891433716]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0327256917953491, 1.0380524396896362, 1.0414211750030518, 1.037537932395935, -1.043721079826355, 1.038833737373352, -1.039945125579834, -1.0400508642196655]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0492966175079346, -1.0411956310272217, -1.0335074663162231, -1.039846420288086, 1.0354558229446411, -1.040166974067688, 1.0389251708984375, 1.0415645837783813]"
36,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[-0.9984138607978821, -1.0443562269210815, -1.030929684638977, 1.035935401916504, -1.0508733987808228, -1.0428898334503174, 1.0372415781021118, -1.0413957834243774]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.0477558374404907, 1.0381879806518555, 1.0432833433151245, -1.0395749807357788, 1.0356106758117676, 1.0397076606750488, -1.0379886627197266, 1.0411198139190674]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0460584163665771, -1.0409181118011475, 1.0492448806762695, 1.039657473564148, 1.0341765880584717, -1.0404740571975708, -1.0409154891967773, -1.0402625799179077]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.0318692922592163, 1.0360679626464844, -1.039967656135559, -1.043740153312683, -1.044411301612854, 1.0379142761230469, 1.0383235216140747, 1.0406341552734375]"
