Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.052490234375, 1.048995852470398, 1.0508402585983276, 1.0507004261016846, 1.0521169900894165, 1.0529731512069702, 1.0514668226242065, -1.0473477840423584]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0453792810440063, -1.0518265962600708, -1.0496045351028442, -1.0497103929519653, -1.048103928565979, -1.0542980432510376, -1.0527472496032715, 1.05173921585083]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0460337400436401, 1.0519057512283325, -1.0454052686691284, 1.0498400926589966, -1.0426934957504272, 1.0523784160614014, -1.0468260049819946, -1.0485376119613647]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0429130792617798, -1.054079532623291, 1.044834017753601, -1.0519654750823975, 1.0454237461090088, -1.0508557558059692, 1.0512725114822388, 1.051719069480896]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0496001243591309, -1.0487028360366821, 1.0576918125152588, 1.0507632493972778, -1.0551003217697144, -1.052081823348999, 1.0493170022964478, -1.0511374473571777]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0446451902389526, 1.0424615144729614, -1.0457605123519897, -1.0484824180603027, 1.0399935245513916, 1.0480576753616333, -1.0459891557693481, 1.0509918928146362]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.047278881072998, -1.0504435300827026, -1.0472655296325684, 1.045797348022461, 1.0486351251602173, -1.0501214265823364, -1.0501912832260132, -1.0499217510223389]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0523056983947754, 1.0428829193115234, 1.043450951576233, -1.0500987768173218, -1.047357201576233, 1.048653483390808, 1.0501526594161987, 1.0506716966629028]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0426499843597412, 1.052696943283081, 1.0535486936569214, 1.0495585203170776, -1.0429500341415405, 1.051906943321228, 1.049176812171936, -1.0439585447311401]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9472695589065552, 0.5058749318122864, 0.25100135803222656, -0.40705904364585876, -0.4236263334751129, -0.15703892707824707, -0.20473997294902802, 1.0501229763031006]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.047472596168518, 1.0485804080963135, -1.0463811159133911, 1.0465885400772095, 1.0591274499893188, 1.049530029296875, -1.0475451946258545, -1.0457011461257935]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.047845721244812, -1.0547237396240234, 1.0408940315246582, -1.0515174865722656, -1.0473939180374146, -1.049275517463684, 1.0496315956115723, 1.0500744581222534]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0400879383087158, -1.0512620210647583, 1.0551044940948486, 1.0466656684875488, 1.0540530681610107, -1.0531362295150757, 1.0492180585861206, -1.0515246391296387]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.051478385925293, 1.0413628816604614, -1.0480759143829346, -1.0528210401535034, -1.0488885641098022, 1.0454787015914917, -1.0499221086502075, 1.0500998497009277]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.020078182220459, -1.0481224060058594, -1.0431724786758423, 1.048092007637024, -1.0441921949386597, -1.04789400100708, -1.050270915031433, -1.0496511459350586]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0556975603103638, 1.0501614809036255, 1.0554440021514893, -1.0448123216629028, 1.0441925525665283, 1.0496394634246826, 1.0508897304534912, 1.0513367652893066]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.045385718345642, -1.0502108335494995, -1.058475136756897, -1.0474820137023926, 1.0553587675094604, 1.0510848760604858, 1.049045205116272, -1.0481058359146118]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9513119459152222, -0.35070016980171204, -0.43079549074172974, 0.5854396820068359, 0.515631377696991, -0.003242082893848419, -0.31900787353515625, 1.0488780736923218]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0425775051116943, -1.0509240627288818, 1.0393235683441162, -1.0460143089294434, -1.0456472635269165, 1.0487136840820312, -1.050278902053833, -1.048098087310791]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0516911745071411, 1.0393320322036743, -1.05356764793396, 1.0438592433929443, 1.051934838294983, -1.0487033128738403, 1.0493236780166626, 1.0505845546722412]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0401439666748047, 1.0402021408081055, -1.0546176433563232, -1.048305630683899, -1.0548354387283325, -1.0515599250793457, 1.0470201969146729, -1.0484625101089478]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0577843189239502, -1.0721536874771118, 1.0351353883743286, 1.0446395874023438, 1.0376626253128052, 1.0471240282058716, -1.0515990257263184, 1.050101399421692]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.9764939546585083, 1.034181833267212, 1.0416553020477295, -1.0497772693634033, 1.0454800128936768, -1.0486961603164673, -1.0507285594940186, -1.0477055311203003]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0434998273849487, -1.0663888454437256, -1.0581250190734863, 1.0467979907989502, -1.0538415908813477, 1.0483202934265137, 1.0489692687988281, 1.0503627061843872]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0409197807312012, -1.05440354347229, -1.058975100517273, -1.0508192777633667, -1.0442792177200317, 1.0473949909210205, 1.0482693910598755, -1.0508050918579102]"
