Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.048887848854065, 1.048192024230957, 1.0462489128112793, 1.0467010736465454, 1.0457539558410645, 1.045286774635315, 1.0474441051483154, -1.0360329151153564]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.032579779624939, -1.0419511795043945, -1.025916576385498, -1.0285651683807373, -1.0280028581619263, -1.0325649976730347, -1.029520034790039, 1.0471855401992798]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.030051589012146, 1.05368971824646, -1.03384268283844, 1.0467153787612915, -1.0356677770614624, 1.0464134216308594, -1.0368983745574951, -1.0346065759658813]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0505380630493164, -1.045302391052246, 1.0422780513763428, -1.0288126468658447, 1.0453922748565674, -1.032055377960205, 1.0488380193710327, 1.0470248460769653]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0373430252075195, -1.037190556526184, 1.0439321994781494, 1.0439319610595703, -1.0400338172912598, -1.0383248329162598, 1.0463130474090576, -1.039115071296692]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0511614084243774, 1.0450669527053833, -1.034036636352539, -1.0346729755401611, 1.0358824729919434, 1.0479447841644287, -1.0341192483901978, 1.0452958345413208]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0505526065826416, -1.038029432296753, -1.0357966423034668, 1.0424648523330688, 1.0449808835983276, -1.0403193235397339, -1.0395020246505737, -1.0384963750839233]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.053043246269226, 1.0396134853363037, 1.0371538400650024, -1.0439953804016113, -1.0524661540985107, 1.0365774631500244, 1.036074161529541, 1.039244294166565]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.04292631149292, 1.0396698713302612, 1.04154372215271, 1.037725806236267, -1.0409321784973145, 1.0378003120422363, 1.040083408355713, -1.0405783653259277]"
9,"[0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[0.4745669364929199, -1.0469391345977783, -1.032109022140503, -1.0345923900604248, 1.0343223810195923, -1.0333964824676514, -1.0301381349563599, 1.0392063856124878]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0523719787597656, 1.048421859741211, -1.0370914936065674, 1.0407732725143433, 1.0469111204147339, 1.0406033992767334, -1.038589358329773, -1.0373859405517578]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0529391765594482, -1.0512712001800537, 1.0373367071151733, -1.0391336679458618, -1.0494235754013062, -1.0430665016174316, 1.0414015054702759, 1.04145085811615]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0524262189865112, -1.0390571355819702, 1.0446652173995972, 1.0410963296890259, 1.051069974899292, -1.0402779579162598, 1.0444790124893188, -1.0370203256607056]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0476670265197754, 1.0427740812301636, -1.0395526885986328, -1.0413424968719482, -1.0494705438613892, 1.0405964851379395, -1.0416030883789062, 1.0412757396697998]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0.9957119822502136, -1.0389641523361206, -1.0356793403625488, 1.0398979187011719, -1.0446220636367798, -1.042931079864502, -1.040342092514038, -1.0397520065307617]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0342411994934082, 1.0397883653640747, 1.0412204265594482, -1.0458011627197266, 1.037984013557434, 1.0417120456695557, 1.0403962135314941, 1.0407910346984863]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0474610328674316, -1.046044945716858, -1.0431727170944214, -1.0419282913208008, 1.0337353944778442, 1.0350607633590698, 1.0372246503829956, -1.0433349609375]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.6417733430862427, 0.960852861404419, 1.0289684534072876, 1.0416514873504639, -1.0313462018966675, -1.03229820728302, -1.029318928718567, 1.0417683124542236]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0515100955963135, -1.0407390594482422, 1.0434964895248413, -1.0388219356536865, -1.038106918334961, 1.043283462524414, -1.0395793914794922, -1.039154052734375]"
