Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0550270080566406, 1.0534087419509888, 1.0533462762832642, 1.0503202676773071, 1.0502307415008545, 1.0493284463882446, 1.0489275455474854, -1.0334596633911133]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0324674844741821, -1.03809654712677, -1.0347726345062256, -1.0382804870605469, -1.0365287065505981, -1.038347840309143, -1.0412745475769043, 1.0540974140167236]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0340195894241333, 1.0443567037582397, -1.0414036512374878, 1.0457125902175903, -1.0393739938735962, 1.0452250242233276, -1.0352815389633179, -1.0416065454483032]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0520585775375366, -1.038859486579895, 1.0499743223190308, -1.0331989526748657, 1.0486749410629272, -1.032157063484192, 1.0511845350265503, 1.0506958961486816]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.029340147972107, -1.0341333150863647, 1.0521973371505737, 1.0495281219482422, -1.0435104370117188, -1.0400350093841553, 1.047214150428772, -1.0412616729736328]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0518862009048462, 1.0521049499511719, -1.0326762199401855, -1.0330443382263184, 1.0508482456207275, 1.052943229675293, -1.0348234176635742, 1.0489370822906494]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0505870580673218, -1.0399343967437744, -1.0429884195327759, 1.0441350936889648, 1.0425196886062622, -1.0431838035583496, -1.04177725315094, -1.044050931930542]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0367536544799805, 1.0505023002624512, 1.0472663640975952, -1.0380630493164062, -1.0316674709320068, 1.0456452369689941, 1.04714834690094, 1.0470733642578125]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0283219814300537, 1.0511831045150757, 1.0505542755126953, 1.047480583190918, -1.0342285633087158, 1.0471941232681274, 1.0451703071594238, -1.0354746580123901]"
9,"[1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.943141758441925, -0.8451335430145264, 0.229056715965271, -0.6948428750038147, -0.5317174196243286, -0.5197116136550903, -0.6357806921005249, 1.0444778203964233]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0485386848449707, 1.0452629327774048, -1.0429837703704834, 1.041425347328186, 1.0453026294708252, 1.0424931049346924, -1.0410882234573364, -1.0413485765457153]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0352590084075928, -1.0405796766281128, 1.0453085899353027, -1.0413355827331543, -1.039178729057312, -1.040205955505371, 1.0465131998062134, 1.0472617149353027]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0545753240585327, -1.0368372201919556, 1.046115756034851, 1.0416207313537598, 1.0521821975708008, -1.0405333042144775, 1.0428338050842285, -1.0408438444137573]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.033759355545044, 1.052014708518982, -1.0382486581802368, -1.0418717861175537, -1.0325971841812134, 1.0463955402374268, -1.042620301246643, 1.0455771684646606]"
