Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.043178915977478, 1.0457631349563599, 1.0493078231811523, 1.0472948551177979, 1.0489447116851807, 1.0475578308105469, 1.047481894493103, -1.0331648588180542]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0374199151992798, -1.0419251918792725, -1.0275834798812866, -1.033959150314331, -1.0251600742340088, -1.0363022089004517, -1.0347648859024048, 1.0534971952438354]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.032232403755188, 1.048652172088623, -1.031535267829895, 1.0486314296722412, -1.032239556312561, 1.048341989517212, -1.033987045288086, -1.0323530435562134]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0486308336257935, -1.0450928211212158, 1.0475497245788574, -1.038780689239502, 1.0475294589996338, -1.038222074508667, 1.0462607145309448, 1.0467711687088013]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0341928005218506, -1.0331246852874756, 1.0524460077285767, 1.0468785762786865, -1.0404003858566284, -1.03538179397583, 1.0447230339050293, -1.0342103242874146]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0473222732543945, 1.0460798740386963, -1.0349360704421997, -1.035359263420105, 1.0444464683532715, 1.0460307598114014, -1.037963628768921, 1.0459767580032349]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.051950216293335, -1.0350595712661743, -1.0344523191452026, 1.0412360429763794, 1.0466816425323486, -1.0387576818466187, -1.0355007648468018, -1.033770203590393]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0353306531906128, 1.0409646034240723, 1.0421812534332275, -1.042826533317566, -1.0439625978469849, 1.0385034084320068, 1.0396254062652588, 1.0395545959472656]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0383280515670776, 1.04622483253479, 1.0456538200378418, 1.0432859659194946, -1.0362043380737305, 1.0409207344055176, 1.0401710271835327, -1.0322225093841553]"
9,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0288197994232178, -1.0395091772079468, -1.0091296434402466, -1.02152419090271, -0.6582118272781372, -1.0188002586364746, -1.0224248170852661, 1.0426687002182007]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0522255897521973, 1.0499218702316284, -1.0351228713989258, 1.0404127836227417, 1.0464726686477661, 1.0431805849075317, -1.034711241722107, -1.034318447113037]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0422518253326416, -1.0468419790267944, 1.0426476001739502, -1.0423413515090942, -1.047698974609375, -1.0451515913009644, 1.0422428846359253, 1.042909026145935]"
