Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.058120608329773, 1.0513975620269775, 1.0475318431854248, 1.0449481010437012, 1.0448017120361328, 1.0492476224899292, 1.0524038076400757, -1.04012131690979]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0741374492645264, -1.071043848991394, -1.0520858764648438, -1.0492005348205566, -1.055341124534607, -1.0508613586425781, -1.0524699687957764, 1.0319443941116333]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0500080585479736, 1.0729091167449951, -1.0389012098312378, 1.0427215099334717, -1.0426198244094849, 1.0485501289367676, -1.0446858406066895, -1.038831353187561]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0404869318008423, -1.0653338432312012, 1.0350079536437988, -1.051398754119873, 1.0326356887817383, -1.0496735572814941, 1.035866379737854, 1.036582350730896]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0436488389968872, -1.039017677307129, 1.0509834289550781, 1.046624779701233, -1.047540545463562, -1.0428048372268677, 1.049584984779358, -1.0486375093460083]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0429755449295044, 1.0357933044433594, -1.0524823665618896, -1.0510684251785278, 1.0186713933944702, 1.0399179458618164, -1.04816734790802, 1.0359865427017212]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0722931623458862, -1.0369397401809692, -1.041274905204773, 1.0443284511566162, 1.0491498708724976, -1.0412565469741821, -1.0443377494812012, -1.0415780544281006]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.07547128200531, 1.0372997522354126, 1.0342729091644287, -1.0570327043533325, -1.0589191913604736, 1.0365527868270874, 1.0413509607315063, 1.0408073663711548]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0574026107788086, 1.0451329946517944, 1.0415644645690918, 1.0444432497024536, -1.0476270914077759, 1.0415486097335815, 1.0434929132461548, -1.0555247068405151]"
9,"[0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[0.866759181022644, -1.0600628852844238, -1.044374942779541, -1.0449674129486084, 1.0090564489364624, -1.0406230688095093, -1.039049506187439, 1.026901364326477]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0719037055969238, 1.0732128620147705, -1.0434081554412842, 1.0442533493041992, 1.0635876655578613, 1.047438383102417, -1.0432262420654297, -1.0442094802856445]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0726758241653442, -1.0688532590866089, 1.0319769382476807, -1.0472700595855713, -1.063281774520874, -1.049399495124817, 1.0414711236953735, 1.0406866073608398]"
