Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0483951568603516, 1.0474739074707031, 1.0476961135864258, 1.0509600639343262, 1.05019211769104, 1.0533592700958252, 1.0531699657440186, -1.0438144207000732]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0675687789916992, -1.0686156749725342, -1.043501377105713, -1.0421655178070068, -1.052704095840454, -1.0486924648284912, -1.0491583347320557, 1.0401890277862549]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0534825325012207, 1.0590412616729736, -1.0426349639892578, 1.052366018295288, -1.0447640419006348, 1.0532550811767578, -1.0469224452972412, -1.0455822944641113]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0333342552185059, -1.063110113143921, 1.0417044162750244, -1.0438909530639648, 1.047881841659546, -1.0419833660125732, 1.0458354949951172, 1.0494334697723389]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0408446788787842, -1.039825677871704, 1.0557193756103516, 1.0551426410675049, -1.0505292415618896, -1.0428099632263184, 1.0569281578063965, -1.0500507354736328]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.040259599685669, 1.0507221221923828, -1.0455257892608643, -1.0446720123291016, 1.0417168140411377, 1.0507502555847168, -1.047806739807129, 1.0482070446014404]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0590274333953857, -1.0441441535949707, -1.0435030460357666, 1.0521292686462402, 1.0546793937683105, -1.0453896522521973, -1.0453224182128906, -1.045386552810669]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.052381992340088, 1.05360746383667, 1.0495195388793945, -1.0468895435333252, -1.049924373626709, 1.0518279075622559, 1.0539257526397705, 1.053544282913208]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0457475185394287, 1.0518553256988525, 1.052198886871338, 1.0523405075073242, -1.039518117904663, 1.052339792251587, 1.0548803806304932, -1.0483150482177734]"
9,"[0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[0.41995957493782043, -1.05430269241333, -1.0376322269439697, -1.040149450302124, 1.0416603088378906, -1.0351195335388184, -1.0357813835144043, 1.0392429828643799]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0622541904449463, 1.0615599155426025, -1.043034553527832, 1.0517926216125488, 1.0561861991882324, 1.0531702041625977, -1.0438644886016846, -1.044616460800171]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.050426959991455, -1.0533568859100342, 1.0461819171905518, -1.0405573844909668, -1.051504373550415, -1.042388677597046, 1.053856372833252, 1.0520110130310059]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0634527206420898, -1.0388500690460205, 1.0559017658233643, 1.0524847507476807, 1.0619659423828125, -1.0406296253204346, 1.053576946258545, -1.044316291809082]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0493195056915283, 1.0562782287597656, -1.0413033962249756, -1.0437023639678955, -1.0476317405700684, 1.0526776313781738, -1.0412681102752686, 1.052849292755127]"
14,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[-0.09337028861045837, -1.0387794971466064, -1.035731554031372, 1.052323341369629, -1.0372352600097656, -1.0438568592071533, -1.041593074798584, -1.041454553604126]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.040968894958496, 1.0486598014831543, 1.0482659339904785, -1.0418291091918945, 1.0484256744384766, 1.0525422096252441, 1.0532267093658447, 1.052497148513794]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0551214218139648, -1.0560355186462402, -1.0567071437835693, -1.045253038406372, 1.0504117012023926, 1.0521769523620605, 1.054551362991333, -1.0479457378387451]"
17,"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[0.043291009962558746, 1.0280721187591553, 1.0407581329345703, 1.0417742729187012, -1.0321099758148193, -1.0329809188842773, -1.035099983215332, 1.049764633178711]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0620203018188477, -1.040560007095337, 1.0542469024658203, -1.0428991317749023, -1.0404508113861084, 1.0559940338134766, -1.044471025466919, -1.0452311038970947]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0498735904693604, 1.057415246963501, -1.049363613128662, 1.051330804824829, 1.0535099506378174, -1.0399398803710938, 1.0552160739898682, 1.0551106929779053]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0558712482452393, 1.0606622695922852, -1.0531017780303955, -1.045001745223999, -1.0429604053497314, -1.041205883026123, 1.0525555610656738, -1.0457611083984375]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0498085021972656, -1.0542550086975098, 1.0523951053619385, 1.0512948036193848, 1.0477910041809082, 1.0552341938018799, -1.0392897129058838, 1.05454683303833]"
22,"[1, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[-0.9202673435211182, 1.0511841773986816, 1.0529932975769043, -1.0437231063842773, 1.0539131164550781, -1.0435659885406494, -1.0400316715240479, -1.0422499179840088]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.056551218032837, -1.0465898513793945, -1.0452830791473389, 1.052232027053833, -1.0501267910003662, 1.0508575439453125, 1.0500767230987549, 1.0523357391357422]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0625500679016113, -1.0495975017547607, -1.0528719425201416, -1.0391221046447754, -1.0389761924743652, 1.052870273590088, 1.052903652191162, -1.04457688331604]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0430917739868164, 1.0539281368255615, 1.0486915111541748, 1.052781581878662, 1.0506196022033691, -1.0345401763916016, -1.0389375686645508, 1.0537621974945068]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.036430835723877, -1.044245719909668, 1.054079532623291, -1.0442233085632324, 1.0617053508758545, 1.0541472434997559, -1.0424108505249023, -1.0435025691986084]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0496752262115479, 1.0557589530944824, -1.0490586757659912, 1.0471720695495605, -1.0532376766204834, -1.0419261455535889, 1.0504348278045654, 1.050304889678955]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.036027193069458, 1.0566177368164062, -1.0520823001861572, -1.0393693447113037, 1.0598304271697998, -1.0352375507354736, 1.04768967628479, -1.0339484214782715]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.045020580291748, -1.0551297664642334, 1.0492970943450928, 1.0485002994537354, -1.046623706817627, 1.051149606704712, -1.0405313968658447, 1.051696538925171]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0541775226593018, 1.0528433322906494, 1.0499238967895508, -1.0417811870574951, -1.0399000644683838, -1.042487382888794, -1.0398507118225098, -1.0397696495056152]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.052929162979126, -1.0541462898254395, -1.0523879528045654, 1.0383241176605225, 1.036393642425537, 1.042731523513794, 1.0411911010742188, 1.0422778129577637]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0510735511779785, 1.050856113433838, -1.038921594619751, 1.0511372089385986, 1.0509772300720215, 1.053117275238037, 1.0559313297271729, -1.0440289974212646]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0367369651794434, -1.0592036247253418, 1.050638198852539, -1.0398035049438477, -1.0367205142974854, -1.0355689525604248, -1.0354664325714111, 1.0423598289489746]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.063164472579956, 1.0591840744018555, 1.055265188217163, 1.0515382289886475, -1.0413384437561035, 1.0552170276641846, -1.0447814464569092, -1.0443806648254395]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0540902614593506, -1.054495096206665, -1.054293155670166, -1.0410878658294678, 1.0523672103881836, -1.0424435138702393, 1.0528287887573242, 1.050062656402588]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1.0630826950073242, -1.0349416732788086, -1.025111436843872, 1.0545611381530762, -1.044353723526001, -1.0380909442901611, 1.054863691329956, -1.043144941329956]"
