Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.049289345741272, 1.0449849367141724, 1.046660304069519, 1.0465302467346191, 1.0461393594741821, 1.0472742319107056, 1.0468944311141968, -1.0435668230056763]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.035869836807251, -1.0516709089279175, -1.0391607284545898, -1.0357444286346436, -1.0441595315933228, -1.0398385524749756, -1.036292314529419, 1.0566877126693726]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.044318675994873, 1.0553957223892212, -1.0452805757522583, 1.050998330116272, -1.0465928316116333, 1.0496717691421509, -1.042869210243225, -1.038527011871338]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0668963193893433, -1.048474907875061, 1.0547915697097778, -1.0339940786361694, 1.055319905281067, -1.0361354351043701, 1.0548166036605835, 1.0548577308654785]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0377812385559082, -1.0422604084014893, 1.0540398359298706, 1.0524876117706299, -1.0510814189910889, -1.0387976169586182, 1.050930142402649, -1.0394341945648193]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.066588044166565, 1.0610395669937134, -1.0401947498321533, -1.0378029346466064, 1.0563044548034668, 1.0523847341537476, -1.0386642217636108, 1.0542491674423218]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0627923011779785, -1.0431793928146362, -1.042744517326355, 1.0482233762741089, 1.0541410446166992, -1.0403566360473633, -1.0424537658691406, -1.034693956375122]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.046862244606018, 1.0565860271453857, 1.0482553243637085, -1.0431804656982422, -1.0555499792099, 1.0469653606414795, 1.0480798482894897, 1.0485409498214722]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0438231229782104, 1.055618405342102, 1.0532270669937134, 1.0514161586761475, -1.0379332304000854, 1.0519068241119385, 1.0501376390457153, -1.0357279777526855]"
9,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0224424600601196, -1.0496935844421387, -1.0336697101593018, -1.0359654426574707, -0.21772535145282745, -1.0359904766082764, -1.0357425212860107, 1.0499026775360107]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0569579601287842, 1.053901195526123, -1.0438302755355835, 1.0446659326553345, 1.0551685094833374, 1.0454297065734863, -1.0405116081237793, -1.0375277996063232]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.04636549949646, -1.0489888191223145, 1.0497288703918457, -1.0403409004211426, -1.0489834547042847, -1.043149709701538, 1.0508875846862793, 1.048724889755249]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.063742995262146, -1.0405522584915161, 1.0535609722137451, 1.046779990196228, 1.0592553615570068, -1.0400303602218628, 1.0467735528945923, -1.0374197959899902]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0472019910812378, 1.0615737438201904, -1.0438952445983887, -1.0439982414245605, -1.0397025346755981, 1.0504804849624634, -1.0443214178085327, 1.0491901636123657]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0317548513412476, -1.0376601219177246, -1.0423098802566528, 1.0448957681655884, -1.0394619703292847, -1.0379159450531006, -1.0380651950836182, -1.037742018699646]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0477699041366577, 1.0510904788970947, 1.043857455253601, -1.0525429248809814, 1.0412940979003906, 1.0407243967056274, 1.0399222373962402, 1.038421630859375]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0459952354431152, -1.053299903869629, -1.0515646934509277, -1.0418583154678345, 1.0527821779251099, 1.0508815050125122, 1.050744891166687, -1.0363849401474]"
17,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.0158454179763794, -0.31220024824142456, 0.2176828533411026, 1.044034481048584, -1.0203986167907715, -1.0340821743011475, -1.0346959829330444, 1.0501134395599365]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0626678466796875, -1.0488804578781128, 1.053544044494629, -1.0422477722167969, -1.045902132987976, 1.0437308549880981, -1.040483832359314, -1.03617525100708]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0440402030944824, 1.0563336610794067, -1.0548723936080933, 1.0497835874557495, 1.0501720905303955, -1.0404179096221924, 1.0510084629058838, 1.0488425493240356]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0611668825149536, 1.062557578086853, -1.0539137125015259, -1.040840983390808, -1.0529905557632446, -1.040174126625061, 1.0459364652633667, -1.0367085933685303]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0451149940490723, -1.042651891708374, 1.05910325050354, 1.051500916481018, 1.0488786697387695, 1.0502084493637085, -1.042650818824768, 1.0504481792449951]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.029010534286499, 1.0582748651504517, 1.0524433851242065, -1.0387426614761353, 1.0510563850402832, -1.0376724004745483, -1.036594271659851, -1.0368365049362183]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0472674369812012, -1.0526809692382812, -1.0560258626937866, 1.0440328121185303, -1.0660852193832397, 1.0392900705337524, 1.0407124757766724, 1.0410311222076416]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0558922290802002, -1.0471652746200562, -1.0494877099990845, -1.0411099195480347, -1.041670560836792, 1.0452193021774292, 1.0450085401535034, -1.0391649007797241]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0561230182647705, 1.0522267818450928, 1.0525004863739014, 1.047236442565918, 1.0555469989776611, -1.0439270734786987, -1.0418304204940796, 1.0455496311187744]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0508012771606445, -1.0472136735916138, 1.0511809587478638, -1.0384752750396729, 1.055005431175232, 1.0428282022476196, -1.0378913879394531, -1.0389200448989868]"
