Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0467209815979004, 1.043723464012146, 1.040639877319336, 1.0475382804870605, 1.0462826490402222, 1.0507941246032715, 1.0501611232757568, -1.0498948097229004]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0472326278686523, -1.041622519493103, -1.0405495166778564, -1.049879550933838, -1.0463967323303223, -1.0498102903366089, -1.0483227968215942, 1.0516079664230347]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.037150502204895, 1.0528373718261719, -1.0487054586410522, 1.0503848791122437, -1.046072006225586, 1.0530742406845093, -1.0477436780929565, -1.047982096672058]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0471904277801514, -1.0532515048980713, 1.0466253757476807, -1.0502433776855469, 1.0487831830978394, -1.0510793924331665, 1.0537527799606323, 1.0541993379592896]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.035876989364624, -1.041731595993042, 1.0543462038040161, 1.0522305965423584, -1.0445170402526855, -1.047486662864685, 1.0525416135787964, -1.0476688146591187]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0488407611846924, 1.0478793382644653, -1.0495753288269043, -1.0483912229537964, 1.0482925176620483, 1.0522607564926147, -1.0463144779205322, 1.0510581731796265]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0671849250793457, -1.0440235137939453, -1.047343373298645, 1.0521899461746216, 1.0510281324386597, -1.0423011779785156, -1.0427474975585938, -1.0449622869491577]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0464553833007812, 1.0459331274032593, 1.0446068048477173, -1.0468820333480835, -1.0430177450180054, 1.0517971515655518, 1.0534645318984985, 1.0533615350723267]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0350285768508911, 1.052903652191162, 1.0511407852172852, 1.0504168272018433, -1.0382187366485596, 1.0515098571777344, 1.0503908395767212, -1.0425550937652588]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9879359006881714, 0.19878323376178741, 0.39988264441490173, -0.597306489944458, -0.5658364295959473, -0.7081921100616455, -0.5421875715255737, 1.0501275062561035]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0642759799957275, 1.0541387796401978, -1.0445994138717651, 1.0486669540405273, 1.0606663227081299, 1.051376223564148, -1.0423851013183594, -1.0443390607833862]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0477241277694702, -1.0540428161621094, 1.0448578596115112, -1.0514672994613647, -1.0459383726119995, -1.0502547025680542, 1.051283359527588, 1.0513107776641846]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0677571296691895, -1.041100263595581, 1.0517168045043945, 1.0502183437347412, 1.0672372579574585, -1.0437439680099487, 1.0514543056488037, -1.0446656942367554]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0381535291671753, 1.0485634803771973, -1.0471395254135132, -1.0495065450668335, -1.0422279834747314, 1.0474929809570312, -1.0483803749084473, 1.0494301319122314]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0572197437286377, -1.0386621952056885, -1.0445895195007324, 1.0493954420089722, -1.0321154594421387, -1.039031982421875, -1.0424309968948364, -1.0433928966522217]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0475250482559204, 1.0449779033660889, 1.0460779666900635, -1.0400078296661377, 1.0404984951019287, 1.0475473403930664, 1.0490103960037231, 1.0498664379119873]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.029262900352478, -1.0474059581756592, -1.046117901802063, -1.0478506088256836, 1.0525217056274414, 1.0516510009765625, 1.0498404502868652, -1.0478534698486328]"
17,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9806594252586365, -0.3535665273666382, -0.15472635626792908, 0.6405462026596069, -0.06582920998334885, -0.6021257638931274, -0.7195082902908325, 1.053706407546997]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0690946578979492, -1.0448908805847168, 1.0517096519470215, -1.0409537553787231, -1.0421584844589233, 1.0527454614639282, -1.0451387166976929, -1.0452324151992798]"
