Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0475698709487915, 1.0498733520507812, 1.048034429550171, 1.047276258468628, 1.0479544401168823, 1.0499708652496338, 1.0496766567230225, -1.0500692129135132]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0379153490066528, -1.0371205806732178, -1.0415019989013672, -1.045908808708191, -1.0430188179016113, -1.0457992553710938, -1.0462883710861206, 1.058418869972229]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0358834266662598, 1.056043028831482, -1.0470695495605469, 1.0523842573165894, -1.0407801866531372, 1.052280068397522, -1.0463601350784302, -1.045804738998413]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0547064542770386, -1.0416719913482666, 1.0500582456588745, -1.0446528196334839, 1.0512179136276245, -1.043885588645935, 1.0530976057052612, 1.0555782318115234]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.037561058998108, -1.041476845741272, 1.0556029081344604, 1.0496734380722046, -1.0456292629241943, -1.0491303205490112, 1.0495431423187256, -1.0492749214172363]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0617256164550781, 1.0596827268600464, -1.0390225648880005, -1.0447150468826294, 1.0559728145599365, 1.0568041801452637, -1.0439226627349854, 1.056631326675415]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.04697847366333, -1.0452282428741455, -1.050536036491394, 1.048221230506897, 1.0462017059326172, -1.0484071969985962, -1.0480797290802002, -1.0498936176300049]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0406367778778076, 1.0397660732269287, 1.0427335500717163, -1.043829083442688, -1.050972580909729, 1.04793119430542, 1.0483952760696411, 1.0498014688491821]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0373210906982422, 1.0510482788085938, 1.0501123666763306, 1.049659013748169, -1.0450916290283203, 1.04960298538208, 1.0494693517684937, -1.0491795539855957]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0243737697601318, 0.024768872186541557, 0.029356831684708595, -0.45099109411239624, -0.4177471399307251, -0.5064957141876221, -0.34504246711730957, 1.052152156829834]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0520673990249634, 1.0518162250518799, -1.042972445487976, 1.049596905708313, 1.0541515350341797, 1.050921082496643, -1.0478237867355347, -1.0476740598678589]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0387715101242065, -1.0446336269378662, 1.0472679138183594, -1.0475314855575562, -1.0411620140075684, -1.0475084781646729, 1.0507539510726929, 1.0512442588806152]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.054577112197876, -1.0420945882797241, 1.0517457723617554, 1.0489882230758667, 1.0584899187088013, -1.0473439693450928, 1.0496432781219482, -1.0486183166503906]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0378646850585938, 1.053019404411316, -1.0395427942276, -1.044848084449768, -1.0412559509277344, 1.050576090812683, -1.043990135192871, 1.0528427362442017]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0.9924342036247253, -1.0452488660812378, -1.0444740056991577, 1.0472337007522583, -1.041163682937622, -1.0487452745437622, -1.0503653287887573, -1.0503309965133667]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0417430400848389, 1.0427484512329102, 1.0415830612182617, -1.0516470670700073, 1.038977861404419, 1.0437291860580444, 1.0442520380020142, 1.0458041429519653]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0410761833190918, -1.0524693727493286, -1.0577623844146729, -1.0503718852996826, 1.0497300624847412, 1.0466803312301636, 1.0459578037261963, -1.051265835762024]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.0235569477081299, -0.24312900006771088, -0.2130114883184433, 0.39160072803497314, 0.22561152279376984, -0.4588467478752136, -0.4732022285461426, 1.0519002676010132]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0434715747833252, -1.0488916635513306, 1.0456271171569824, -1.0476875305175781, -1.0506095886230469, 1.0488990545272827, -1.0514143705368042, -1.0522152185440063]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0413813591003418, 1.0492994785308838, -1.0554481744766235, 1.0513747930526733, 1.045454502105713, -1.0453240871429443, 1.0502055883407593, 1.0520128011703491]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0477067232131958, 1.0471155643463135, -1.0496454238891602, -1.0478132963180542, -1.0474239587783813, -1.049444556236267, 1.0475133657455444, -1.047934651374817]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.039631724357605, -1.0451455116271973, 1.049188494682312, 1.052406668663025, 1.0506198406219482, 1.0518231391906738, -1.046851396560669, 1.0523015260696411]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.959513783454895, 1.0363520383834839, 1.0340898036956787, -1.048353910446167, 1.0428872108459473, -1.048375129699707, -1.0501314401626587, -1.0499324798583984]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.039878010749817, -1.0597712993621826, -1.061105489730835, 1.04710054397583, -1.0495485067367554, 1.0485525131225586, 1.0470057725906372, 1.0482674837112427]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0456490516662598, -1.0497801303863525, -1.054020881652832, -1.0483626127243042, -1.051141381263733, 1.0482103824615479, 1.0469202995300293, -1.053039312362671]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0416961908340454, 1.0532070398330688, 1.0522185564041138, 1.0545965433120728, 1.0542353391647339, -1.045100212097168, -1.0510120391845703, 1.0515592098236084]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0499067306518555, -1.0484734773635864, 1.042877435684204, -1.050103783607483, 1.0488005876541138, 1.0477831363677979, -1.0528470277786255, -1.053323745727539]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0422061681747437, 1.0462671518325806, -1.0550611019134521, 1.0497487783432007, -1.0435835123062134, -1.047324776649475, 1.0488643646240234, 1.0512986183166504]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0447732210159302, 1.0432072877883911, -1.0451411008834839, -1.0469311475753784, 1.047122597694397, -1.0484189987182617, 1.0471819639205933, -1.0490951538085938]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.043641448020935, -1.0511915683746338, 1.0449594259262085, 1.0480268001556396, -1.0515562295913696, 1.0488368272781372, -1.0525566339492798, 1.0500514507293701]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0330770015716553, 1.0352383852005005, 1.0342966318130493, -1.0525480508804321, -1.051975131034851, -1.0515358448028564, -1.0512703657150269, -1.053062081336975]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0567909479141235, -1.051020622253418, -1.0539021492004395, 1.042198896408081, 1.0379736423492432, 1.0433425903320312, 1.0423364639282227, 1.0440768003463745]"
