Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.040784239768982, 1.0460199117660522, 1.0450767278671265, 1.0495227575302124, 1.047475814819336, 1.0497794151306152, 1.0492639541625977, -1.0489284992218018]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0557653903961182, -1.0591830015182495, -1.05027437210083, -1.0534942150115967, -1.0546890497207642, -1.0552054643630981, -1.057054877281189, 1.0527669191360474]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0551289319992065, 1.045700192451477, -1.0470595359802246, 1.0511301755905151, -1.0433838367462158, 1.0525646209716797, -1.0483222007751465, -1.0513262748718262]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0395702123641968, -1.0585094690322876, 1.0414522886276245, -1.0546602010726929, 1.0427297353744507, -1.0554367303848267, 1.0521773099899292, 1.0533571243286133]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0497299432754517, -1.0489975214004517, 1.0553640127182007, 1.0526032447814941, -1.0488299131393433, -1.0496960878372192, 1.0505841970443726, -1.0500820875167847]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0363010168075562, 1.0423972606658936, -1.0530632734298706, -1.0522805452346802, 1.0425490140914917, 1.0479053258895874, -1.0533338785171509, 1.0496554374694824]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.042991042137146, -1.058989405632019, -1.050614833831787, 1.0480811595916748, 1.051397442817688, -1.0519146919250488, -1.049225091934204, -1.0494425296783447]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0665301084518433, 1.0461269617080688, 1.043373465538025, -1.052560806274414, -1.0576200485229492, 1.0481189489364624, 1.0496965646743774, 1.0499727725982666]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.053554892539978, 1.049912929534912, 1.0492483377456665, 1.0502874851226807, -1.052712082862854, 1.0469566583633423, 1.0457994937896729, -1.0531803369522095]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9839262366294861, 0.03741186112165451, 0.4625367224216461, -0.554871678352356, -0.5126591324806213, -0.5586613416671753, -0.24831359088420868, 1.0491276979446411]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0390490293502808, 1.0427995920181274, -1.0470374822616577, 1.0472220182418823, 1.04628324508667, 1.0489038228988647, -1.0511298179626465, -1.0506538152694702]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.057244062423706, -1.058014988899231, 1.0432316064834595, -1.053648829460144, -1.0510822534561157, -1.0546008348464966, 1.0509859323501587, 1.052496314048767]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0422357320785522, -1.0524922609329224, 1.0516537427902222, 1.0439703464508057, 1.0499355792999268, -1.0525391101837158, 1.0472100973129272, -1.0513759851455688]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0558243989944458, 1.0477951765060425, -1.048679232597351, -1.0525293350219727, -1.0512031316757202, 1.0489362478256226, -1.0522804260253906, 1.0493652820587158]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0184499025344849, -1.0526939630508423, -1.0454843044281006, 1.0486708879470825, -1.052541971206665, -1.0485602617263794, -1.0488264560699463, -1.0489979982376099]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.04384183883667, 1.0451411008834839, 1.045694351196289, -1.0525423288345337, 1.0440887212753296, 1.0477280616760254, 1.0494675636291504, 1.0501561164855957]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.054182529449463, -1.0545728206634521, -1.054051160812378, -1.0521113872528076, 1.0462701320648193, 1.0461053848266602, 1.0444914102554321, -1.054106593132019]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9994176626205444, -0.11316317319869995, -0.2835896611213684, 0.3583359718322754, 0.5015931129455566, -0.43444955348968506, -0.22948016226291656, 1.0500563383102417]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.03517484664917, -1.052901268005371, 1.0463159084320068, -1.0502773523330688, -1.0465794801712036, 1.0473748445510864, -1.0525033473968506, -1.0521669387817383]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0653152465820312, 1.044658899307251, -1.0559192895889282, 1.0471521615982056, 1.0436750650405884, -1.0529685020446777, 1.0507917404174805, 1.0529359579086304]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0391881465911865, 1.0455172061920166, -1.0544910430908203, -1.0470534563064575, -1.0497841835021973, -1.0514956712722778, 1.0461808443069458, -1.051169753074646]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0581668615341187, -1.0589871406555176, 1.0530860424041748, 1.049347996711731, 1.0453816652297974, 1.0494794845581055, -1.0523344278335571, 1.0507643222808838]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.9880386590957642, 1.040160894393921, 1.049454689025879, -1.049057126045227, 1.0482710599899292, -1.0502358675003052, -1.0495368242263794, -1.0485950708389282]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0415183305740356, -1.057310700416565, -1.0531597137451172, 1.049612283706665, -1.054606556892395, 1.0482574701309204, 1.049448847770691, 1.0515570640563965]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.043474555015564, -1.0519317388534546, -1.0504302978515625, -1.0511051416397095, -1.0498050451278687, 1.0425522327423096, 1.0428401231765747, -1.0526896715164185]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0607004165649414, 1.0491684675216675, 1.050805687904358, 1.0509783029556274, 1.0508490800857544, -1.054962396621704, -1.0589979887008667, 1.0513916015625]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0635796785354614, -1.048439383506775, 1.0466300249099731, -1.0502681732177734, 1.0470490455627441, 1.04692542552948, -1.0509836673736572, -1.053049087524414]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.045011281967163, 1.044596552848816, -1.0536537170410156, 1.0472891330718994, -1.0497381687164307, -1.0535999536514282, 1.048694133758545, 1.0517553091049194]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0579062700271606, 1.0460690259933472, -1.0524015426635742, -1.0502893924713135, 1.0449259281158447, -1.051600456237793, 1.0459939241409302, -1.05084228515625]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0430761575698853, -1.0567864179611206, 1.0488938093185425, 1.0510116815567017, -1.0534629821777344, 1.0509161949157715, -1.055578589439392, 1.052834153175354]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0419056415557861, 1.0436291694641113, 1.0502160787582397, -1.0492169857025146, -1.0530037879943848, -1.0502846240997314, -1.047865390777588, -1.0503344535827637]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.053711175918579, -1.0568197965621948, -1.0547658205032349, 1.0491200685501099, 1.0480587482452393, 1.0489377975463867, 1.0493781566619873, 1.0508381128311157]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0564515590667725, 1.0469677448272705, -1.051074743270874, 1.0481396913528442, 1.046353816986084, 1.0467593669891357, 1.0458449125289917, -1.0533701181411743]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.036535382270813, -1.0626329183578491, 1.0450977087020874, -1.0543419122695923, -1.0582518577575684, -1.0528836250305176, -1.057848334312439, 1.0495396852493286]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0333901643753052, 1.0403342247009277, 1.042365312576294, 1.0479416847229004, -1.050013780593872, 1.049616813659668, -1.0523425340652466, -1.0522141456604004]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0667847394943237, -1.0617270469665527, -1.0574308633804321, -1.0563080310821533, 1.0396173000335693, -1.0558406114578247, 1.0489882230758667, 1.0498595237731934]"
36,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[-1.0217914581298828, -1.0576051473617554, -1.046583652496338, 1.0449825525283813, -1.0531586408615112, -1.0529539585113525, 1.0475704669952393, -1.0531423091888428]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.063916563987732, 1.0428231954574585, 1.04868483543396, -1.0534864664077759, 1.0451349020004272, 1.0484540462493896, -1.053550362586975, 1.0489366054534912]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0611099004745483, -1.058260202407837, 1.0477063655853271, 1.0491220951080322, 1.050266981124878, -1.0530592203140259, -1.051448941230774, -1.0521236658096313]"
