Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0538562536239624, 1.0467450618743896, 1.0468268394470215, 1.0484647750854492, 1.047911524772644, 1.0500645637512207, 1.0519939661026, -1.0335516929626465]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0348269939422607, -1.0431277751922607, -1.0377910137176514, -1.038377046585083, -1.035494089126587, -1.0366166830062866, -1.038343071937561, 1.060245156288147]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0239535570144653, 1.0642057657241821, -1.0343375205993652, 1.054126262664795, -1.0375462770462036, 1.0538063049316406, -1.0411009788513184, -1.0319401025772095]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.068091630935669, -1.0441057682037354, 1.048025369644165, -1.0408427715301514, 1.0532848834991455, -1.0349947214126587, 1.0547475814819336, 1.0542160272598267]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0225591659545898, -1.0382814407348633, 1.0529555082321167, 1.0514981746673584, -1.0405536890029907, -1.04066801071167, 1.053819179534912, -1.0392111539840698]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0680094957351685, 1.052466630935669, -1.0423684120178223, -1.0433855056762695, 1.0485107898712158, 1.0541670322418213, -1.0379407405853271, 1.0513783693313599]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0722039937973022, -1.0435113906860352, -1.0384252071380615, 1.0489799976348877, 1.054402470588684, -1.0441497564315796, -1.0425927639007568, -1.0392446517944336]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.043829083442688, 1.0527167320251465, 1.045090913772583, -1.0473909378051758, -1.0463080406188965, 1.0515216588974, 1.0521183013916016, 1.0532282590866089]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0323282480239868, 1.0486102104187012, 1.050348162651062, 1.049689531326294, -1.0398499965667725, 1.048666000366211, 1.050364375114441, -1.0407183170318604]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.6872429847717285, -1.0434387922286987, -1.0379348993301392, -1.041007161140442, 1.049964189529419, -1.0352884531021118, -1.03403902053833, 1.0474307537078857]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0742563009262085, 1.0588823556900024, -1.0385738611221313, 1.0500074625015259, 1.057440161705017, 1.0499602556228638, -1.0415669679641724, -1.0376031398773193]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0352036952972412, -1.0481148958206177, 1.0491148233413696, -1.040888786315918, -1.0451221466064453, -1.0424470901489258, 1.0527560710906982, 1.0531069040298462]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0744974613189697, -1.0402837991714478, 1.052549123764038, 1.0485846996307373, 1.0605664253234863, -1.0410282611846924, 1.0501527786254883, -1.0319541692733765]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0368614196777344, 1.054572582244873, -1.041739821434021, -1.0447214841842651, -1.0425924062728882, 1.0510839223861694, -1.0411756038665771, 1.0540767908096313]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0.3210040330886841, -1.0422743558883667, -1.0385875701904297, 1.0461359024047852, -1.0314222574234009, -1.043821096420288, -1.0387202501296997, -1.038718581199646]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0441449880599976, 1.0481888055801392, 1.0471423864364624, -1.045912265777588, 1.0489875078201294, 1.0508445501327515, 1.051622986793518, 1.0511995553970337]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.041325330734253, -1.0468494892120361, -1.0456162691116333, -1.0427889823913574, 1.045983076095581, 1.046080231666565, 1.047587275505066, -1.0422207117080688]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.5786904096603394, 1.0343925952911377, 1.0321812629699707, 1.0514357089996338, -1.0297952890396118, -1.0338726043701172, -1.0327603816986084, 1.0552278757095337]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0737533569335938, -1.0417674779891968, 1.0477339029312134, -1.0396146774291992, -1.0344429016113281, 1.0511255264282227, -1.0420247316360474, -1.038825511932373]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0353095531463623, 1.0531418323516846, -1.0490422248840332, 1.0507233142852783, 1.0575246810913086, -1.0403516292572021, 1.052883505821228, 1.0551046133041382]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.068204641342163, 1.0651288032531738, -1.0492736101150513, -1.0384235382080078, -1.041481614112854, -1.0412107706069946, 1.0493137836456299, -1.0354504585266113]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0352617502212524, -1.045790195465088, 1.0473999977111816, 1.0501759052276611, 1.0461007356643677, 1.054067850112915, -1.0396982431411743, 1.0542945861816406]"
22,"[1, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[-0.9496397972106934, 1.0440667867660522, 1.0468199253082275, -1.0432840585708618, 1.049930453300476, -1.0421537160873413, -1.0380383729934692, -1.0394997596740723]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.05579674243927, -1.047173261642456, -1.045620083808899, 1.0480061769485474, -1.0490964651107788, 1.0421451330184937, 1.043385624885559, 1.0491604804992676]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0743359327316284, -1.0477120876312256, -1.0476728677749634, -1.0401637554168701, -1.0406901836395264, 1.0479533672332764, 1.046601414680481, -1.040795922279358]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0281916856765747, 1.0524992942810059, 1.0426372289657593, 1.0492005348205566, 1.0515356063842773, -1.0379403829574585, -1.0397279262542725, 1.051959753036499]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0201412439346313, -1.0423892736434937, 1.0480904579162598, -1.043789029121399, 1.0590330362319946, 1.0470298528671265, -1.040855050086975, -1.0405220985412598]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0568503141403198, 1.0535624027252197, -1.0491262674331665, 1.0454440116882324, -1.0465861558914185, -1.0436503887176514, 1.0478729009628296, 1.0471936464309692]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.03219473361969, 1.0578265190124512, -1.0472158193588257, -1.041269302368164, 1.0564782619476318, -1.040497064590454, 1.0417239665985107, -1.0364036560058594]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0505521297454834, -1.0536555051803589, 1.0434000492095947, 1.0448225736618042, -1.0449612140655518, 1.0476009845733643, -1.0410690307617188, 1.0489929914474487]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0532751083374023, 1.0457661151885986, 1.0459160804748535, -1.043268084526062, -1.0409337282180786, -1.0460401773452759, -1.0408412218093872, -1.0441203117370605]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0449881553649902, -1.045839786529541, -1.0454905033111572, 1.044830322265625, 1.0447889566421509, 1.0456421375274658, 1.043977975845337, 1.0462590456008911]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0336101055145264, 1.0449024438858032, -1.03933846950531, 1.044853925704956, 1.0439631938934326, 1.0441395044326782, 1.0465319156646729, -1.0438238382339478]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0746431350708008, -1.0431708097457886, 1.0585901737213135, -1.0408003330230713, -1.0312281847000122, -1.0345405340194702, -1.0321158170700073, 1.0515365600585938]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0779305696487427, 1.0582729578018188, 1.0580615997314453, 1.0488386154174805, -1.0357229709625244, 1.0509909391403198, -1.0419764518737793, -1.0374706983566284]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.036356806755066, -1.0466972589492798, -1.0506380796432495, -1.041502833366394, 1.0557317733764648, -1.0422446727752686, 1.0516637563705444, 1.0522524118423462]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1.0886136293411255, -1.0357725620269775, -1.0341172218322754, 1.0486489534378052, -1.0421464443206787, -1.0392051935195923, 1.0491708517074585, -1.036412000656128]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.035955548286438, 1.0539803504943848, 1.0506908893585205, -1.04476797580719, 1.0445903539657593, 1.052641749382019, -1.041364312171936, 1.0534201860427856]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0221091508865356, -1.0389703512191772, 1.0502172708511353, 1.0457738637924194, 1.0475634336471558, -1.0403927564620972, -1.0384576320648193, -1.0387922525405884]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.0497905015945435, 1.0473911762237549, -1.0453037023544312, -1.0474846363067627, -1.0496183633804321, 1.0488835573196411, 1.0482854843139648, 1.0512802600860596]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0664160251617432, 1.052258014678955, -1.0357321500778198, 1.0471107959747314, -1.0434411764144897, 1.0465936660766602, 1.0466907024383545, -1.0414395332336426]"
41,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.0352177619934082, -1.0455126762390137, 1.0509722232818604, -1.043776512145996, 1.0497914552688599, -1.0413439273834229, -1.041061520576477, 1.0509591102600098]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.029689073562622, 1.0518845319747925, 1.0557297468185425, 1.0442137718200684, 1.057389736175537, 1.0470155477523804, -1.0394529104232788, -1.0382041931152344]"
