Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0307196378707886, 1.0358129739761353, 1.0396674871444702, 1.0382152795791626, 1.0372884273529053, 1.0381600856781006, 1.0385730266571045, -1.0340476036071777]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0461397171020508, -1.0408854484558105, -1.033881664276123, -1.0366939306259155, -1.0419529676437378, -1.0341109037399292, -1.0375783443450928, 1.0380232334136963]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.046892762184143, 1.033687949180603, -1.0394178628921509, 1.038354516029358, -1.038594126701355, 1.0387866497039795, -1.0406922101974487, -1.043643832206726]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.038859486579895, -1.0416624546051025, 1.037506103515625, -1.0328034162521362, 1.0381425619125366, -1.0313849449157715, 1.0391770601272583, 1.0394299030303955]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0406454801559448, -1.0442488193511963, 1.0401074886322021, 1.0400772094726562, -1.0465277433395386, -1.0404045581817627, 1.0380346775054932, -1.0393389463424683]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0398000478744507, 1.0400065183639526, -1.0362226963043213, -1.0331741571426392, 1.0405144691467285, 1.0357526540756226, -1.0313292741775513, 1.0377930402755737]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0380910634994507, -1.0451101064682007, -1.0355677604675293, 1.0367350578308105, 1.0410575866699219, -1.039910912513733, -1.0377893447875977, -1.0358352661132812]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0348378419876099, 1.0387156009674072, 1.0312875509262085, -1.032070279121399, -1.0294313430786133, 1.0347974300384521, 1.035506010055542, 1.0344692468643188]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.040259599685669, 1.0357577800750732, 1.0360653400421143, 1.037613868713379, -1.0406105518341064, 1.0361067056655884, 1.0347932577133179, -1.0392192602157593]"
9,"[1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0100868940353394, -1.0214701890945435, 0.12509728968143463, -0.5706316828727722, -0.5832854509353638, -0.6482294797897339, -0.37308719754219055, 1.033339500427246]"
