Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0536621809005737, 1.0538207292556763, 1.0580098628997803, 1.0534690618515015, 1.0557975769042969, 1.05232834815979, 1.0519179105758667, -1.0354812145233154]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0356932878494263, -1.0424119234085083, -1.0320407152175903, -1.0381766557693481, -1.0375477075576782, -1.0386124849319458, -1.0357544422149658, 1.0601588487625122]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0373245477676392, 1.0535616874694824, -1.0392000675201416, 1.0522013902664185, -1.0389328002929688, 1.051104187965393, -1.0331993103027344, -1.0351760387420654]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0561469793319702, -1.0472614765167236, 1.052875280380249, -1.0388152599334717, 1.055219054222107, -1.0372756719589233, 1.053414225578308, 1.0543020963668823]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.041321873664856, -1.0450992584228516, 1.0559560060501099, 1.052778720855713, -1.0452507734298706, -1.0394564867019653, 1.049525499343872, -1.0383100509643555]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0551906824111938, 1.0490084886550903, -1.0395804643630981, -1.0395503044128418, 1.0494139194488525, 1.0537797212600708, -1.034557580947876, 1.0519518852233887]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0550917387008667, -1.046087384223938, -1.0423544645309448, 1.0440256595611572, 1.05229651927948, -1.0444108247756958, -1.0411266088485718, -1.0407609939575195]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0488028526306152, 1.0450775623321533, 1.0464377403259277, -1.0441609621047974, -1.0472004413604736, 1.0426933765411377, 1.0449450016021729, 1.0457600355148315]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.040952444076538, 1.0511490106582642, 1.0516653060913086, 1.049991250038147, -1.0418322086334229, 1.0473203659057617, 1.0458074808120728, -1.037110686302185]"
9,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9870148301124573, -1.0451725721359253, -0.6224611401557922, -0.9858647584915161, -0.5160151720046997, -0.9811122417449951, -0.9760209918022156, 1.0483444929122925]"
