Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0444453954696655, 1.0457234382629395, 1.040614366531372, 1.0470335483551025, 1.044978380203247, 1.0475353002548218, 1.0473971366882324, -1.0395774841308594]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0363889932632446, -1.0436086654663086, -1.042171835899353, -1.0416356325149536, -1.0410749912261963, -1.0411138534545898, -1.0420974493026733, 1.0429869890213013]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.036625862121582, 1.0335941314697266, -1.044386863708496, 1.0440808534622192, -1.0438464879989624, 1.0444607734680176, -1.041061520576477, -1.043873906135559]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0371731519699097, -1.0404181480407715, 1.0401467084884644, -1.0378549098968506, 1.0408828258514404, -1.0393056869506836, 1.0440819263458252, 1.046852469444275]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.030524730682373, -1.0350555181503296, 1.042982578277588, 1.0443003177642822, -1.0440884828567505, -1.0385087728500366, 1.0431727170944214, -1.04066002368927]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0375542640686035, 1.0428599119186401, -1.0390304327011108, -1.0384376049041748, 1.0414419174194336, 1.0454119443893433, -1.0393054485321045, 1.0445342063903809]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0361212491989136, -1.0423921346664429, -1.0465065240859985, 1.0433324575424194, 1.0366958379745483, -1.0420640707015991, -1.0408748388290405, -1.0420175790786743]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0452344417572021, 1.0408120155334473, 1.0335201025009155, -1.0385830402374268, -1.040112853050232, 1.0431660413742065, 1.0436087846755981, 1.0427963733673096]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.03634774684906, 1.0370758771896362, 1.0423028469085693, 1.0425904989242554, -1.040139079093933, 1.040257215499878, 1.0385104417800903, -1.0368294715881348]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0129337310791016, 0.5749381184577942, 0.4205530285835266, -0.282382071018219, -0.06600699573755264, -0.35324275493621826, -0.164171040058136, 1.0372323989868164]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0372720956802368, 1.0335125923156738, -1.0428873300552368, 1.0406681299209595, 1.0367810726165771, 1.0427080392837524, -1.039476990699768, -1.0381025075912476]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.042690396308899, -1.0416996479034424, 1.0340204238891602, -1.0376516580581665, -1.036485195159912, -1.037903070449829, 1.0397610664367676, 1.0400629043579102]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0403176546096802, -1.0393874645233154, 1.0441054105758667, 1.0455988645553589, 1.0480859279632568, -1.040885329246521, 1.043986439704895, -1.0410329103469849]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.037826418876648, 1.0422465801239014, -1.0391108989715576, -1.039623737335205, -1.0372427701950073, 1.0408637523651123, -1.0401771068572998, 1.0412009954452515]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0202066898345947, -1.0369857549667358, -1.0384854078292847, 1.0461395978927612, -1.0324803590774536, -1.0386807918548584, -1.0410579442977905, -1.0410300493240356]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0381325483322144, 1.0372759103775024, 1.0370008945465088, -1.0402582883834839, 1.034009337425232, 1.0395708084106445, 1.0404306650161743, 1.0399547815322876]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0382115840911865, -1.0450119972229004, -1.043496012687683, -1.042303204536438, 1.0393562316894531, 1.0392423868179321, 1.0376591682434082, -1.0430532693862915]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9785056114196777, -0.07014548778533936, -0.1715124398469925, 0.5892346501350403, 0.25954681634902954, -0.32974496483802795, -0.3891594111919403, 1.0364073514938354]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0350784063339233, -1.0435783863067627, 1.0395915508270264, -1.0397049188613892, -1.0481659173965454, 1.0420790910720825, -1.042983889579773, -1.0414292812347412]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0450968742370605, 1.0369007587432861, -1.0443085432052612, 1.0379124879837036, 1.0321447849273682, -1.037494421005249, 1.0420339107513428, 1.0434839725494385]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.036714792251587, 1.0390489101409912, -1.0423228740692139, -1.0377531051635742, -1.0430591106414795, -1.04312002658844, 1.040967583656311, -1.0380414724349976]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.037203311920166, -1.0388370752334595, 1.0414493083953857, 1.0409990549087524, 1.0408437252044678, 1.0421487092971802, -1.037717342376709, 1.0428438186645508]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.0125187635421753, 1.037636399269104, 1.0353209972381592, -1.0371605157852173, 1.0343654155731201, -1.0379918813705444, -1.0400713682174683, -1.0389072895050049]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0391731262207031, -1.0422992706298828, -1.041399598121643, 1.0413535833358765, -1.042669415473938, 1.0433270931243896, 1.0437707901000977, 1.0438616275787354]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0373363494873047, -1.0434736013412476, -1.0355197191238403, -1.0423269271850586, -1.037503957748413, 1.034708857536316, 1.0363755226135254, -1.0430938005447388]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0395512580871582, 1.0408437252044678, 1.0464364290237427, 1.042596697807312, 1.0403958559036255, -1.0349200963974, -1.042997121810913, 1.041550636291504]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.038273811340332, -1.0393164157867432, 1.044184684753418, -1.0398088693618774, 1.0432087182998657, 1.0445302724838257, -1.0422003269195557, -1.042407751083374]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.041081190109253, 1.0328158140182495, -1.0400220155715942, 1.0378514528274536, -1.038460612297058, -1.0382299423217773, 1.0405731201171875, 1.0434319972991943]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0302081108093262, 1.0412858724594116, -1.0378212928771973, -1.042375087738037, 1.0461561679840088, -1.0417585372924805, 1.0441195964813232, -1.042773962020874]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0378907918930054, -1.0385323762893677, 1.043527364730835, 1.042685627937317, -1.0375219583511353, 1.0426543951034546, -1.0405499935150146, 1.0459955930709839]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0386700630187988, 1.039318323135376, 1.0405871868133545, -1.0384521484375, -1.034820795059204, -1.0384435653686523, -1.038983941078186, -1.0402233600616455]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0412760972976685, -1.0411932468414307, -1.0410465002059937, 1.0396251678466797, 1.038755178451538, 1.0420221090316772, 1.0426921844482422, 1.04183828830719]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.032163381576538, 1.0371484756469727, -1.0371274948120117, 1.039350152015686, 1.036302089691162, 1.0370352268218994, 1.0362478494644165, -1.037071943283081]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.039872407913208, -1.047913908958435, 1.0429714918136597, -1.0426404476165771, -1.0414360761642456, -1.0382070541381836, -1.0426785945892334, 1.039821982383728]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0362424850463867, 1.0321221351623535, 1.0344752073287964, 1.04087233543396, -1.0496959686279297, 1.0423893928527832, -1.0420087575912476, -1.0412949323654175]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.034055233001709, -1.0390053987503052, -1.0375679731369019, -1.0399686098098755, 1.0361539125442505, -1.040334939956665, 1.0410138368606567, 1.0427943468093872]"
36,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[-0.978519082069397, -1.0430386066436768, -1.0326759815216064, 0.9834655523300171, -1.0388002395629883, -1.038305401802063, 1.0113639831542969, -1.042419195175171]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.0336188077926636, 1.0412400960922241, 1.043299674987793, -1.0371898412704468, 1.0420562028884888, 1.042094349861145, -1.038761854171753, 1.0422528982162476]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0333356857299805, -1.0423693656921387, 1.0436780452728271, 1.04262113571167, 1.039575219154358, -1.0428916215896606, -1.042184829711914, -1.0427972078323364]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.0386615991592407, 1.0405653715133667, -1.0405129194259644, -1.0407851934432983, -1.0441856384277344, 1.0421723127365112, 1.0422186851501465, 1.0421591997146606]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0352575778961182, 1.0350992679595947, -1.0349571704864502, 1.0373945236206055, -1.0437965393066406, 1.0352567434310913, 1.03659188747406, -1.0426329374313354]"
41,"[0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1.0139504671096802, -1.0424903631210327, 1.0441285371780396, -1.0361963510513306, 1.0421541929244995, -1.03533935546875, -1.0373740196228027, 1.0417990684509277]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.0355839729309082, 1.0378559827804565, 1.0388559103012085, 1.0406758785247803, 1.0400340557098389, 1.0428696870803833, -1.0421299934387207, -1.043151617050171]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.0436762571334839, -1.042285680770874, -1.039556860923767, -1.0385140180587769, -1.0399322509765625, -1.0401262044906616, 1.0419881343841553, 1.0420520305633545]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.0328253507614136, -1.0349563360214233, -1.0349034070968628, 1.048879861831665, 1.0492372512817383, -1.0358291864395142, 1.0441296100616455, -1.0395803451538086]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.041265845298767, 1.044330358505249, 1.0433087348937988, -1.0358951091766357, -1.036049485206604, 1.0427619218826294, -1.0391457080841064, 1.042941927909851]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.0455727577209473, -1.038059949874878, 1.0498721599578857, 1.0445942878723145, -1.03494393825531, -1.0384325981140137, -1.039699912071228, -1.0418684482574463]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.0218195915222168, 1.0360569953918457, -1.0405937433242798, -1.038074254989624, 1.0359447002410889, 1.0398298501968384, 1.0404502153396606, 1.0393613576889038]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0340230464935303, -1.0449159145355225, 1.0392547845840454, -1.0408172607421875, 1.0321431159973145, 1.0350648164749146, 1.035783052444458, -1.0431339740753174]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0416855812072754, 1.0390794277191162, -1.0406279563903809, 1.0426520109176636, -1.0405734777450562, -1.039366602897644, -1.0428510904312134, 1.04271399974823]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0407791137695312, -1.0405722856521606, -1.038794994354248, -1.0414888858795166, -1.040859341621399, 1.0437380075454712, -1.0428111553192139, -1.0443370342254639]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.0357478857040405, 1.038478970527649, 1.0371408462524414, 1.0406230688095093, 1.0353282690048218, -1.0392135381698608, 1.0415154695510864, 1.0437653064727783]"
52,"[0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1.026347041130066, 1.0395430326461792, 1.038818359375, -1.0382683277130127, -1.0351178646087646, -1.037615418434143, 1.0400373935699463, -1.0397846698760986]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.039677381515503, -1.0375779867172241, -1.0360299348831177, 1.0431538820266724, 1.038313627243042, 1.0431348085403442, -1.0426456928253174, 1.044683575630188]"
54,"[1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[-1.0255494117736816, 1.0352821350097656, -1.0380263328552246, -1.0413398742675781, 1.0381509065628052, -1.039852499961853, -1.039243459701538, -1.0408399105072021]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0448702573776245, -1.045709252357483, 1.037916898727417, 1.0404982566833496, -1.0427156686782837, 1.0418834686279297, 1.0421286821365356, 1.0430642366409302]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.0218462944030762, -1.0304956436157227, 1.0392848253250122, -1.034078598022461, -1.028354287147522, 1.0382426977157593, 1.0354981422424316, -1.0405709743499756]"
57,"[1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-1.006229043006897, 1.0367977619171143, -1.038359522819519, 1.0421565771102905, 1.0361002683639526, -1.0423471927642822, -1.0464389324188232, 1.0430206060409546]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0412814617156982, -1.0395209789276123, -1.0366158485412598, -1.040668249130249, 1.049269676208496, 1.0417925119400024, -1.0423771142959595, -1.044979214668274]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0424628257751465, 1.0354377031326294, 1.0370999574661255, 1.039230465888977, -1.0374642610549927, -1.0396647453308105, 1.0392801761627197, 1.0421812534332275]"
