Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0552120208740234, 1.0528773069381714, 1.0555665493011475, 1.0542107820510864, 1.0568491220474243, 1.0550261735916138, 1.0545331239700317, -1.0327497720718384]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0375964641571045, -1.0452800989151, -1.028738260269165, -1.0319645404815674, -1.030631184577942, -1.0344306230545044, -1.027628779411316, 1.0449862480163574]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0343968868255615, 1.0508794784545898, -1.0357999801635742, 1.051174283027649, -1.0369257926940918, 1.049686074256897, -1.0370757579803467, -1.0347174406051636]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0560600757598877, -1.0430803298950195, 1.0467180013656616, -1.0264995098114014, 1.050138235092163, -1.0229480266571045, 1.044675350189209, 1.0461395978927612]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0324262380599976, -1.0371766090393066, 1.053490161895752, 1.0523228645324707, -1.04304838180542, -1.0357400178909302, 1.0514620542526245, -1.0351544618606567]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.058335542678833, 1.0515424013137817, -1.0287706851959229, -1.0299872159957886, 1.052168607711792, 1.043703317642212, -1.0230388641357422, 1.0470646619796753]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0574147701263428, -1.0384960174560547, -1.0356340408325195, 1.0514172315597534, 1.0521000623703003, -1.0347095727920532, -1.0362039804458618, -1.0292001962661743]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0360381603240967, 1.0486475229263306, 1.045182704925537, -1.0340197086334229, -1.0419338941574097, 1.0416865348815918, 1.0435844659805298, 1.0434876680374146]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0363050699234009, 1.0493848323822021, 1.0505542755126953, 1.0503828525543213, -1.0336792469024658, 1.0494968891143799, 1.0499796867370605, -1.0336418151855469]"
9,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.995805025100708, -1.0402263402938843, -1.014349341392517, -1.0222054719924927, -0.7080268263816833, -1.0163025856018066, -1.0129804611206055, 1.045859694480896]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0618541240692139, 1.0538036823272705, -1.0360934734344482, 1.0490350723266602, 1.0546422004699707, 1.0484784841537476, -1.033130407333374, -1.023742437362671]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0371122360229492, -1.0443367958068848, 1.046055555343628, -1.0286192893981934, -1.0407952070236206, -1.0278733968734741, 1.0470672845840454, 1.0462771654129028]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0654555559158325, -1.034889578819275, 1.053786039352417, 1.0502606630325317, 1.060172438621521, -1.0361744165420532, 1.049985408782959, -1.028578519821167]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0330874919891357, 1.0529640913009644, -1.0347859859466553, -1.0365595817565918, -1.0330907106399536, 1.0452907085418701, -1.0320897102355957, 1.0465644598007202]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.04252028465271, -1.0343637466430664, -1.0355875492095947, 1.048354983329773, -1.028185248374939, -1.0345098972320557, -1.0329675674438477, -1.0313605070114136]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0538763999938965, 1.0480445623397827, 1.0462943315505981, -1.0333462953567505, 1.043999433517456, 1.0433374643325806, 1.0431045293807983, 1.0419167280197144]"
