Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0695149898529053, 1.0450137853622437, 1.0625829696655273, 1.058199405670166, 1.0587031841278076, 1.0559836626052856, 1.0576331615447998, -1.0349457263946533]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0594913959503174, -1.0381516218185425, -1.0328835248947144, -1.035309076309204, -1.0299627780914307, -1.0318325757980347, -1.0441278219223022, 1.0814274549484253]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0463945865631104, 1.0844796895980835, -1.044659972190857, 1.0761537551879883, -1.0528783798217773, 1.0618101358413696, -1.0509105920791626, -1.0394326448440552]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.1141111850738525, -1.0365945100784302, 1.0567796230316162, -1.0392322540283203, 1.0486724376678467, -1.0423370599746704, 1.0595892667770386, 1.0626217126846313]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0479718446731567, -1.0428508520126343, 1.0694786310195923, 1.0536621809005737, -1.0397751331329346, -1.0345094203948975, 1.0627338886260986, -1.0372812747955322]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.085157871246338, 1.0773762464523315, -1.0411487817764282, -1.039258599281311, 1.0480682849884033, 1.0577380657196045, -1.0379655361175537, 1.0602301359176636]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0685855150222778, -1.049380898475647, -1.0454641580581665, 1.0592373609542847, 1.058703064918518, -1.039200782775879, -1.0448719263076782, -1.03544020652771]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0732829570770264, 1.061051368713379, 1.047805666923523, -1.0420633554458618, -1.0476425886154175, 1.055795431137085, 1.0541507005691528, 1.060248613357544]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0562291145324707, 1.0627508163452148, 1.06568443775177, 1.0576443672180176, -1.0326526165008545, 1.0557987689971924, 1.0632333755493164, -1.0383753776550293]"
9,"[0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[1.0972925424575806, -1.0471984148025513, -1.0394870042800903, -1.0386989116668701, 1.0578539371490479, -1.035557746887207, -1.0358110666275024, 1.0682846307754517]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0701686143875122, 1.078434705734253, -1.05033278465271, 1.0656330585479736, 1.0628917217254639, 1.058417558670044, -1.0441665649414062, -1.0416321754455566]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0811024904251099, -1.0406075716018677, 1.043566346168518, -1.0413142442703247, -1.0486654043197632, -1.0432082414627075, 1.055700659751892, 1.0611149072647095]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.076021671295166, -1.0558282136917114, 1.066760540008545, 1.0555999279022217, 1.0569989681243896, -1.038238763809204, 1.0606590509414673, -1.041007161140442]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0812630653381348, 1.0743123292922974, -1.046348214149475, -1.0491033792495728, -1.0503376722335815, 1.0600640773773193, -1.041944980621338, 1.0536237955093384]"
14,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[-1.0816237926483154, -1.05990731716156, -1.0534083843231201, 1.0430550575256348, -1.0429085493087769, -1.0482237339019775, -1.0506342649459839, -1.040648341178894]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0365748405456543, 1.0467655658721924, 1.0424432754516602, -1.0328326225280762, 1.0555108785629272, 1.0533568859100342, 1.0491769313812256, 1.0516992807388306]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0647470951080322, -1.0566420555114746, -1.0555187463760376, -1.041139006614685, 1.0683289766311646, 1.0547252893447876, 1.061299204826355, -1.0466336011886597]"
17,"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[1.090389609336853, 1.045993447303772, 1.0574713945388794, 1.0582374334335327, -1.0425386428833008, -1.0354121923446655, -1.041999101638794, 1.0617667436599731]"
