Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0409700870513916, 1.030369520187378, 1.038667917251587, 1.0439913272857666, 1.0430998802185059, 1.0458248853683472, 1.045329213142395, -1.0450353622436523]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0348851680755615, -1.0416786670684814, -1.0425623655319214, -1.043368935585022, -1.0420855283737183, -1.044662594795227, -1.0449711084365845, 1.0515023469924927]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.033791184425354, 1.0497246980667114, -1.0432480573654175, 1.0464133024215698, -1.042773962020874, 1.0475443601608276, -1.0442485809326172, -1.0463253259658813]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.054173469543457, -1.0418473482131958, 1.0480256080627441, -1.0469187498092651, 1.0514776706695557, -1.0465821027755737, 1.0475170612335205, 1.0488311052322388]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.029986023902893, -1.0378533601760864, 1.0532869100570679, 1.048454999923706, -1.039658546447754, -1.0433036088943481, 1.048871636390686, -1.0457525253295898]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.057497501373291, 1.0528223514556885, -1.0348987579345703, -1.040679931640625, 1.0517679452896118, 1.0491677522659302, -1.0425496101379395, 1.0502102375030518]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.057239294052124, -1.0415222644805908, -1.0473181009292603, 1.044773817062378, 1.050000548362732, -1.0465211868286133, -1.046334147453308, -1.0491997003555298]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0339295864105225, 1.044198751449585, 1.0444884300231934, -1.0445321798324585, -1.0452499389648438, 1.0467315912246704, 1.0457611083984375, 1.0458887815475464]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0368367433547974, 1.0505964756011963, 1.0473614931106567, 1.0451234579086304, -1.0413986444473267, 1.045524001121521, 1.0451263189315796, -1.0457276105880737]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9673758745193481, 0.057782500982284546, 0.23756350576877594, -0.45668861269950867, -0.09426315128803253, -0.597273051738739, -0.3371880352497101, 1.0458927154541016]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.053151249885559, 1.0467430353164673, -1.0463566780090332, 1.0431355237960815, 1.0462912321090698, 1.043782353401184, -1.0453288555145264, -1.0458072423934937]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0331298112869263, -1.0431938171386719, 1.0476018190383911, -1.0474008321762085, -1.041774868965149, -1.0473459959030151, 1.0447216033935547, 1.0459856986999512]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0555373430252075, -1.0403976440429688, 1.0477166175842285, 1.0433411598205566, 1.051245093345642, -1.0462323427200317, 1.0456054210662842, -1.0477780103683472]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0238616466522217, 1.0494407415390015, -1.0367188453674316, -1.0427095890045166, -1.039050579071045, 1.0453698635101318, -1.0441198348999023, 1.0465681552886963]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.049026370048523, -1.0379786491394043, -1.0432010889053345, 1.0452220439910889, -1.0344597101211548, -1.0431841611862183, -1.0478650331497192, -1.047696828842163]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0535184144973755, 1.0444585084915161, 1.0489717721939087, -1.0467365980148315, 1.040274739265442, 1.0449862480163574, 1.0440254211425781, 1.0448604822158813]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.037696361541748, -1.043182373046875, -1.0500802993774414, -1.0468478202819824, 1.0442798137664795, 1.0449938774108887, 1.04469895362854, -1.0485210418701172]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9817919731140137, -0.15523970127105713, -0.24004292488098145, 0.6892306804656982, 0.05197719484567642, -0.6383748054504395, -0.5324430465698242, 1.0422871112823486]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0516687631607056, -1.0455416440963745, 1.0401508808135986, -1.0466519594192505, -1.0482604503631592, 1.041680932044983, -1.049496054649353, -1.0504913330078125]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0331590175628662, 1.041998267173767, -1.0465049743652344, 1.0460090637207031, 1.048906922340393, -1.0459516048431396, 1.045218825340271, 1.047044038772583]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0563098192214966, 1.0464146137237549, -1.0460078716278076, -1.041811227798462, -1.0456353425979614, -1.0437642335891724, 1.0427148342132568, -1.0432512760162354]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0315401554107666, -1.0361377000808716, 1.0408891439437866, 1.046637773513794, 1.0476049184799194, 1.0468193292617798, -1.0458394289016724, 1.0477174520492554]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.0382509231567383, 1.0521727800369263, 1.0408958196640015, -1.041439175605774, 1.0465452671051025, -1.0419129133224487, -1.0451189279556274, -1.0458635091781616]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0624836683273315, -1.04499089717865, -1.0463290214538574, 1.0478616952896118, -1.0465617179870605, 1.0491509437561035, 1.0476880073547363, 1.0486100912094116]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0487114191055298, -1.0487182140350342, -1.0508288145065308, -1.0496596097946167, -1.0409232378005981, 1.0413227081298828, 1.0420714616775513, -1.0506539344787598]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0413001775741577, 1.0439679622650146, 1.0446984767913818, 1.0456926822662354, 1.0451006889343262, -1.0442293882369995, -1.048801302909851, 1.045408010482788]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0386288166046143, -1.04512619972229, 1.0401561260223389, -1.0478847026824951, 1.0470126867294312, 1.043895959854126, -1.0509370565414429, -1.0513371229171753]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0582115650177002, 1.0401175022125244, -1.0468425750732422, 1.0452308654785156, -1.040135145187378, -1.0442590713500977, 1.0437371730804443, 1.0460785627365112]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.03612220287323, 1.0428876876831055, -1.0447604656219482, -1.0452591180801392, 1.0471832752227783, -1.0444222688674927, 1.0424894094467163, -1.0473220348358154]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0561625957489014, -1.0382519960403442, 1.0415151119232178, 1.0456370115280151, -1.0386899709701538, 1.0461958646774292, -1.047133445739746, 1.0472209453582764]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0554149150848389, 1.0508804321289062, 1.0427911281585693, -1.0434882640838623, -1.0352603197097778, -1.0444289445877075, -1.0448668003082275, -1.0466135740280151]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.042145848274231, -1.048313856124878, -1.0472067594528198, 1.0444854497909546, 1.0428463220596313, 1.0457842350006104, 1.044910192489624, 1.0460875034332275]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0372347831726074, 1.050647258758545, -1.0416208505630493, 1.0452687740325928, 1.044041633605957, 1.0450199842453003, 1.0451655387878418, -1.0467948913574219]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0454626083374023, -1.0424599647521973, 1.0497392416000366, -1.0457929372787476, -1.0429428815841675, -1.0453853607177734, -1.046987771987915, 1.0491389036178589]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0497782230377197, 1.0482804775238037, 1.04776930809021, 1.0453834533691406, -1.0445740222930908, 1.0451899766921997, -1.0434718132019043, -1.0464650392532349]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0354599952697754, -1.044285535812378, -1.0410658121109009, -1.0464890003204346, 1.0479423999786377, -1.0471025705337524, 1.0442142486572266, 1.0458623170852661]"
36,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[-1.0043996572494507, -1.0433218479156494, -1.036495566368103, 1.0468857288360596, -1.0474449396133423, -1.0456372499465942, 1.045768141746521, -1.0470958948135376]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.0388832092285156, 1.04680335521698, 1.0466687679290771, -1.0416213274002075, 1.0477123260498047, 1.0452800989151, -1.044413685798645, 1.0471711158752441]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0314322710037231, -1.0462532043457031, 1.0528650283813477, 1.0458765029907227, 1.0482161045074463, -1.043919563293457, -1.0461241006851196, -1.0468755960464478]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.055611252784729, 1.0394108295440674, -1.0436995029449463, -1.0478320121765137, -1.045964241027832, 1.0447591543197632, 1.044027328491211, 1.044010877609253]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0500516891479492, 1.052828311920166, -1.0389297008514404, 1.0459297895431519, -1.044440746307373, 1.0457884073257446, 1.04538893699646, -1.0475529432296753]"
41,"[0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1.0007061958312988, -1.0425958633422852, 1.0479079484939575, -1.044589877128601, 1.0480613708496094, -1.0455083847045898, -1.0461149215698242, 1.0468512773513794]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.037766933441162, 1.0482908487319946, 1.047669529914856, 1.0424834489822388, 1.047701120376587, 1.0438898801803589, -1.045431137084961, -1.0456565618515015]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.0550819635391235, -1.0466378927230835, -1.0467725992202759, -1.0455803871154785, -1.0456143617630005, -1.047751545906067, 1.0440168380737305, 1.0452758073806763]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.041757583618164, -1.0476731061935425, -1.0386589765548706, 1.0399659872055054, 1.046080231666565, -1.045628309249878, 1.0421918630599976, -1.0465823411941528]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.0536648035049438, 1.0475231409072876, 1.0435866117477417, -1.042743444442749, -1.0413098335266113, 1.0446892976760864, -1.045474648475647, 1.0454835891723633]"
