Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0388606786727905, 1.0394909381866455, 1.0391782522201538, 1.0419248342514038, 1.038586974143982, 1.041784644126892, 1.041717290878296, -1.0414658784866333]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.049735426902771, -1.0544993877410889, -1.0485717058181763, -1.0431748628616333, -1.0525556802749634, -1.045438289642334, -1.0434610843658447, 1.0384101867675781]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0410410165786743, 1.0401582717895508, -1.0415469408035278, 1.040550708770752, -1.0426433086395264, 1.0402594804763794, -1.0460094213485718, -1.0437735319137573]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0409188270568848, -1.0564823150634766, 1.0369524955749512, -1.040543794631958, 1.0419787168502808, -1.0407646894454956, 1.03532874584198, 1.0393842458724976]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.035968542098999, -1.040332555770874, 1.0407074689865112, 1.0433143377304077, -1.0460540056228638, -1.0438735485076904, 1.0411741733551025, -1.0450612306594849]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.041653037071228, 1.0451061725616455, -1.0468519926071167, -1.0422452688217163, 1.0377960205078125, 1.0352303981781006, -1.0426898002624512, 1.0396465063095093]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.050729513168335, -1.0370322465896606, -1.0353541374206543, 1.0407172441482544, 1.0449026823043823, -1.0395079851150513, -1.0386961698532104, -1.038206934928894]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0441415309906006, 1.0450094938278198, 1.0412938594818115, -1.0435328483581543, -1.0465468168258667, 1.0387277603149414, 1.0390048027038574, 1.0419474840164185]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.040029764175415, 1.042496919631958, 1.0392717123031616, 1.0395517349243164, -1.0422574281692505, 1.0409916639328003, 1.0395116806030273, -1.0445423126220703]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0255824327468872, -1.047421932220459, -1.0360716581344604, -1.03420090675354, 0.18986888229846954, -1.0340957641601562, -1.0331687927246094, 1.0401034355163574]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0492676496505737, 1.0464520454406738, -1.0375723838806152, 1.0389952659606934, 1.0438363552093506, 1.0403422117233276, -1.040017008781433, -1.0368889570236206]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0471901893615723, -1.0519294738769531, 1.0380306243896484, -1.041379451751709, -1.048560380935669, -1.042657732963562, 1.0397802591323853, 1.041507601737976]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0493465662002563, -1.0354690551757812, 1.042589545249939, 1.040814757347107, 1.0495755672454834, -1.0408763885498047, 1.0402816534042358, -1.036812663078308]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0419838428497314, 1.0486823320388794, -1.0422272682189941, -1.0424050092697144, -1.0367505550384521, 1.0419179201126099, -1.042008638381958, 1.0426472425460815]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0389187335968018, -1.0306289196014404, -1.0324093103408813, 1.039810061454773, -1.0286381244659424, -1.0359200239181519, -1.0353264808654785, -1.0355613231658936]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0426133871078491, 1.0438863039016724, 1.0410871505737305, -1.0416291952133179, 1.0390081405639648, 1.0385444164276123, 1.0379823446273804, 1.0394569635391235]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.044435977935791, -1.0509490966796875, -1.0483659505844116, -1.0465501546859741, 1.038935899734497, 1.0394479036331177, 1.0391407012939453, -1.0442218780517578]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9910728931427002, 0.009360162541270256, 0.508699893951416, 1.0297234058380127, -0.9782803654670715, -1.030064344406128, -1.0278569459915161, 1.0400116443634033]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0545649528503418, -1.0399281978607178, 1.0452555418014526, -1.0411617755889893, -1.0362846851348877, 1.0408389568328857, -1.0389139652252197, -1.0362540483474731]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0477745532989502, 1.043180227279663, -1.0499120950698853, 1.0345962047576904, 1.0426112413406372, -1.041449785232544, 1.0396839380264282, 1.0413297414779663]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0466060638427734, 1.0536209344863892, -1.046695590019226, -1.0400924682617188, -1.0459198951721191, -1.0417027473449707, 1.0397294759750366, -1.0370149612426758]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0402590036392212, -1.042357325553894, 1.0451639890670776, 1.038573145866394, 1.0389765501022339, 1.041073203086853, -1.0394186973571777, 1.0418415069580078]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.0288517475128174, 1.0498379468917847, 1.0454014539718628, -1.0362424850463867, 1.0453623533248901, -1.0360996723175049, -1.034590244293213, -1.0359305143356323]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0458470582962036, -1.0455116033554077, -1.0463082790374756, 1.0375652313232422, -1.0487643480300903, 1.0366568565368652, 1.0377819538116455, 1.0398828983306885]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.046155333518982, -1.044615387916565, -1.0441480875015259, -1.0418624877929688, -1.0388931035995483, 1.039191484451294, 1.0386441946029663, -1.0399386882781982]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0459634065628052, 1.0420801639556885, 1.043268084526062, 1.0418355464935303, 1.0437016487121582, -1.0384654998779297, -1.0373594760894775, 1.0416377782821655]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.03853178024292, -1.0394022464752197, 1.0451394319534302, -1.0383570194244385, 1.0451208353042603, 1.039918065071106, -1.0363059043884277, -1.037890911102295]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0392895936965942, 1.0415101051330566, -1.0491273403167725, 1.0346623659133911, -1.0495469570159912, -1.0435665845870972, 1.035282850265503, 1.0390164852142334]"
