Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0388590097427368, 1.044762372970581, 1.0393688678741455, 1.0432982444763184, 1.0411282777786255, 1.0466622114181519, 1.0460103750228882, -1.0470436811447144]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0461032390594482, -1.0451411008834839, -1.0439103841781616, -1.0443545579910278, -1.042769193649292, -1.0442644357681274, -1.0441972017288208, 1.0392862558364868]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0409992933273315, 1.0456926822662354, -1.0358659029006958, 1.0394607782363892, -1.0360791683197021, 1.04140305519104, -1.0404552221298218, -1.0450050830841064]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0380010604858398, -1.0497136116027832, 1.0393306016921997, -1.04676353931427, 1.040550708770752, -1.0453118085861206, 1.0425958633422852, 1.0461962223052979]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0420304536819458, -1.0396994352340698, 1.047902226448059, 1.040452241897583, -1.0400352478027344, -1.044150471687317, 1.040489673614502, -1.0459805727005005]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0411789417266846, 1.0416128635406494, -1.0416076183319092, -1.0433380603790283, 1.0410023927688599, 1.0433869361877441, -1.0426032543182373, 1.0453230142593384]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0532147884368896, -1.0385527610778809, -1.0394806861877441, 1.0422455072402954, 1.052351713180542, -1.041799783706665, -1.0416635274887085, -1.0425111055374146]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0480947494506836, 1.0386711359024048, 1.0381898880004883, -1.0472954511642456, -1.0468262434005737, 1.0418668985366821, 1.0426652431488037, 1.044405221939087]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0436955690383911, 1.0416197776794434, 1.0422132015228271, 1.04031240940094, -1.0418901443481445, 1.0385017395019531, 1.0379060506820679, -1.0396404266357422]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9913797378540039, 0.23110562562942505, 0.20948413014411926, -0.5551304221153259, -0.5456843972206116, -0.5196824073791504, -0.3062337338924408, 1.0368620157241821]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.051565408706665, 1.0495307445526123, -1.0368030071258545, 1.0410830974578857, 1.0474945306777954, 1.0434480905532837, -1.0382333993911743, -1.0383960008621216]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0482137203216553, -1.0560133457183838, 1.0370779037475586, -1.0479371547698975, -1.0437064170837402, -1.0460588932037354, 1.0402770042419434, 1.0419247150421143]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.057242512702942, -1.0364753007888794, 1.0500421524047852, 1.0434190034866333, 1.0489407777786255, -1.0415745973587036, 1.046146273612976, -1.039470911026001]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0439032316207886, 1.0412107706069946, -1.0405142307281494, -1.045482873916626, -1.043346881866455, 1.0388965606689453, -1.0441380739212036, 1.0422642230987549]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0368396043777466, -1.033956527709961, -1.0390480756759644, 1.0418639183044434, -1.031517744064331, -1.0360395908355713, -1.0406403541564941, -1.0409377813339233]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0331382751464844, 1.040122628211975, 1.0392030477523804, -1.048890471458435, 1.0288078784942627, 1.0408917665481567, 1.0420187711715698, 1.0439531803131104]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0422571897506714, -1.0432326793670654, -1.0462809801101685, -1.0411409139633179, 1.045723795890808, 1.0388188362121582, 1.0377991199493408, -1.045944333076477]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9800039529800415, -0.2705463171005249, -0.36329153180122375, 0.2891058623790741, 0.15419016778469086, -0.4435100257396698, -0.4898803234100342, 1.039023518562317]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0580843687057495, -1.036754846572876, 1.05235755443573, -1.0380483865737915, -1.0342472791671753, 1.0445303916931152, -1.0415174961090088, -1.0419197082519531]"
