Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0547535419464111, 1.0551631450653076, 1.054740071296692, 1.0558528900146484, 1.0566065311431885, 1.053246259689331, 1.05403733253479, -1.0384044647216797]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0265121459960938, -1.042885422706604, -1.0147778987884521, -1.0257420539855957, -1.0196784734725952, -1.0322927236557007, -1.029832124710083, 1.0601376295089722]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.023830771446228, 1.0581589937210083, -1.0309990644454956, 1.0610873699188232, -1.0366792678833008, 1.0586904287338257, -1.0317668914794922, -1.036203384399414]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0601370334625244, -1.044955849647522, 1.0507960319519043, -1.0227714776992798, 1.0523885488510132, -1.0271198749542236, 1.05772864818573, 1.0555269718170166]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0236455202102661, -1.032191276550293, 1.0617667436599731, 1.0591622591018677, -1.0382758378982544, -1.0272871255874634, 1.0573594570159912, -1.0339480638504028]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.064588189125061, 1.0575168132781982, -1.0242303609848022, -1.0300673246383667, 1.0594279766082764, 1.0567562580108643, -1.0310581922531128, 1.0578570365905762]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0550930500030518, -1.039994239807129, -1.0376702547073364, 1.0546375513076782, 1.0519230365753174, -1.0354533195495605, -1.034745216369629, -1.0404489040374756]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0505424737930298, 1.0494576692581177, 1.0462846755981445, -1.037778615951538, -1.0457061529159546, 1.047049880027771, 1.0496928691864014, 1.0490258932113647]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.026801586151123, 1.0552769899368286, 1.0575432777404785, 1.0535521507263184, -1.0350937843322754, 1.0531136989593506, 1.052092432975769, -1.0377514362335205]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9914537668228149, -1.041197419166565, -1.0237292051315308, -1.0313864946365356, 1.0363937616348267, -1.0322237014770508, -1.0321383476257324, 1.0525847673416138]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0561310052871704, 1.0544174909591675, -1.037611484527588, 1.0533417463302612, 1.0493583679199219, 1.0511845350265503, -1.0345896482467651, -1.038084864616394]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.047493577003479, -1.0475358963012695, 1.0487092733383179, -1.0359296798706055, -1.0480732917785645, -1.0426666736602783, 1.0506805181503296, 1.0483851432800293]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0563174486160278, -1.0392175912857056, 1.0591243505477905, 1.055237889289856, 1.055582880973816, -1.0378741025924683, 1.052396535873413, -1.035346269607544]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0427707433700562, 1.0555330514907837, -1.0341812372207642, -1.0405654907226562, -1.0463241338729858, 1.0490115880966187, -1.0432229042053223, 1.0514473915100098]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0312355756759644, -1.041625738143921, -1.037074327468872, 1.051100730895996, -1.0445895195007324, -1.0500640869140625, -1.0455577373504639, -1.0491907596588135]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.047863483428955, 1.045646071434021, 1.046051025390625, -1.041653037071228, 1.0448338985443115, 1.0457403659820557, 1.0462695360183716, 1.0462646484375]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.035913348197937, -1.0483297109603882, -1.0432850122451782, -1.0398751497268677, 1.0551260709762573, 1.0523366928100586, 1.051573395729065, -1.04197359085083]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9713879227638245, 0.3330812454223633, 1.018265962600708, 1.0470235347747803, -1.012298345565796, -1.029783844947815, -1.0309247970581055, 1.0527961254119873]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.054824709892273, -1.0453647375106812, 1.0511069297790527, -1.0395276546478271, -1.039548635482788, 1.0504242181777954, -1.033484935760498, -1.0378599166870117]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0495963096618652, 1.0478062629699707, -1.048540711402893, 1.0490360260009766, 1.0500961542129517, -1.0434616804122925, 1.050018310546875, 1.0479214191436768]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.054998517036438, 1.055992841720581, -1.043047547340393, -1.0334010124206543, -1.0475620031356812, -1.0342397689819336, 1.0514225959777832, -1.0353870391845703]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.043912649154663, -1.045890212059021, 1.0564483404159546, 1.049057960510254, 1.0543285608291626, 1.0513864755630493, -1.043400526046753, 1.051849365234375]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.0201027393341064, 1.0497933626174927, 1.0510900020599365, -1.050750970840454, 1.0492829084396362, -1.0501395463943481, -1.0472815036773682, -1.050201177597046]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0419120788574219, -1.0491217374801636, -1.0493783950805664, 1.0430688858032227, -1.0493667125701904, 1.0423308610916138, 1.0442328453063965, 1.0447343587875366]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0562916994094849, -1.0443366765975952, -1.0439965724945068, -1.0420657396316528, -1.0395009517669678, 1.0482531785964966, 1.0488907098770142, -1.043807029724121]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0412741899490356, 1.0486171245574951, 1.053912878036499, 1.0453872680664062, 1.0457484722137451, -1.0410871505737305, -1.0452219247817993, 1.046716332435608]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.049002766609192, -1.050126552581787, 1.0489224195480347, -1.0491600036621094, 1.0470606088638306, 1.0444443225860596, -1.0439715385437012, -1.0467123985290527]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0417872667312622, 1.046226978302002, -1.0498460531234741, 1.0440219640731812, -1.05088210105896, -1.0504109859466553, 1.0424320697784424, 1.042659878730774]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0443953275680542, 1.0518556833267212, -1.0445364713668823, -1.045459270477295, 1.0505174398422241, -1.0464332103729248, 1.04799222946167, -1.0478585958480835]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0445586442947388, -1.04868745803833, 1.051887035369873, 1.046895146369934, -1.048898458480835, 1.0450149774551392, -1.0483845472335815, 1.0442296266555786]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0459659099578857, 1.0476486682891846, 1.0506072044372559, -1.053171157836914, -1.0480355024337769, -1.0535868406295776, -1.0503900051116943, -1.0548954010009766]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0431634187698364, -1.047239899635315, -1.0466753244400024, 1.0422284603118896, 1.0429593324661255, 1.0432708263397217, 1.0431751012802124, 1.0433164834976196]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0389167070388794, 1.052320957183838, -1.0335972309112549, 1.0511724948883057, 1.0513442754745483, 1.0502910614013672, 1.0496941804885864, -1.0395687818527222]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.061622142791748, -1.0424482822418213, 1.0551369190216064, -1.029499888420105, -1.0277612209320068, -1.0272648334503174, -1.0273553133010864, 1.0531229972839355]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.055985689163208, 1.0566024780273438, 1.0509237051010132, 1.0512592792510986, -1.039778709411621, 1.0510987043380737, -1.035117745399475, -1.0350538492202759]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0454046726226807, -1.0477089881896973, -1.046179175376892, -1.0392085313796997, 1.0498064756393433, -1.041128396987915, 1.0470147132873535, 1.0460379123687744]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1.0540730953216553, -1.0363150835037231, -1.034012794494629, 1.0539681911468506, -1.0373791456222534, -1.0335367918014526, 1.0504518747329712, -1.0337620973587036]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.04518461227417, 1.0546050071716309, 1.0475064516067505, -1.040221095085144, 1.051978349685669, 1.0471745729446411, -1.0418884754180908, 1.0475753545761108]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0481771230697632, -1.0439175367355347, 1.0463489294052124, 1.0475082397460938, 1.0485188961029053, -1.0493383407592773, -1.0475587844848633, -1.045728087425232]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.034242033958435, 1.04085111618042, -1.050411343574524, -1.047255516052246, -1.0505168437957764, 1.041738510131836, 1.0428186655044556, 1.0429235696792603]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0487093925476074, 1.0504411458969116, -1.036189317703247, 1.048593521118164, -1.0386803150177002, 1.0462124347686768, 1.0464292764663696, -1.041290044784546]"
41,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.042529582977295, -1.044991135597229, 1.0493946075439453, -1.0417691469192505, 1.045120120048523, -1.0412113666534424, -1.0440775156021118, 1.0453712940216064]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.0484963655471802, 1.050222396850586, 1.0450756549835205, 1.0451692342758179, 1.0501173734664917, 1.044939637184143, -1.0446416139602661, -1.0444141626358032]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.0411696434020996, -1.0538878440856934, -1.05178701877594, -1.047386884689331, -1.0513370037078857, -1.0505034923553467, 1.042936086654663, 1.0437183380126953]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.0396772623062134, -1.0419663190841675, -1.039340615272522, 1.0522183179855347, 1.0520488023757935, -1.0440648794174194, 1.0465856790542603, -1.0443919897079468]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.039865255355835, 1.0504150390625, 1.0473518371582031, -1.0455807447433472, -1.0478352308273315, 1.0445438623428345, -1.0482159852981567, 1.0453423261642456]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.0454448461532593, -1.0497007369995117, 1.0465853214263916, 1.0467005968093872, -1.0505359172821045, -1.0542548894882202, -1.0525414943695068, -1.0546140670776367]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.0176007747650146, 1.0408579111099243, -1.0520083904266357, -1.0491902828216553, 1.0428670644760132, 1.0440348386764526, 1.0446566343307495, 1.0449771881103516]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0460673570632935, -1.0461682081222534, 1.0499521493911743, -1.0467826128005981, 1.0490696430206299, 1.0463165044784546, 1.0462478399276733, -1.0443785190582275]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0455734729766846, 1.0497431755065918, -1.044262409210205, 1.0439563989639282, -1.0351217985153198, -1.0377875566482544, -1.0423409938812256, 1.0460454225540161]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0418754816055298, -1.0489509105682373, -1.0484369993209839, -1.0497374534606934, -1.0427992343902588, 1.0450336933135986, -1.045466423034668, -1.0444992780685425]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.0412228107452393, 1.0465829372406006, 1.0419906377792358, 1.0439064502716064, 1.0467621088027954, -1.049451470375061, 1.0439156293869019, 1.0435031652450562]"
52,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.0403176546096802, 1.0510294437408447, 1.0489401817321777, -1.044590950012207, -1.047348976135254, -1.042937994003296, 1.046798825263977, -1.045341968536377]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.0423855781555176, -1.0477675199508667, -1.0493390560150146, 1.045548677444458, 1.046825647354126, 1.0457706451416016, -1.0478116273880005, 1.0446242094039917]"
54,"[0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[1.0419663190841675, 1.04765784740448, -1.0524810552597046, -1.0556848049163818, 1.0469334125518799, -1.0541750192642212, -1.0536611080169678, -1.0544732809066772]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0563397407531738, -1.052198886871338, 1.041504979133606, 1.0416854619979858, -1.0548126697540283, 1.0428049564361572, 1.0437251329421997, 1.044049859046936]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.040218472480774, -1.0478895902633667, 1.0485795736312866, -1.0481274127960205, -1.0371856689453125, 1.0434411764144897, 1.0440723896026611, -1.0506317615509033]"
