Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.045742392539978, 1.0429445505142212, 1.042548656463623, 1.046733021736145, 1.0457016229629517, 1.047284722328186, 1.0475196838378906, -1.0456689596176147]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0431029796600342, -1.0523955821990967, -1.0527688264846802, -1.0500590801239014, -1.0542184114456177, -1.0500253438949585, -1.0515369176864624, 1.0476385354995728]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0388679504394531, 1.0410916805267334, -1.0480506420135498, 1.0444883108139038, -1.0464235544204712, 1.0447406768798828, -1.0467616319656372, -1.0473361015319824]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.047217607498169, -1.0474883317947388, 1.0445375442504883, -1.0450855493545532, 1.045525074005127, -1.0430865287780762, 1.047012448310852, 1.0494821071624756]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0390856266021729, -1.0453463792800903, 1.0452682971954346, 1.0455060005187988, -1.0441324710845947, -1.0465927124023438, 1.0460063219070435, -1.0469874143600464]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0437535047531128, 1.0414899587631226, -1.0475822687149048, -1.0458675622940063, 1.042926549911499, 1.0439919233322144, -1.0464485883712769, 1.048346996307373]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.04452645778656, -1.042117953300476, -1.0446022748947144, 1.0477761030197144, 1.044816017150879, -1.044612169265747, -1.044822096824646, -1.0470811128616333]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0362193584442139, 1.0450189113616943, 1.0461660623550415, -1.0426145792007446, -1.041978120803833, 1.0490103960037231, 1.048509120941162, 1.0499587059020996]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0365034341812134, 1.0413659811019897, 1.0413364171981812, 1.0447243452072144, -1.0429019927978516, 1.045195460319519, 1.0451781749725342, -1.0482499599456787]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0219234228134155, 0.4779350757598877, 0.33988380432128906, -0.2336505949497223, -0.35270974040031433, -0.3028123676776886, -0.16261179745197296, 1.043907880783081]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.05032217502594, 1.040144681930542, -1.04269540309906, 1.045956015586853, 1.0455645322799683, 1.0461386442184448, -1.0437524318695068, -1.045577049255371]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.040352702140808, -1.0465590953826904, 1.0410797595977783, -1.046635389328003, -1.040096640586853, -1.0451996326446533, 1.0466104745864868, 1.047398567199707]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0487284660339355, -1.043614387512207, 1.047110676765442, 1.046655535697937, 1.0532739162445068, -1.0436934232711792, 1.0466868877410889, -1.0447328090667725]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0431073904037476, 1.0364614725112915, -1.048408031463623, -1.04765784740448, -1.0453447103500366, 1.0419448614120483, -1.0463893413543701, 1.046112060546875]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0131065845489502, -1.0435895919799805, -1.041800618171692, 1.0472151041030884, -1.0387582778930664, -1.0433120727539062, -1.044847011566162, -1.0446757078170776]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0468350648880005, 1.0440746545791626, 1.042661428451538, -1.0465807914733887, 1.0412319898605347, 1.0457823276519775, 1.0460023880004883, 1.0466680526733398]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0420362949371338, -1.0489535331726074, -1.0482141971588135, -1.0480159521102905, 1.047120451927185, 1.0467742681503296, 1.0461170673370361, -1.0488929748535156]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.01348078250885, -0.2523137629032135, -0.21501179039478302, 0.5630151629447937, 0.06233487278223038, -0.433718740940094, -0.5180699825286865, 1.0464603900909424]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.043069839477539, -1.0452840328216553, 1.0466089248657227, -1.041449785232544, -1.04267418384552, 1.0449360609054565, -1.0452628135681152, -1.0470200777053833]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0344442129135132, 1.0482189655303955, -1.0400376319885254, 1.0490939617156982, 1.0462430715560913, -1.0454082489013672, 1.0482522249221802, 1.0501126050949097]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0488295555114746, 1.0391335487365723, -1.0407640933990479, -1.043189525604248, -1.0447211265563965, -1.0432485342025757, 1.0441521406173706, -1.0460251569747925]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0371419191360474, -1.0401537418365479, 1.0474597215652466, 1.0489047765731812, 1.048945665359497, 1.0491201877593994, -1.0442322492599487, 1.0497465133666992]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.9713218212127686, 1.0449446439743042, 1.0442326068878174, -1.041129469871521, 1.0458917617797852, -1.042073130607605, -1.0447086095809937, -1.044931411743164]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0430259704589844, -1.049809217453003, -1.0485175848007202, 1.0515302419662476, -1.0461089611053467, 1.0513982772827148, 1.049851417541504, 1.0514121055603027]"
