Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0568339824676514, 1.0563769340515137, 1.0550153255462646, 1.0528666973114014, 1.0514847040176392, 1.052811861038208, 1.0551373958587646, -1.0364385843276978]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.040928602218628, -1.0479885339736938, -1.028429388999939, -1.0333722829818726, -1.0342044830322266, -1.0369946956634521, -1.0325530767440796, 1.0538994073867798]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0325665473937988, 1.0600556135177612, -1.03329598903656, 1.0549817085266113, -1.0382263660430908, 1.0558973550796509, -1.0403152704238892, -1.0372138023376465]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0599466562271118, -1.0497169494628906, 1.0509443283081055, -1.0296356678009033, 1.054658055305481, -1.0320113897323608, 1.0535528659820557, 1.0537253618240356]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.038177728652954, -1.0407586097717285, 1.0555273294448853, 1.0533794164657593, -1.0456602573394775, -1.0401074886322021, 1.0563054084777832, -1.0396660566329956]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0618423223495483, 1.0544118881225586, -1.033026099205017, -1.035865306854248, 1.0490093231201172, 1.0528866052627563, -1.0330501794815063, 1.05489981174469]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.065389633178711, -1.038970947265625, -1.0284595489501953, 1.0544065237045288, 1.056513786315918, -1.0388444662094116, -1.0374027490615845, -1.0352857112884521]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.049938678741455, 1.0474122762680054, 1.045972466468811, -1.038422703742981, -1.0500210523605347, 1.0481584072113037, 1.0495959520339966, 1.0512901544570923]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0382333993911743, 1.0499756336212158, 1.0530105829238892, 1.0505627393722534, -1.042132019996643, 1.0508359670639038, 1.0525370836257935, -1.039004921913147]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9975003004074097, -1.045467734336853, -1.030730962753296, -1.0342718362808228, 1.0359210968017578, -1.0333954095840454, -1.0301836729049683, 1.0516427755355835]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0669145584106445, 1.0584174394607544, -1.0330992937088013, 1.0510302782058716, 1.0571157932281494, 1.052587628364563, -1.0360907316207886, -1.0352909564971924]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0485832691192627, -1.0520168542861938, 1.0485832691192627, -1.0319067239761353, -1.0497256517410278, -1.0379835367202759, 1.0504050254821777, 1.05168616771698]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0638349056243896, -1.0410863161087036, 1.0582760572433472, 1.0533002614974976, 1.0621788501739502, -1.0397695302963257, 1.0548595190048218, -1.0295932292938232]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0434638261795044, 1.0523983240127563, -1.0343650579452515, -1.0383121967315674, -1.0458825826644897, 1.0485643148422241, -1.037494421005249, 1.0534931421279907]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0.9921596050262451, -1.0384018421173096, -1.0254286527633667, 1.0528677701950073, -1.0375735759735107, -1.038544774055481, -1.0339670181274414, -1.0324811935424805]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0503755807876587, 1.0467897653579712, 1.0484848022460938, -1.0407636165618896, 1.0488985776901245, 1.0513979196548462, 1.0517257452011108, 1.0525286197662354]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0443629026412964, -1.0511765480041504, -1.0477252006530762, -1.0403403043746948, 1.0516138076782227, 1.0514260530471802, 1.0520107746124268, -1.0408810377120972]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9788342118263245, 0.8288179636001587, 1.0108519792556763, 1.0487362146377563, -1.031408667564392, -1.0316259860992432, -1.0269373655319214, 1.0533480644226074]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0652976036071777, -1.0452481508255005, 1.0560990571975708, -1.0376100540161133, -1.0376254320144653, 1.053354263305664, -1.036372423171997, -1.0360989570617676]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0465340614318848, 1.0520848035812378, -1.0502727031707764, 1.0499186515808105, 1.0518118143081665, -1.0376365184783936, 1.0516654253005981, 1.0518770217895508]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0627284049987793, 1.0592906475067139, -1.0454585552215576, -1.0382468700408936, -1.0469788312911987, -1.0387946367263794, 1.0537787675857544, -1.0307867527008057]"
