Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.057713270187378, 1.0474395751953125, 1.0506526231765747, 1.051897406578064, 1.0524522066116333, 1.0533639192581177, 1.052554965019226, -1.0465199947357178]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0412861108779907, -1.0499204397201538, -1.0523589849472046, -1.0500390529632568, -1.0500272512435913, -1.0505918264389038, -1.0511846542358398, 1.0544902086257935]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0401780605316162, 1.0528844594955444, -1.0513646602630615, 1.0494816303253174, -1.0468312501907349, 1.0507398843765259, -1.0468038320541382, -1.048081636428833]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0433409214019775, -1.0509543418884277, 1.0476350784301758, -1.04904305934906, 1.0502896308898926, -1.0501188039779663, 1.0504510402679443, 1.0527006387710571]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0450750589370728, -1.0480632781982422, 1.0518254041671753, 1.0513168573379517, -1.050001621246338, -1.0477640628814697, 1.0497105121612549, -1.0497363805770874]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0427812337875366, 1.0493690967559814, -1.0536261796951294, -1.050858736038208, 1.0530946254730225, 1.0524587631225586, -1.0515761375427246, 1.0534316301345825]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.046548843383789, -1.0523935556411743, -1.0562779903411865, 1.0484451055526733, 1.0510509014129639, -1.0501340627670288, -1.0504447221755981, -1.0519084930419922]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0458531379699707, 1.0447214841842651, 1.0444698333740234, -1.0499284267425537, -1.0479943752288818, 1.0500150918960571, 1.049865484237671, 1.0507546663284302]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0364620685577393, 1.058680772781372, 1.0507361888885498, 1.0513136386871338, -1.0416057109832764, 1.052425503730774, 1.050480842590332, -1.0440330505371094]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9857619404792786, 0.2982756197452545, 0.3983467221260071, -0.24673298001289368, -0.3500523865222931, -0.3699226975440979, -0.07204540818929672, 1.0509443283081055]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0502893924713135, 1.0515682697296143, -1.05389404296875, 1.0488271713256836, 1.0513203144073486, 1.0505976676940918, -1.049024224281311, -1.048388957977295]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0448952913284302, -1.0492411851882935, 1.0479601621627808, -1.0464993715286255, -1.0452910661697388, -1.0477596521377563, 1.0497465133666992, 1.0516737699508667]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0441062450408936, -1.0501105785369873, 1.0501503944396973, 1.0507711172103882, 1.054543137550354, -1.0505913496017456, 1.0511142015457153, -1.0520676374435425]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0439618825912476, 1.0461024045944214, -1.0485179424285889, -1.0496171712875366, -1.0475883483886719, 1.0484932661056519, -1.0491383075714111, 1.0516592264175415]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0284308195114136, -1.0489165782928467, -1.047304391860962, 1.0494271516799927, -1.0423672199249268, -1.0470610857009888, -1.0492510795593262, -1.049039363861084]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0491496324539185, 1.0435541868209839, 1.044847846031189, -1.0494285821914673, 1.0404332876205444, 1.0471785068511963, 1.0473206043243408, 1.048845648765564]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0338753461837769, -1.0448377132415771, -1.0475925207138062, -1.0484853982925415, 1.0547516345977783, 1.0510798692703247, 1.0493760108947754, -1.0480531454086304]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9642688035964966, -0.1864570826292038, -0.28333786129951477, 0.30452731251716614, 0.2946457266807556, -0.39199596643447876, -0.3034401535987854, 1.0490602254867554]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.050112009048462, -1.0468907356262207, 1.0465211868286133, -1.0479562282562256, -1.0455201864242554, 1.0488165616989136, -1.0495514869689941, -1.0508915185928345]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0415114164352417, 1.0422580242156982, -1.0516704320907593, 1.0479155778884888, 1.0516301393508911, -1.0485326051712036, 1.0494813919067383, 1.052394151687622]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.049381971359253, 1.0482583045959473, -1.0480417013168335, -1.0488255023956299, -1.0495901107788086, -1.0496721267700195, 1.0485973358154297, -1.0488967895507812]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.043065071105957, -1.0536547899246216, 1.0468021631240845, 1.0486608743667603, 1.0531222820281982, 1.0481973886489868, -1.0470547676086426, 1.051285743713379]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.0059620141983032, 1.0407437086105347, 1.0436747074127197, -1.047168493270874, 1.050197958946228, -1.047467827796936, -1.0488710403442383, -1.0492305755615234]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0469393730163574, -1.058031678199768, -1.0555152893066406, 1.0482808351516724, -1.0541349649429321, 1.0503605604171753, 1.0495811700820923, 1.0511690378189087]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0543631315231323, -1.0477460622787476, -1.047244668006897, -1.0511170625686646, -1.0420295000076294, 1.05001699924469, 1.0500078201293945, -1.051297903060913]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0395010709762573, 1.0477467775344849, 1.05055570602417, 1.0520708560943604, 1.0554159879684448, -1.0455034971237183, -1.0499595403671265, 1.0520555973052979]"
