Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0575681924819946, 1.0530104637145996, 1.053935170173645, 1.0552350282669067, 1.0549579858779907, 1.0570080280303955, 1.0584529638290405, -1.0531898736953735]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.060437560081482, -1.0591135025024414, -1.0560036897659302, -1.055436372756958, -1.0598437786102295, -1.0585687160491943, -1.0572483539581299, 1.0544285774230957]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.054506540298462, 1.0488096475601196, -1.0565110445022583, 1.0572044849395752, -1.0575981140136719, 1.0583215951919556, -1.0536476373672485, -1.053907871246338]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0556602478027344, -1.0512030124664307, 1.053723931312561, -1.0498875379562378, 1.0502517223358154, -1.0498931407928467, 1.0559748411178589, 1.0569168329238892]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0502135753631592, -1.055437445640564, 1.0520411729812622, 1.0583745241165161, -1.0570578575134277, -1.054468035697937, 1.0603758096694946, -1.0565364360809326]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0523377656936646, 1.0567072629928589, -1.0517842769622803, -1.051317572593689, 1.0507630109786987, 1.0594048500061035, -1.0499964952468872, 1.0558297634124756]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0508664846420288, -1.05250084400177, -1.0505799055099487, 1.059165596961975, 1.0567872524261475, -1.0505567789077759, -1.050774097442627, -1.0535259246826172]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0537189245224, 1.0561269521713257, 1.0563665628433228, -1.0502785444259644, -1.0545612573623657, 1.0557693243026733, 1.0546596050262451, 1.0566810369491577]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0551737546920776, 1.051120400428772, 1.0526342391967773, 1.0578925609588623, -1.0538314580917358, 1.058063268661499, 1.0588278770446777, -1.0555402040481567]"
9,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0346812009811401, 0.13869263231754303, -0.010069675743579865, -0.5909870862960815, 0.06364721059799194, -0.510319173336029, -0.4108871519565582, 1.0550098419189453]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0545796155929565, 1.0509322881698608, -1.0474045276641846, 1.0573220252990723, 1.0596144199371338, 1.0585721731185913, -1.0503177642822266, -1.0514153242111206]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.045303463935852, -1.0555120706558228, 1.0524893999099731, -1.0537737607955933, -1.0454679727554321, -1.0534976720809937, 1.055159091949463, 1.0563123226165771]"
