Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0566531419754028, 1.0609780550003052, 1.0575108528137207, 1.0593736171722412, 1.0585992336273193, 1.0602226257324219, 1.0622820854187012, -1.0455000400543213]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.05518639087677, -1.0567342042922974, -1.0398316383361816, -1.0433897972106934, -1.0461703538894653, -1.0461548566818237, -1.0430009365081787, 1.050802230834961]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.044643521308899, 1.0631669759750366, -1.0423200130462646, 1.060683250427246, -1.046464204788208, 1.060194492340088, -1.0457885265350342, -1.0429800748825073]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0556786060333252, -1.0582431554794312, 1.0493383407592773, -1.038543701171875, 1.053134799003601, -1.0398589372634888, 1.0526020526885986, 1.0535657405853271]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0465985536575317, -1.0437406301498413, 1.0589877367019653, 1.05900239944458, -1.0506181716918945, -1.047209620475769, 1.0599486827850342, -1.047262191772461]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.058194875717163, 1.0529967546463013, -1.0434813499450684, -1.0460103750228882, 1.0454484224319458, 1.0518878698349, -1.0431698560714722, 1.0524688959121704]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0604488849639893, -1.0457850694656372, -1.045263648033142, 1.0566755533218384, 1.0557037591934204, -1.0477083921432495, -1.04669988155365, -1.0439887046813965]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0568456649780273, 1.0496892929077148, 1.0445629358291626, -1.0491563081741333, -1.0540446043014526, 1.0504251718521118, 1.0499464273452759, 1.0502606630325317]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0512875318527222, 1.0563995838165283, 1.0562173128128052, 1.054368257522583, -1.0504037141799927, 1.052842378616333, 1.054849624633789, -1.0505266189575195]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9872446656227112, -1.0517665147781372, -1.0388380289077759, -1.0427889823913574, 1.0414752960205078, -1.0425050258636475, -1.0375888347625732, 1.048282265663147]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0561460256576538, 1.0565696954727173, -1.046189785003662, 1.0548555850982666, 1.0575065612792969, 1.0540522336959839, -1.047258973121643, -1.0430665016174316]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0575032234191895, -1.0594849586486816, 1.0477303266525269, -1.043458104133606, -1.0555109977722168, -1.0477056503295898, 1.0511950254440308, 1.0520834922790527]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0579739809036255, -1.0472805500030518, 1.0587905645370483, 1.0551410913467407, 1.061718225479126, -1.0494558811187744, 1.0561611652374268, -1.0425939559936523]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.055370569229126, 1.0547081232070923, -1.0432829856872559, -1.0469543933868408, -1.0536905527114868, 1.0490213632583618, -1.0467668771743774, 1.0526174306869507]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0.9829128384590149, -1.0445454120635986, -1.0396941900253296, 1.055472493171692, -1.0419952869415283, -1.045978307723999, -1.0436389446258545, -1.0428355932235718]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.052881121635437, 1.051916480064392, 1.0519390106201172, -1.0490446090698242, 1.0516232252120972, 1.0545858144760132, 1.054072618484497, 1.0535330772399902]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0583970546722412, -1.0582172870635986, -1.0553350448608398, -1.0514806509017944, 1.0504746437072754, 1.0520169734954834, 1.0526959896087646, -1.0513310432434082]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.013338565826416, 0.7986671328544617, 1.0391457080841064, 1.046071171760559, -1.039677619934082, -1.0409631729125977, -1.0357383489608765, 1.04855477809906]"
