Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0420206785202026, 1.0433484315872192, 1.0408905744552612, 1.0443211793899536, 1.0432008504867554, 1.0468285083770752, 1.046240210533142, -1.0421807765960693]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.041378140449524, -1.0415706634521484, -1.0422848463058472, -1.0421017408370972, -1.0416544675827026, -1.042434811592102, -1.0426901578903198, 1.0485109090805054]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0417852401733398, 1.0479979515075684, -1.0364727973937988, 1.0460792779922485, -1.0371148586273193, 1.0462079048156738, -1.0379103422164917, -1.038903832435608]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0485796928405762, -1.0381582975387573, 1.0452908277511597, -1.032267451286316, 1.047605037689209, -1.033673644065857, 1.046301245689392, 1.0488760471343994]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0377861261367798, -1.0341615676879883, 1.0531108379364014, 1.0471006631851196, -1.0394432544708252, -1.0365971326828003, 1.0469861030578613, -1.0379852056503296]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.052290916442871, 1.0473484992980957, -1.0285173654556274, -1.0319846868515015, 1.0475355386734009, 1.0470161437988281, -1.0307531356811523, 1.0480241775512695]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0502902269363403, -1.0348178148269653, -1.0306510925292969, 1.0466607809066772, 1.0487598180770874, -1.0375248193740845, -1.0354270935058594, -1.037984848022461]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.041863203048706, 1.04200279712677, 1.0435172319412231, -1.0290626287460327, -1.0289180278778076, 1.0457005500793457, 1.0459986925125122, 1.0475159883499146]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0339560508728027, 1.0524908304214478, 1.0514588356018066, 1.0489040613174438, -1.0363653898239136, 1.048596739768982, 1.0478262901306152, -1.032556414604187]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0042182207107544, 0.38575562834739685, 0.3535209596157074, -0.32498621940612793, -0.1600864827632904, -0.36939767003059387, -0.27677467465400696, 1.0473114252090454]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.049870491027832, 1.0488362312316895, -1.0298534631729126, 1.0454000234603882, 1.0493736267089844, 1.046027660369873, -1.0280181169509888, -1.0276777744293213]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0394595861434937, -1.037254810333252, 1.0447328090667725, -1.0300272703170776, -1.0295319557189941, -1.031905174255371, 1.0459412336349487, 1.0479074716567993]"
