Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0538313388824463, 1.0524394512176514, 1.049689531326294, 1.0482624769210815, 1.0474108457565308, 1.047552466392517, 1.0478461980819702, -1.0385340452194214]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.030834674835205, -1.042988896369934, -1.0428855419158936, -1.0447123050689697, -1.0439496040344238, -1.0488547086715698, -1.0479705333709717, 1.0588163137435913]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0307773351669312, 1.050301194190979, -1.039029598236084, 1.0507642030715942, -1.0385522842407227, 1.0504647493362427, -1.0340427160263062, -1.0403469800949097]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0566158294677734, -1.0406430959701538, 1.056769609451294, -1.0393779277801514, 1.0581281185150146, -1.0407195091247559, 1.0567458868026733, 1.0586490631103516]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.033957839012146, -1.0361050367355347, 1.053758978843689, 1.0488348007202148, -1.0407860279083252, -1.0442227125167847, 1.0466374158859253, -1.045316219329834]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0592703819274902, 1.0608214139938354, -1.0386416912078857, -1.0385273694992065, 1.0542850494384766, 1.0593066215515137, -1.039387822151184, 1.0565897226333618]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0565900802612305, -1.0396491289138794, -1.0435856580734253, 1.046669602394104, 1.048976182937622, -1.040816068649292, -1.0423438549041748, -1.0432305335998535]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0430768728256226, 1.0554163455963135, 1.0520330667495728, -1.0410377979278564, -1.038391351699829, 1.0481016635894775, 1.049185872077942, 1.049336552619934]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0475482940673828, 1.0420995950698853, 1.0453121662139893, 1.046688199043274, -1.0429637432098389, 1.0440090894699097, 1.0419918298721313, -1.042563796043396]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0027387142181396, 0.4506991505622864, 0.49866968393325806, -0.7358541488647461, -0.5532963275909424, -0.5611552000045776, -0.5260592699050903, 1.0448874235153198]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.046093463897705, 1.0402401685714722, -1.0451819896697998, 1.0461540222167969, 1.0450904369354248, 1.0462538003921509, -1.0431807041168213, -1.0427520275115967]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0436599254608154, -1.0450420379638672, 1.051169514656067, -1.0434519052505493, -1.0409181118011475, -1.0430688858032227, 1.049249291419983, 1.0498206615447998]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.051068902015686, -1.0395482778549194, 1.046480417251587, 1.04496431350708, 1.052872657775879, -1.0420373678207397, 1.046210765838623, -1.0438737869262695]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0389492511749268, 1.055403470993042, -1.0396019220352173, -1.0408304929733276, -1.0368250608444214, 1.0498684644699097, -1.0423229932785034, 1.0485353469848633]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0419321060180664, -1.038236141204834, -1.0370203256607056, 1.046644687652588, -1.0349260568618774, -1.0369986295700073, -1.0430221557617188, -1.0412803888320923]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0484435558319092, 1.0522394180297852, 1.0487332344055176, -1.0442266464233398, 1.0368366241455078, 1.0433310270309448, 1.0439426898956299, 1.0466309785842896]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0465385913848877, -1.048027515411377, -1.044853925704956, -1.0466564893722534, 1.044907808303833, 1.0427051782608032, 1.0406464338302612, -1.0457656383514404]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.011292815208435, -0.10019443929195404, -0.35158771276474, 0.840201199054718, 0.4078717529773712, -0.3166861832141876, -0.5732278227806091, 1.0482044219970703]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.0489401817321777, -1.0421241521835327, 1.0438313484191895, -1.0391911268234253, -1.0474036931991577, 1.0455302000045776, -1.0434629917144775, -1.0439728498458862]"
