Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0401546955108643, 1.037400484085083, 1.0433303117752075, 1.0406361818313599, 1.0439653396606445, 1.042276382446289, 1.042328119277954, -1.0346986055374146]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0449587106704712, -1.0531998872756958, -1.0374032258987427, -1.0372886657714844, -1.0415427684783936, -1.0409750938415527, -1.0374265909194946, 1.0495179891586304]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0357722043991089, 1.0523687601089478, -1.03887140750885, 1.0438203811645508, -1.0411235094070435, 1.041888952255249, -1.0335729122161865, -1.0302187204360962]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.052836537361145, -1.0494914054870605, 1.0494714975357056, -1.0395954847335815, 1.0538088083267212, -1.0385382175445557, 1.045815348625183, 1.0477945804595947]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.038874864578247, -1.0394096374511719, 1.0486820936203003, 1.0453780889511108, -1.0489232540130615, -1.032194972038269, 1.0431125164031982, -1.035470962524414]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.052471399307251, 1.050848126411438, -1.040249228477478, -1.0391745567321777, 1.046435832977295, 1.0456829071044922, -1.0386232137680054, 1.0452531576156616]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.05857253074646, -1.034339189529419, -1.0382928848266602, 1.0396736860275269, 1.050666093826294, -1.031278133392334, -1.0332722663879395, -1.0283359289169312]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.052013635635376, 1.0449353456497192, 1.0447372198104858, -1.046863079071045, -1.0517957210540771, 1.040729284286499, 1.0405216217041016, 1.0426979064941406]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0431947708129883, 1.0474094152450562, 1.0497561693191528, 1.0431815385818481, -1.0351859331130981, 1.040582537651062, 1.0396661758422852, -1.0332170724868774]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0168404579162598, -1.0450072288513184, -1.0235306024551392, -1.0207796096801758, 0.4758235216140747, -1.0263220071792603, -1.0274291038513184, 1.0406219959259033]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0554453134536743, 1.0541160106658936, -1.0395551919937134, 1.0327386856079102, 1.0537948608398438, 1.0350232124328613, -1.0345655679702759, -1.0312541723251343]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0495413541793823, -1.0473294258117676, 1.0478941202163696, -1.040027379989624, -1.0482908487319946, -1.0426280498504639, 1.042018175125122, 1.0432261228561401]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.055284857749939, -1.041225552558899, 1.0506283044815063, 1.0341869592666626, 1.0526529550552368, -1.035590410232544, 1.035736083984375, -1.0351364612579346]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.054265022277832, 1.0496041774749756, -1.038283348083496, -1.0403326749801636, -1.0412237644195557, 1.0422661304473877, -1.0413416624069214, 1.0412683486938477]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0222901105880737, -1.0350311994552612, -1.0383520126342773, 1.0329148769378662, -1.038575291633606, -1.0344644784927368, -1.0345829725265503, -1.0368096828460693]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0381470918655396, 1.0454211235046387, 1.0452278852462769, -1.0474916696548462, 1.0370314121246338, 1.0394190549850464, 1.0387483835220337, 1.0394891500473022]"
