Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0469095706939697, 1.0504755973815918, 1.0513687133789062, 1.0543994903564453, 1.0534874200820923, 1.0529826879501343, 1.052701711654663, -1.0427157878875732]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0557832717895508, -1.0552717447280884, -1.0458918809890747, -1.0446829795837402, -1.0498942136764526, -1.0467579364776611, -1.043064832687378, 1.0463523864746094]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0628172159194946, 1.0520257949829102, -1.0530173778533936, 1.0483860969543457, -1.0535660982131958, 1.0469670295715332, -1.0489108562469482, -1.044581413269043]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0372639894485474, -1.0608551502227783, 1.0418360233306885, -1.0460621118545532, 1.0466140508651733, -1.0453681945800781, 1.047304630279541, 1.0487370491027832]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.059251070022583, -1.05344557762146, 1.047959804534912, 1.0502967834472656, -1.0603307485580444, -1.049252986907959, 1.0488361120224, -1.0482685565948486]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0347102880477905, 1.0428053140640259, -1.0474399328231812, -1.0453999042510986, 1.0425922870635986, 1.0445241928100586, -1.043639898300171, 1.0471335649490356]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0434622764587402, -1.0532710552215576, -1.052458643913269, 1.047764778137207, 1.046804666519165, -1.0461764335632324, -1.0460530519485474, -1.0450843572616577]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.071684718132019, 1.044133186340332, 1.0433858633041382, -1.049184799194336, -1.0590589046478271, 1.0461761951446533, 1.0476837158203125, 1.0487024784088135]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0576545000076294, 1.048825740814209, 1.0490323305130005, 1.0493419170379639, -1.0448228120803833, 1.048508882522583, 1.048299789428711, -1.044463038444519]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.037843108177185, -1.0525015592575073, -1.038665771484375, -1.0395467281341553, 0.4453120231628418, -1.0397469997406006, -1.0371850728988647, 1.046911358833313]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.048474669456482, 1.051491379737854, -1.049950122833252, 1.047609567642212, 1.0568674802780151, 1.0477917194366455, -1.0424325466156006, -1.0407514572143555]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0647038221359253, -1.059956431388855, 1.0418286323547363, -1.0461889505386353, -1.0562405586242676, -1.0475796461105347, 1.0486904382705688, 1.0485283136367798]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.042751431465149, -1.0508490800857544, 1.050759196281433, 1.0494848489761353, 1.0589635372161865, -1.04518723487854, 1.0502357482910156, -1.0414992570877075]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0633831024169922, 1.0466246604919434, -1.045124888420105, -1.0471031665802002, -1.0485635995864868, 1.0488888025283813, -1.045224666595459, 1.048492670059204]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0057494640350342, -1.0472157001495361, -1.0489903688430786, 1.0490928888320923, -1.043127417564392, -1.0385383367538452, -1.0355733633041382, -1.0391253232955933]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0413248538970947, 1.046034574508667, 1.0458722114562988, -1.051079273223877, 1.0443215370178223, 1.0453603267669678, 1.0463975667953491, 1.0468668937683105]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0615798234939575, -1.0625224113464355, -1.0590358972549438, -1.0481656789779663, 1.047266960144043, 1.0482474565505981, 1.0486143827438354, -1.0469141006469727]"
17,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.038119912147522, -0.5205381512641907, 0.28128671646118164, 1.0384533405303955, -1.0324796438217163, -1.0381628274917603, -1.0350453853607178, 1.0462733507156372]"
