Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0518441200256348, 1.054127812385559, 1.0545867681503296, 1.0564768314361572, 1.0546313524246216, 1.0547596216201782, 1.0551291704177856, -1.0387290716171265]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.050766944885254, -1.051385760307312, -1.037597894668579, -1.038748860359192, -1.039206862449646, -1.046358585357666, -1.0388730764389038, 1.0542922019958496]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0608927011489868, 1.0489455461502075, -1.0466876029968262, 1.0521211624145508, -1.0484135150909424, 1.0470621585845947, -1.044427514076233, -1.0429418087005615]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0532697439193726, -1.0504461526870728, 1.0504472255706787, -1.0368579626083374, 1.0518651008605957, -1.0388246774673462, 1.0550509691238403, 1.0564038753509521]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0521142482757568, -1.044514536857605, 1.0545833110809326, 1.055397629737854, -1.0502924919128418, -1.0429613590240479, 1.053168773651123, -1.0421993732452393]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0512659549713135, 1.0550469160079956, -1.0388466119766235, -1.039644718170166, 1.051181435585022, 1.0544766187667847, -1.0367594957351685, 1.0563000440597534]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0402674674987793, -1.0498300790786743, -1.0454336404800415, 1.0502150058746338, 1.0495538711547852, -1.0399433374404907, -1.038455605506897, -1.0397214889526367]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0581084489822388, 1.0531038045883179, 1.050756812095642, -1.043399691581726, -1.0541505813598633, 1.049910306930542, 1.050254464149475, 1.0534268617630005]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0529104471206665, 1.0518354177474976, 1.0531210899353027, 1.0534348487854004, -1.0434861183166504, 1.0500742197036743, 1.0504848957061768, -1.040906310081482]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.0268256664276123, -1.0501744747161865, -1.034342885017395, -1.0361922979354858, 1.0303024053573608, -1.0392215251922607, -1.033852219581604, 1.0535974502563477]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0506443977355957, 1.050920009613037, -1.0465420484542847, 1.0529578924179077, 1.0532997846603394, 1.0482178926467896, -1.0347415208816528, -1.0320631265640259]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0530407428741455, -1.0510560274124146, 1.0472511053085327, -1.039733648300171, -1.0511482954025269, -1.0448282957077026, 1.0515748262405396, 1.0525341033935547]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0544304847717285, -1.0431504249572754, 1.0556179285049438, 1.0545861721038818, 1.0561226606369019, -1.0381172895431519, 1.0497031211853027, -1.0314849615097046]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.052493929862976, 1.0570584535598755, -1.0388317108154297, -1.0420160293579102, -1.0463556051254272, 1.053181529045105, -1.0426050424575806, 1.0540473461151123]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0175694227218628, -1.0450738668441772, -1.0408278703689575, 1.0508415699005127, -1.0421795845031738, -1.0351065397262573, -1.031925916671753, -1.0341821908950806]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0464600324630737, 1.0499215126037598, 1.0498439073562622, -1.045530915260315, 1.0466655492782593, 1.0469629764556885, 1.047432780265808, 1.0497382879257202]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.057159662246704, -1.0573534965515137, -1.052699327468872, -1.0462300777435303, 1.0489338636398315, 1.0486030578613281, 1.0488213300704956, -1.0427312850952148]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.007119059562683, 0.24671433866024017, 0.8873625993728638, 1.047507405281067, -1.024233102798462, -1.0387046337127686, -1.032936692237854, 1.0533902645111084]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.046095371246338, -1.0522857904434204, 1.0463588237762451, -1.0403597354888916, -1.0456905364990234, 1.0486184358596802, -1.0356881618499756, -1.0338202714920044]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0531525611877441, 1.0516037940979004, -1.0541908740997314, 1.0495309829711914, 1.0490524768829346, -1.0438252687454224, 1.0524247884750366, 1.0520747900009155]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0515148639678955, 1.0492560863494873, -1.0525695085525513, -1.0369908809661865, -1.0520445108413696, -1.035243272781372, 1.0495039224624634, -1.0311709642410278]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0470565557479858, -1.0499671697616577, 1.0568870306015015, 1.0544567108154297, 1.048434853553772, 1.0561274290084839, -1.0403859615325928, 1.0546166896820068]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.9836442470550537, 1.0436829328536987, 1.0474960803985596, -1.0425156354904175, 1.0485540628433228, -1.0379990339279175, -1.0360125303268433, -1.037529706954956]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0460489988327026, -1.0536084175109863, -1.0530942678451538, 1.0464414358139038, -1.0554362535476685, 1.0460188388824463, 1.0470552444458008, 1.0501755475997925]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.049993634223938, -1.0554052591323853, -1.052225112915039, -1.0419089794158936, -1.0395944118499756, 1.04706871509552, 1.048998236656189, -1.0377285480499268]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.055433988571167, 1.0504521131515503, 1.0517631769180298, 1.0516771078109741, 1.0517618656158447, -1.044597864151001, -1.0416386127471924, 1.0504637956619263]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0575164556503296, -1.0543769598007202, 1.0478112697601318, -1.039467692375183, 1.0531429052352905, 1.0457549095153809, -1.0320825576782227, -1.0321166515350342]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0429097414016724, 1.049990177154541, -1.053220510482788, 1.0461580753326416, -1.0526814460754395, -1.049113154411316, 1.0454394817352295, 1.0464919805526733]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.051693081855774, 1.0484235286712646, -1.0507450103759766, -1.0399272441864014, 1.0534169673919678, -1.0415959358215332, 1.0479767322540283, -1.0379034280776978]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0465236902236938, -1.0543595552444458, 1.055925965309143, 1.0509368181228638, -1.047051191329956, 1.0509482622146606, -1.0453166961669922, 1.0473872423171997]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0434784889221191, 1.0409482717514038, 1.0464221239089966, -1.0405168533325195, -1.0455052852630615, -1.0401195287704468, -1.0336817502975464, -1.0387481451034546]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0566661357879639, -1.0521414279937744, -1.0520687103271484, 1.0459028482437134, 1.0459696054458618, 1.0451263189315796, 1.0461851358413696, 1.0470484495162964]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0571781396865845, 1.0477819442749023, -1.0430333614349365, 1.050963044166565, 1.0484627485275269, 1.0482383966445923, 1.048261046409607, -1.0431030988693237]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0402873754501343, -1.0483551025390625, 1.056705117225647, -1.0384700298309326, -1.0384234189987183, -1.0404173135757446, -1.0373361110687256, 1.0539911985397339]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0323340892791748, 1.0496890544891357, 1.05143141746521, 1.051072597503662, -1.0480234622955322, 1.0482641458511353, -1.0429428815841675, -1.0422546863555908]"
