Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0484176874160767, 1.0517184734344482, 1.0458390712738037, 1.0529842376708984, 1.0514031648635864, 1.0521961450576782, 1.0522572994232178, -1.0495778322219849]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0452862977981567, -1.0470174551010132, -1.044358253479004, -1.0495972633361816, -1.0503435134887695, -1.0485138893127441, -1.046423316001892, 1.0459898710250854]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0424926280975342, 1.0441011190414429, -1.050546407699585, 1.0457444190979004, -1.0466326475143433, 1.0469822883605957, -1.0462006330490112, -1.0472432374954224]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0438830852508545, -1.0403430461883545, 1.043792724609375, -1.0451933145523071, 1.0463052988052368, -1.0463435649871826, 1.0451183319091797, 1.0469143390655518]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0416563749313354, -1.043100357055664, 1.0458859205245972, 1.0470478534698486, -1.0383000373840332, -1.046893835067749, 1.0443133115768433, -1.0472986698150635]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0432626008987427, 1.047398567199707, -1.050618290901184, -1.0481398105621338, 1.038530707359314, 1.0449137687683105, -1.0456894636154175, 1.0446267127990723]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0514590740203857, -1.0453276634216309, -1.0496039390563965, 1.043755054473877, 1.0493063926696777, -1.0449086427688599, -1.0439693927764893, -1.0455973148345947]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0503990650177002, 1.0449753999710083, 1.038764476776123, -1.045856237411499, -1.049938678741455, 1.0459952354431152, 1.0455502271652222, 1.044952630996704]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0455305576324463, 1.0479258298873901, 1.0464003086090088, 1.0465854406356812, -1.0456938743591309, 1.045290231704712, 1.044057846069336, -1.0436913967132568]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.974456787109375, 0.32944241166114807, 0.4386155605316162, -0.19348308444023132, -0.36282023787498474, -0.33158814907073975, -0.12964776158332825, 1.04308021068573]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.044081449508667, 1.0429905652999878, -1.0489020347595215, 1.0430588722229004, 1.0465587377548218, 1.0447262525558472, -1.0443029403686523, -1.0428098440170288]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0506587028503418, -1.0436722040176392, 1.040201187133789, -1.0454615354537964, -1.0411289930343628, -1.0440936088562012, 1.0455503463745117, 1.0463714599609375]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0462045669555664, -1.0447998046875, 1.0451956987380981, 1.0456581115722656, 1.0515731573104858, -1.0441070795059204, 1.0470175743103027, -1.0442222356796265]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0461262464523315, 1.045872688293457, -1.0473579168319702, -1.0481594800949097, -1.043304681777954, 1.0421704053878784, -1.0446325540542603, 1.0448229312896729]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0396004915237427, -1.04143488407135, -1.045964002609253, 1.0484092235565186, -1.0342072248458862, -1.0423222780227661, -1.0454039573669434, -1.045857548713684]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.043414831161499, 1.0465623140335083, 1.0418113470077515, -1.0436261892318726, 1.0417646169662476, 1.0457139015197754, 1.0459696054458618, 1.0457828044891357]"
