Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0543022155761719, 1.0531997680664062, 1.0479401350021362, 1.0535508394241333, 1.0524392127990723, 1.054762601852417, 1.0549970865249634, -1.0497100353240967]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0338413715362549, -1.0411863327026367, -1.045952558517456, -1.0472909212112427, -1.0447083711624146, -1.0483111143112183, -1.0473283529281616, 1.0543994903564453]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0181126594543457, 1.0678892135620117, -1.0360169410705566, 1.0560659170150757, -1.0346503257751465, 1.057090163230896, -1.0430195331573486, -1.0452162027359009]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.04726243019104, -1.0441620349884033, 1.03776216506958, -1.047813057899475, 1.0441412925720215, -1.0476577281951904, 1.0508791208267212, 1.053173303604126]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0255348682403564, -1.034348487854004, 1.055651068687439, 1.0568978786468506, -1.037171483039856, -1.0393558740615845, 1.0563267469406128, -1.045600414276123]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0526396036148071, 1.047759771347046, -1.0436739921569824, -1.045181393623352, 1.047389268875122, 1.0531343221664429, -1.0455737113952637, 1.0504179000854492]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0575613975524902, -1.0374253988265991, -1.0413529872894287, 1.0552691221237183, 1.053236484527588, -1.041317343711853, -1.0450365543365479, -1.047282099723816]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0458874702453613, 1.045257806777954, 1.0400944948196411, -1.0456331968307495, -1.0484700202941895, 1.0527293682098389, 1.0512958765029907, 1.0494920015335083]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0358084440231323, 1.0639102458953857, 1.0535978078842163, 1.0558210611343384, -1.047024130821228, 1.0565168857574463, 1.0567339658737183, -1.0526971817016602]"
9,"[1, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9506037831306458, 0.1909334361553192, -0.0027850093320012093, -0.5291853547096252, -0.061732180416584015, -0.45216765999794006, -0.3828656077384949, 1.0513100624084473]"
