Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0535482168197632, 1.0564649105072021, 1.0491976737976074, 1.050394892692566, 1.0477806329727173, 1.0514634847640991, 1.0513042211532593, -1.037470817565918]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0384190082550049, -1.0510640144348145, -1.045274257659912, -1.0434867143630981, -1.0446672439575195, -1.043794870376587, -1.0422390699386597, 1.0525178909301758]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0225740671157837, 1.0616936683654785, -1.0367562770843506, 1.0538568496704102, -1.034904956817627, 1.0549659729003906, -1.0385106801986694, -1.0394119024276733]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0572614669799805, -1.0509319305419922, 1.0496243238449097, -1.0437654256820679, 1.0502828359603882, -1.0419443845748901, 1.0515650510787964, 1.0539392232894897]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0341435670852661, -1.037946343421936, 1.063490629196167, 1.0586167573928833, -1.0419219732284546, -1.0446382761001587, 1.05402672290802, -1.0429496765136719]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0634108781814575, 1.057339072227478, -1.0440285205841064, -1.041149377822876, 1.0541800260543823, 1.0530208349227905, -1.0381280183792114, 1.052600622177124]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0644036531448364, -1.0384026765823364, -1.0390890836715698, 1.0518687963485718, 1.0535699129104614, -1.0413175821304321, -1.0396208763122559, -1.0406157970428467]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0442930459976196, 1.0513207912445068, 1.045928716659546, -1.0408505201339722, -1.0411205291748047, 1.0501832962036133, 1.050920844078064, 1.051874041557312]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0420215129852295, 1.05419921875, 1.0538533926010132, 1.0540788173675537, -1.045240879058838, 1.0534858703613281, 1.0499292612075806, -1.0437837839126587]"
9,"[1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.9660232067108154, -0.6225719451904297, 0.07919558882713318, -0.5688956379890442, -0.08658371865749359, -0.2779318690299988, -0.26843705773353577, 1.049625277519226]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0618257522583008, 1.060523271560669, -1.0394951105117798, 1.0513657331466675, 1.0572829246520996, 1.0525639057159424, -1.03874671459198, -1.0376203060150146]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.047223687171936, -1.0550589561462402, 1.0441185235977173, -1.045953631401062, -1.0443828105926514, -1.0415624380111694, 1.0492194890975952, 1.0512173175811768]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0659127235412598, -1.0382481813430786, 1.0605913400650024, 1.0551496744155884, 1.0595587491989136, -1.0383367538452148, 1.0527714490890503, -1.0347087383270264]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.0393427610397339, 1.0550581216812134, -1.0460728406906128, -1.0442689657211304, -1.0356252193450928, 1.0479122400283813, -1.0411566495895386, 1.0495749711990356]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0218274593353271, -1.035385012626648, -1.0401179790496826, 1.0510375499725342, -1.0381513833999634, -1.038419485092163, -1.0394912958145142, -1.0403687953948975]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0518478155136108, 1.0505696535110474, 1.044317603111267, -1.0466502904891968, 1.0418320894241333, 1.0471622943878174, 1.0477412939071655, 1.048845648765564]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0409661531448364, -1.049598217010498, -1.0515382289886475, -1.04440176486969, 1.0535402297973633, 1.0481046438217163, 1.0461492538452148, -1.0465734004974365]"
17,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9323338866233826, -0.3193534314632416, -0.1915442943572998, 0.7884497046470642, 0.35573557019233704, -0.11449278891086578, -0.3899414539337158, 1.0519345998764038]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.064903736114502, -1.0377432107925415, 1.0516362190246582, -1.0333510637283325, -1.0375616550445557, 1.0518736839294434, -1.0394830703735352, -1.0385823249816895]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.043647050857544, 1.0462430715560913, -1.0515037775039673, 1.050573468208313, 1.048323631286621, -1.040757417678833, 1.0511788129806519, 1.0536564588546753]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0653811693191528, 1.054943323135376, -1.04954993724823, -1.0330294370651245, -1.0320123434066772, -1.038474678993225, 1.05087149143219, -1.036223292350769]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0386322736740112, -1.047661304473877, 1.050594687461853, 1.051090121269226, 1.0518845319747925, 1.050521731376648, -1.0423407554626465, 1.052035927772522]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1.022152066230774, 1.0473161935806274, 1.050277829170227, -1.0368832349777222, 1.0499372482299805, -1.0388529300689697, -1.0399234294891357, -1.0385856628417969]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0526628494262695, -1.0477348566055298, -1.0497161149978638, 1.048470139503479, -1.0479986667633057, 1.048671841621399, 1.0488685369491577, 1.0508509874343872]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0536977052688599, -1.0476747751235962, -1.0474547147750854, -1.0412347316741943, -1.0415093898773193, 1.0443679094314575, 1.0456191301345825, -1.0435127019882202]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0532759428024292, 1.0477770566940308, 1.0496742725372314, 1.0497136116027832, 1.0530184507369995, -1.0475261211395264, -1.0510494709014893, 1.0504721403121948]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.048690676689148, -1.0358796119689941, 1.0472124814987183, -1.036370038986206, 1.0539464950561523, 1.0493673086166382, -1.0410161018371582, -1.041957974433899]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0486533641815186, 1.043126106262207, -1.052700161933899, 1.0464344024658203, -1.0452673435211182, -1.045172929763794, 1.0470765829086304, 1.050377368927002]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.038494348526001, 1.0503184795379639, -1.0492141246795654, -1.0395969152450562, 1.0511568784713745, -1.040629267692566, 1.0493218898773193, -1.040403962135315]"
