Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0470877885818481, 1.0416508913040161, 1.0439643859863281, 1.044670820236206, 1.0428954362869263, 1.0457706451416016, 1.045066237449646, -1.0482146739959717]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0336999893188477, -1.0387128591537476, -1.0401579141616821, -1.0437308549880981, -1.0423170328140259, -1.044615626335144, -1.0482045412063599, 1.0536584854125977]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.026023030281067, 1.0495054721832275, -1.0413190126419067, 1.0465309619903564, -1.036721110343933, 1.0498038530349731, -1.0369714498519897, -1.0407569408416748]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0445164442062378, -1.039514183998108, 1.0473606586456299, -1.038291096687317, 1.05173921585083, -1.0402060747146606, 1.0489132404327393, 1.0524938106536865]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0199933052062988, -1.0248757600784302, 1.0541377067565918, 1.0511757135391235, -1.0295021533966064, -1.0366301536560059, 1.048722743988037, -1.0422499179840088]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0472134351730347, 1.0540915727615356, -1.0372228622436523, -1.0387952327728271, 1.0532240867614746, 1.0529428720474243, -1.0362262725830078, 1.0540318489074707]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0603011846542358, -1.034081220626831, -1.0413402318954468, 1.0497987270355225, 1.0589337348937988, -1.043359637260437, -1.041942834854126, -1.04520845413208]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0356061458587646, 1.0524612665176392, 1.047302484512329, -1.0414847135543823, -1.040597677230835, 1.0502077341079712, 1.0503085851669312, 1.0522898435592651]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0275741815567017, 1.0565648078918457, 1.0550475120544434, 1.0499351024627686, -1.0412452220916748, 1.049867868423462, 1.0463801622390747, -1.0421167612075806]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.978007435798645, 0.28766363859176636, 0.17281533777713776, -0.5658476948738098, -0.2644447088241577, -0.3646998107433319, -0.31029924750328064, 1.0476900339126587]"
