Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.047749638557434, 1.0461344718933105, 1.048584222793579, 1.052814245223999, 1.0526107549667358, 1.0540997982025146, 1.0531271696090698, -1.0538511276245117]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0572558641433716, -1.0619730949401855, -1.064643144607544, -1.0575445890426636, -1.066491723060608, -1.0602177381515503, -1.063231110572815, 1.0505954027175903]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0417072772979736, 1.0474395751953125, -1.0410645008087158, 1.04918372631073, -1.043208122253418, 1.051994800567627, -1.046587347984314, -1.0488057136535645]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.0386178493499756, -1.0523720979690552, 1.0447636842727661, -1.0526448488235474, 1.0465034246444702, -1.052747368812561, 1.0478135347366333, 1.0513237714767456]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.0443675518035889, -1.0430207252502441, 1.0494515895843506, 1.0515410900115967, -1.0463107824325562, -1.0467557907104492, 1.0519696474075317, -1.049532175064087]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0398541688919067, 1.0465670824050903, -1.0536924600601196, -1.0498602390289307, 1.0444660186767578, 1.049476981163025, -1.0508049726486206, 1.050795078277588]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.0628166198730469, -1.0390191078186035, -1.0406577587127686, 1.0498278141021729, 1.054567813873291, -1.0413638353347778, -1.0425751209259033, -1.0444217920303345]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.0546925067901611, 1.0466417074203491, 1.0430659055709839, -1.047237753868103, -1.0525370836257935, 1.052294373512268, 1.0519187450408936, 1.0519133806228638]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0496268272399902, 1.0474456548690796, 1.0505542755126953, 1.0522356033325195, -1.0454769134521484, 1.0513406991958618, 1.050500750541687, -1.0482511520385742]"
9,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-1.01283597946167, 0.5056042075157166, 0.3204052150249481, -0.41304290294647217, -0.4400847554206848, -0.4393433630466461, -0.2671589255332947, 1.0484064817428589]"
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.0562165975570679, 1.0447245836257935, -1.0391440391540527, 1.0476058721542358, 1.052304983139038, 1.0500911474227905, -1.042976975440979, -1.0425350666046143]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.0598429441452026, -1.0536891222000122, 1.043123722076416, -1.0501508712768555, -1.0435949563980103, -1.0493496656417847, 1.0490213632583618, 1.0509939193725586]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0542399883270264, -1.0423765182495117, 1.048688292503357, 1.0496089458465576, 1.055548071861267, -1.045161247253418, 1.0520912408828735, -1.0473350286483765]"
