Example,Decoded_Bits,Polar_code,Output
0,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0399830341339111, 1.0448341369628906, 1.0412063598632812, 1.0418360233306885, 1.040907859802246, 1.0424809455871582, 1.0419516563415527, -1.049992322921753]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[-1.0574586391448975, -1.0485119819641113, -1.0322329998016357, -1.0392036437988281, -1.0434064865112305, -1.0436406135559082, -1.0450153350830078, 1.0404095649719238]"
2,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[-1.0555737018585205, 1.048731803894043, -1.0473906993865967, 1.0405137538909912, -1.0497679710388184, 1.0405173301696777, -1.053053379058838, -1.0472412109375]"
3,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1.045771837234497, -1.0432922840118408, 1.052117109298706, -1.0308375358581543, 1.0499918460845947, -1.031024694442749, 1.0500061511993408, 1.0513877868652344]"
4,"[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[-1.04166841506958, -1.0381848812103271, 1.046759843826294, 1.0447943210601807, -1.055725336074829, -1.050551176071167, 1.0446951389312744, -1.0496315956115723]"
5,"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1.0474019050598145, 1.0575995445251465, -1.031304121017456, -1.039442539215088, 1.047374963760376, 1.0491747856140137, -1.041029930114746, 1.0487375259399414]"
6,"[0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[1.054619550704956, -1.0389282703399658, -1.0419297218322754, 1.0436275005340576, 1.0473268032073975, -1.045762538909912, -1.0468411445617676, -1.0442278385162354]"
7,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[-1.041247844696045, 1.055159330368042, 1.051461935043335, -1.038970708847046, -1.0431454181671143, 1.0494365692138672, 1.0505766868591309, 1.050140380859375]"
8,"[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[-1.0461862087249756, 1.0446968078613281, 1.045525074005127, 1.0412514209747314, -1.0528457164764404, 1.040412187576294, 1.041557788848877, -1.0469622611999512]"
9,"[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[-0.8956775665283203, -1.0405924320220947, -1.0271790027618408, -1.036390781402588, 1.0379126071929932, -1.0361440181732178, -1.0340378284454346, 1.042377233505249]"
