Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.41188, -1.55972, -1.54384, -1.10524, -1.32471, -0.76784, -1.5321, 0.63049, -0.68482, -0.00587, 1.56064, 0.14825, 1.18979, -0.69954, 0.514, -1.09777]","[-1.03897, -1.04535, -1.04103, -1.03672, -1.05033, -1.03938, -1.03929, -1.03991]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.76725, 1.46105, 1.19312, 1.05736, 1.09301, 1.07963, 1.94771, -2.15063, 1.99122, -2.10978, -1.31247, -1.22475, -0.26097, -1.46677, -1.32962, 1.64115]","[-1.04525, -1.06275, -1.06095, -1.04678, -1.04775, -1.04499, -1.04542, 1.03679]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0.07375, -2.34549, 1.26562, -1.05627, 0.47601, -1.20979, 1.50817, 1.36986, 1.81701, 0.56608, -1.2644, 0.69083, -1.6115, 1.41928, -0.04755, -2.65777]","[-1.04003, -1.04634, -1.06241, -1.03735, -1.04445, -1.04138, 1.0344, -1.04093]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","[-0.67791, 0.63061, -0.95811, -0.54491, -0.83489, 1.47466, -1.00134, 1.17232, 0.99334, -0.16428, 1.90006, 1.92696, 0.38323, -0.36311, 0.28599, -0.44982]","[-1.0383, -1.07553, -1.04594, -1.03701, -1.02261, 1.03462, -1.03937, -1.04043]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.77033, -1.7402, 0.81976, 0.74172, -1.12477, 0.68147, 1.62123, -1.68738, -1.71361, 0.99199, -0.28275, -1.1392, 1.07034, 1.3883, -2.41225, 1.89419]","[-1.0412, -1.04834, -1.05436, -1.04068, -1.05904, 1.03513, -1.04169, 1.03779]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[0.71912, 0.66192, 1.57437, -1.56511, -1.93309, 1.3048, 1.13984, 0.52352, -2.50815, -1.16086, -0.02187, 1.35829, 1.0175, -0.44327, -0.96819, 0.27161]","[-1.03915, -1.05697, -1.05082, -1.04295, -1.05124, 1.03499, 1.03473, -1.04115]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.06298, -0.08374, -1.6006, 1.26835, -0.0666, -2.0586, -1.01255, -0.66295, 1.06194, 1.33535, 1.69105, -1.40904, -0.82964, 2.02234, 0.80841, 1.16832]","[-1.04016, -1.04029, -1.03913, -1.03984, -1.03492, 1.0356, 1.03555, 1.03701]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]","[0.53947, -1.077, 1.02358, 0.0176, 0.32068, -1.79101, -1.1368, 2.39208, -0.18535, 0.18757, 0.89704, 2.08863, -1.358, -0.03538, 2.11196, -0.66673]","[-1.03902, -1.04568, -1.0409, -1.03668, 1.04665, -1.03948, -1.0395, -1.04024]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0.08318, -1.00952, 1.07013, -1.54073, -0.43744, -1.42908, 1.3651, 1.0727, -1.13423, 1.31637, -1.7491, -0.13979, 1.09984, 1.40571, -1.69862, 0.66117]","[-1.04027, -1.04651, -1.0622, -1.03815, 1.03651, -1.04198, 1.03457, -1.04119]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.24523, 0.22689, -1.231, 1.05446, 1.49832, 0.12887, -1.38041, -1.68735, 0.5737, -0.39306, 0.72555, -0.2855, -1.53214, -1.38837, 1.70289, 0.98944]","[-1.04374, -1.06556, -1.05163, -1.04386, 1.04245, -1.04501, 1.03458, 1.03705]"
