Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[1.53304, -0.55327, 0.16564, -3.17351, -0.21045, -2.02219, -0.6432, 1.68026, -0.51594, 1.4503, -0.2483, 0.96398, 2.38593, -0.54443, 0.73187, -2.34498]","[-1.04078, -1.04587, -1.04215, -1.04312, -1.04728, -1.04217, -1.04239, -1.0445]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.03712, -0.06298, 1.48721, 0.15486, 0.9976, 1.45474, 0.50668, -1.18252, 1.48666, -0.04013, -0.99878, -0.59645, -1.77541, -0.25517, -1.56289, 2.02392]","[-1.04673, -1.04352, -1.05213, -1.04903, -1.04931, -1.04707, -1.04679, 1.03388]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0.10026, -0.37267, 1.25918, 0.02682, 1.25878, -1.11087, 0.58212, 1.52655, 1.6859, 0.9617, -1.70125, 0.79527, 0.25327, 1.30172, -0.7806, -1.38433]","[-1.04103, -1.04802, -1.05481, -1.04153, -1.05151, -1.04123, 1.03653, -1.04476]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[0.1688, 0.00961, -0.25836, -2.38305, 1.40222, 0.04116, -0.51539, 1.23005, 1.58885, -1.42264, 0.66138, 1.92991, -1.42469, -2.16074, 1.90965, -2.0095]","[-1.03933, -1.03978, -1.044, -1.04178, -0.96826, 1.03475, -1.04111, -1.04447]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[-0.17919, -0.24038, 1.84102, 1.63167, -1.64192, -0.19617, 1.26967, -0.87541, -0.67149, 0.88817, -0.51803, -1.52556, 1.12663, 2.10182, -0.79393, 0.62112]","[-1.04935, -1.05738, -1.06109, -1.05277, -1.0511, 1.03525, -1.04908, 1.03575]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[2.08824, -0.38072, 1.09046, -0.92904, -1.13756, 0.7572, 0.8391, 2.17878, -0.41837, -0.19431, -0.66134, 0.30346, 0.06452, -1.82019, -1.5346, -0.92732]","[-1.04213, -1.05132, -1.04922, -1.04285, -1.04882, 1.03427, 1.03514, -1.045]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[-0.93668, -2.30725, -0.04812, 1.82689, 0.23673, -1.28915, -1.71507, -1.10508, 0.33156, 0.69052, 0.56623, -1.7119, -1.38005, 0.30746, -0.9175, 0.67534]","[-1.0472, -1.04953, -1.04859, -1.04943, -1.04296, 1.03758, 1.03735, 1.03708]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-2.41794, -1.14379, -0.09795, -1.82743, 0.15257, -2.06768, 0.44885, 1.21765, 0.99265, 0.58693, 1.45659, 1.05801, -0.91688, 0.4962, 0.50111, -1.40968]","[-1.04044, -1.04531, -1.04153, -1.0427, 1.04511, -1.04171, -1.04217, -1.04472]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.05797, -1.95037, -0.9831, -0.59755, 0.66533, 0.37171, 0.83433, 1.58461, -2.48797, 0.4798, 0.33152, 1.14618, 0.15002, 0.69243, 0.83212, -1.65795]","[-1.04148, -1.04838, -1.0551, -1.04223, 1.03976, -1.04167, 1.03658, -1.04533]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[-0.51761, 2.0464, -0.79231, 0.97333, 0.02092, 1.30574, -0.9408, 0.13719, -0.48561, -2.00548, 0.57251, -1.39108, -1.56867, -2.52321, -0.122, 1.43021]","[-1.04852, -1.04924, -1.05556, -1.05085, 1.0378, -1.04878, 1.03301, 1.03524]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[-0.18013, 0.57837, -1.9158, -1.55637, -0.37288, 0.53937, -2.18725, 2.08112, -1.19253, -0.08174, 1.69471, 0.60737, 0.86437, -0.47781, 0.50557, -1.05067]","[-1.03974, -1.04414, -1.04554, -1.04288, 1.03797, 1.03486, -1.04171, -1.04465]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-0.60338, -1.30174, 0.76413, 0.89648, -0.92356, 0.45804, 0.64421, -1.86664, 1.96867, 1.53424, -0.8145, -1.50303, -0.86346, 1.31253, -1.67461, 0.71038]","[-1.04923, -1.05752, -1.05885, -1.05242, 1.04163, 1.03537, -1.04898, 1.0358]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[-2.03777, 0.23603, 1.13684, -1.43102, 1.68242, 1.11904, 0.6832, 0.40902, -0.04882, 0.24289, -2.22743, 1.80246, -0.13626, -0.71992, -0.56167, -1.70641]","[-1.04162, -1.05179, -1.04956, -1.04116, 1.03563, 1.03351, 1.03392, -1.04493]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1.35744, -1.05725, -1.23655, 0.96069, -1.16066, -0.00502, -0.45861, -1.61406, -1.27842, 0.74197, 0.27776, -1.02974, 1.94078, 1.6348, 0.78977, 0.15836]","[-1.04807, -1.05009, -1.0489, -1.04887, 1.04396, 1.03846, 1.03808, 1.03753]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[0.54886, -1.14509, -0.86021, 0.17075, 0.04564, 0.90338, 0.9907, -2.24, -1.6752, 1.36359, -0.61723, 1.20117, -1.66185, -0.96179, -1.74237, 0.83109]","[-1.04682, -1.06117, -1.06034, 1.03666, -1.05046, -1.04706, -1.04687, 1.03333]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[1.06812, 1.10221, -0.78716, 1.25379, -0.44619, -1.67295, -1.24073, 0.10207, -1.09379, -1.40061, 2.28581, -1.16555, -0.43292, -0.19126, -1.47833, -1.84667]","[-1.04083, -1.05463, -1.04866, 1.03512, -1.04847, -1.04126, 1.03609, -1.04443]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[-1.43117, 0.76456, 0.04205, -0.71512, -0.41898, 0.95664, -0.0279, -1.59194, 0.83399, 0.41689, -0.54202, 1.74346, 0.94171, -1.3467, 2.60912, 1.02897]","[-1.04846, -1.05797, -1.05203, 1.04087, -1.04739, -1.04878, 1.03394, 1.03522]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[1.27655, -1.19311, 0.82456, 1.07397, 1.58876, -0.00934, -1.71525, 1.50654, -2.18289, -0.06995, -1.18382, -1.10087, -0.53728, -1.4022, 1.18801, -0.56849]","[-1.03706, -1.05165, -1.04426, 1.03621, -0.95914, 1.03481, -1.04011, -1.04342]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[-0.04072, 0.78048, -1.39834, -1.00821, -2.01561, -0.52742, 1.04753, -1.16328, 1.49153, -1.89093, 0.65796, 1.45146, 0.57714, 1.4323, -0.65303, 1.74469]","[-1.04906, -1.04795, -1.05664, 1.04022, -1.05068, 1.03654, -1.04878, 1.03615]"
19,"[1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[1.64794, 1.49915, 1.09708, -0.44018, 0.83291, -1.40391, -1.68109, -1.02708, -0.44711, -1.18755, -1.53057, 0.70335, -0.65419, 0.78829, 1.0638, 1.0796]","[-1.04678, -1.04643, -1.04947, 1.038, -1.04327, 1.03576, 1.0358, 1.03567]"
20,"[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[1.63776, 1.04887, 1.2351, 1.15908, 1.63631, -0.56517, -1.11841, 1.17077, -0.50799, -1.45739, -1.77739, -1.92991, -1.08561, -0.36774, 1.545, -0.53345]","[-1.03986, -1.05118, -1.04797, 1.03799, 1.04797, -1.04088, -1.04112, -1.04416]"
21,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[-0.79299, -1.38048, -0.64973, -1.80384, -1.33934, 0.42373, 1.32643, -0.34883, 1.40824, 1.19247, 0.48429, 0.89847, 0.88474, -2.13403, 0.12269, 1.19204]","[-1.0468, -1.06091, -1.06191, 1.04413, 1.04199, -1.04738, -1.04676, 1.03446]"
22,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]","[-1.65292, 0.74163, -0.52818, 0.4539, -2.59321, -2.06806, 0.66711, 1.33165, 0.54491, -0.28895, 1.71037, -1.32524, 0.69111, 1.74028, -0.70165, -0.30652]","[-1.04136, -1.05477, -1.04869, 1.03574, 1.03967, -1.04157, 1.0362, -1.04531]"
23,"[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[0.85073, -0.42582, 1.81854, -1.30222, 1.4741, 0.67037, 0.04904, -0.76678, -1.33306, 1.65437, -0.83158, 0.02801, -1.75493, -0.73972, 1.25818, 1.36002]","[-1.04824, -1.05732, -1.05227, 1.03647, 1.03784, -1.0483, 1.03285, 1.03517]"
24,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[-1.35607, -2.11586, 0.06654, 0.51883, -1.61457, 0.25873, -1.12736, 0.71849, 0.39728, 0.71331, -0.74445, -1.9204, 0.96647, -1.5354, 0.53152, -1.68018]","[-1.03954, -1.05139, -1.04154, 1.03612, 1.03887, 1.03495, -1.04175, -1.04473]"
