Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.59427, -0.94044, -0.88587, -0.8906, -1.39819, -1.41863, -1.84423, 2.12097, -0.42063, 0.91086, 1.13569, 0.12818, 1.4777, 2.01934, 1.07745, -1.79873]","[-1.06061, -1.05412, -1.05011, -1.05457, -1.05834, -1.05482, -1.05588, -1.05587]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]",,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.94659, 1.44643, -0.65105, 0.85923, 0.76181, -0.0556, 1.91915, -1.00034, 0.92884, -0.83064, -1.60736, -0.55057, -1.5676, -1.02412, -1.42798, 1.34764]","[-1.05351, 0.16079, -1.04554, -1.03581, -0.39409, 0.26076, -1.0297, 1.02212]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]",,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[-0.73633, -1.99304, 1.2221, -0.26231, 2.06415, 1.00663, 1.06586, 0.15231, -0.09373, 0.60568, -0.16035, 0.76398, -0.88102, 1.28359, -1.15064, -0.29879]","[-1.0558, 0.64773, -1.05952, -0.85472, 0.62928, 0.39682, 1.04167, -0.94211]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.30939, 1.57639, -0.91102, -0.37242, 1.15456, 0.82517, -0.86378, 1.01978, 0.80942, -0.12826, 1.77059, 0.06922, -1.62727, -1.18904, 0.81648, -1.03797]","[-1.06493, -1.05585, -1.05702, -1.05465, -1.06172, 1.05464, -1.05375, -1.05408]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[-0.0402, 0.41284, 0.37407, 0.28838, -0.58893, -1.65814, 0.55906, -2.26378, -1.79153, 0.24163, -1.80482, -0.47231, 0.67304, 0.74125, -0.91529, 0.92365]","[-1.0493, -1.06495, -1.06328, -1.05494, -1.05629, 1.04839, -1.05146, 1.0458]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.25258, 0.65156, 0.21811, 0.07181, -0.59306, 1.64073, 1.61208, 0.5173, -0.66542, -0.32598, -0.26655, 0.46799, 0.86267, -0.69569, -1.22307, -1.41393]","[-1.06556, -1.05908, -1.06105, -1.05735, -1.06354, 1.04902, 1.04566, -1.05725]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]",,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[-1.29757, 0.16787, -0.66362, 0.38884, 2.11175, -2.54883, -1.08375, -0.46026, 0.59316, -0.08554, 0.92689, -1.35856, -1.70172, 2.51335, 1.42228, 1.03526]","[-1.05726, 1.03769, -1.04992, -1.06029, -1.0666, 1.04498, 1.03932, 1.04697]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.50117, -1.16391, -0.58458, -2.03834, -0.36688, -0.78749, 0.57181, 1.0909, 1.02169, 2.25124, 1.59973, 2.37748, -1.06962, 0.64788, 1.23477, -1.66125]","[-1.05793, -0.99777, -0.2819, -0.93861, 0.1393, -0.98291, 0.47056, -0.978]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 0]",,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[0.57358, -1.86502, 0.37825, -0.45649, -2.21328, -1.61359, 0.76697, -0.28548, -1.24085, 1.77324, -1.33863, 0.9363, -0.68362, 1.13692, -1.55029, -1.17474]","[-0.98495, -0.22521, -0.95507, 0.26412, 0.05006, 0.16325, -0.27814, 0.33892]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[-1.29879, 0.55085, -1.74097, 1.30738, 1.95153, 1.19211, -1.66042, -1.11197, 2.17373, -0.85709, 0.2435, -0.13602, -1.18612, -0.3289, -0.12178, 1.59953]","[-1.04242, -0.90027, 0.97383, -0.96747, -0.16384, -0.97281, 0.11423, 0.87751]"
