Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[1.17393, -2.08636, -0.68057, -1.51136, -0.60738, -0.41766, -1.31126, 1.50237, -0.93888, 0.56501, -0.16234, 3.07228, 1.47255, 0.59707, 0.70892, -1.02171]","[-1.04182, -1.04576, -1.0435, -1.0399, -1.04567, -1.04201, -1.04277, -1.0427]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.08361, 0.60232, 1.20021, 1.06934, 0.11514, 1.50854, 1.50205, -0.19046, 2.70509, -1.29489, -0.68671, -1.0033, -2.00704, -0.9243, -0.70469, 1.18312]","[-1.04484, -1.05256, -1.05431, -1.04551, -1.04946, -1.04471, -1.04419, 1.04182]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]","[-1.5609, 0.448, 1.55291, -1.91005, 0.29991, -0.95319, 0.33352, 0.74551, 1.32275, -0.10906, -2.78533, 0.4329, 0.09104, 0.57453, -0.58092, -1.97752]","[-1.04325, -1.04698, -1.04751, -1.0422, -1.04211, -1.04378, 1.03881, -1.0438]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.76268, -0.93673, -1.39612, -1.66969, -0.43833, 1.99043, -2.46383, 1.44972, 1.65065, -0.8718, 0.62558, 1.50244, -1.02118, -0.00317, 2.39874, -1.63493]","[-1.04124, -1.05208, -1.05101, -1.04026, -1.04296, 1.03876, -1.04209, -1.04189]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.44092, -0.69507, 1.50045, 1.05431, -0.26727, -0.85438, 2.56621, -0.85547, -0.77262, 1.46913, -1.70352, -0.75582, 0.56589, 0.3749, -0.31507, 1.34314]","[-1.03972, -1.05114, -1.05327, -1.04056, -1.04943, 1.03991, -1.04067, 1.04217]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[1.87862, 0.07941, 2.10224, -1.63737, -2.57646, 1.11525, 1.60047, 1.37824, 1.29218, -0.63814, -1.72279, 1.48063, 0.62764, -0.57018, -2.08933, -2.67598]","[-1.04137, -1.05348, -1.04708, -1.0453, -1.05181, 1.03831, 1.03878, -1.04332]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.99037, -1.31935, -1.7022, -0.07557, 1.56619, -0.45737, -0.67254, -1.03591, 1.48486, 0.94676, 0.80509, -1.30187, -0.98974, 1.11668, 0.85702, 2.79292]","[-1.03828, -1.04133, -1.04567, -1.03703, -1.03734, 1.04333, 1.04334, 1.04333]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[-1.07302, -1.22254, -0.77841, -0.32137, 0.21587, -1.677, -2.30237, 1.37265, -0.27469, 0.73336, -0.34614, 1.22027, -0.96138, 1.20927, 1.16892, -0.4686]","[-1.04204, -1.04445, -1.04381, -1.04022, 1.04569, -1.0423, -1.04305, -1.0418]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[1.61378, -0.72937, 0.78542, -1.99504, 0.6052, -1.50519, 0.69097, 2.13599, -0.17403, -0.07222, -1.64364, 0.7822, 1.18831, 2.12263, 0.0418, -0.65955]","[-1.04307, -1.04754, -1.04873, -1.04255, 1.03744, -1.04383, 1.03941, -1.04417]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.59014, 1.00234, 0.28106, 1.36469, 1.39314, -1.31545, -1.24096, -1.31168, 0.35089, -1.37214, 1.67006, -2.44455, -1.0963, -1.34219, 2.01482, 0.39901]","[-1.04268, -1.05073, -1.0509, -1.04159, 1.04975, -1.04225, 1.04221, 1.04344]"
