Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0.97309, -1.25646, -1.53485, 0.02392, -1.12833, -0.81175, -0.07001, 0.59906, -1.40134, 1.7139, 1.00852, 1.63999, 0.82156, 0.00963, -0.54027, -1.20928]","[-1.04957, -1.05377, -1.04943, -1.04685, -1.05305, -1.05007, -1.05003, -1.05022]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0.41478, 0.92668, 1.96004, 1.18226, 2.21818, 1.02695, 1.50388, -0.50801, 0.53669, -0.62694, -2.62618, -0.09814, -0.40477, -0.90345, -0.01636, 2.01351]","[-1.04138, -1.05817, -1.05463, -1.04173, -1.04715, -1.04027, -1.04175, 1.04244]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.49239, -1.79603, 0.09972, -0.96917, -0.15042, -1.47905, 0.83921, 0.42934, 1.29641, 0.1479, -1.53925, 0.56658, -1.62032, 1.24351, -0.18496, -1.81295]","[-1.05112, -1.04699, -1.05166, -1.04733, -1.04785, -1.05012, 1.03995, -1.04972]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","[-1.92562, 1.44649, -0.89964, -2.08506, 1.39825, 1.4689, -0.57013, 0.34731, 1.78373, -1.33938, 0.57201, 1.35638, 0.05719, -1.29174, 0.64099, -0.43763]","[-1.04932, -1.05914, -1.05188, -1.04754, -1.04566, 1.03794, -1.04975, -1.04964]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.15602, -1.32155, 0.13453, 1.03665, -1.72662, -1.33842, 0.59537, -1.19197, -1.0571, 1.6951, -1.54704, -0.88279, 0.8274, 0.64527, -1.19973, 1.67078]","[-1.03931, -1.05523, -1.05057, -1.04114, -1.04632, 1.04418, -1.03877, 1.04349]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[0.00325, 0.49647, 1.76629, -0.69599, 0.26939, 0.8204, 0.48672, 1.13976, -0.82901, -0.25631, 0.31582, 0.76235, 0.84244, -1.22916, -0.19401, -1.02258]","[-1.05419, -1.056, -1.05118, -1.05178, -1.05724, 1.0382, 1.0389, -1.05108]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0.44379, -1.81676, -0.44881, 0.50714, 1.30675, -0.46565, -0.88678, -0.9336, 1.30261, 1.26512, 1.26679, -1.06159, -1.87198, 0.578, 2.01059, 1.41152]","[-1.03879, -1.04848, -1.04693, -1.04022, -1.04329, 1.04373, 1.04329, 1.04266]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0.14709, -0.96398, -1.514, -1.2593, 1.11398, -0.58747, -0.54181, 0.31959, 1.77304, 1.29198, 0.71523, 0.449, -0.49668, 1.2305, -0.14175, 0.30377]","[-1.0497, -1.05385, -1.04942, -1.04676, 1.04213, -1.05011, -1.05019, -1.04993]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.19894, -1.05163, 1.50266, -1.70549, 0.93325, -1.05631, -0.19087, 1.56683, -2.52521, 1.07662, -0.95332, 0.69337, 0.57442, 1.53259, -0.21648, -1.53627]","[-1.0513, -1.04531, -1.05183, -1.04795, 1.04285, -1.05028, 1.04083, -1.0506]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[-0.57152, 0.33133, -1.82959, 0.63353, 1.7859, 1.63681, -0.68547, -1.01989, -0.55022, -0.50484, 1.6493, -0.38956, -0.45825, -0.39262, -0.12321, 2.21729]","[-1.0395, -1.05717, -1.05508, -1.04115, 1.04748, -1.03995, 1.04187, 1.04261]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.09431, 0.17834, -0.6537, -0.50338, -0.727, 1.13529, -0.26237, 1.76905, -1.31728, -0.18128, 1.11658, 0.01081, 0.85074, -0.61646, 1.24121, -1.55652]","[-1.04962, -1.05977, -1.05149, -1.04891, 1.04122, 1.03796, -1.05006, -1.04997]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[-1.79355, -0.94991, 1.5968, 0.38709, 1.79968, -1.25326, 1.34024, -1.13756, 1.7988, 0.81382, -0.63572, -1.06775, -1.44955, -0.24644, -0.40857, 1.72148]","[-1.03954, -1.05489, -1.04756, -1.041, 1.057, 1.04399, -1.03894, 1.04321]"
