Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.35238, -0.10353, -0.15055, -1.84405, -1.26899, -1.48936, -0.99645, 0.05889, -0.82512, 0.18135, 1.05833, 1.53443, 1.5625, 2.72072, 1.66863, -1.9151]","[-1.04943, -1.04625, -1.03934, -1.0455, -1.04556, -1.0522, -1.05072, -1.05193]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.76381, 0.47539, 0.88814, -0.38167, 1.11596, 0.2857, 0.84512, -1.18577, 0.97159, -0.50164, -0.1144, -1.00755, -0.79741, -1.74507, -0.29128, 0.67451]","[-1.05243, -1.05949, -1.0546, -1.05319, -1.0492, -1.05439, -1.04775, 1.0543]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.82816, 0.40934, 0.88178, -0.51955, -0.96739, -0.69133, 0.94463, 1.93715, 0.61867, 0.48257, -2.41401, 2.37388, -0.1001, 1.64985, -1.56427, -0.77928]","[-1.04497, -1.04126, -1.04691, -1.03839, -1.04267, -1.04629, 1.06903, -1.04463]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.70379, 0.92139, -1.74268, -0.90746, 0.28912, -0.43978, -0.33806, 1.64597, 0.36198, -0.25009, 1.06339, 0.73788, -1.67803, -1.23166, 2.77441, -0.98932]","[-1.04826, -0.89444, -0.99612, -0.89817, -0.13513, 0.35322, -1.01553, -0.92841]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.57182, -1.55818, 0.49234, 0.83482, 0.20619, -1.30299, 0.07432, -1.85156, -0.39802, 0.37077, -0.96829, -1.51636, 0.65839, 0.77349, -2.85175, 0.95261]","[-1.0472, -1.04979, -1.05658, -1.05028, -1.04877, 1.05276, -1.04323, 1.05392]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[-0.36747, 1.00483, 0.6329, -1.66039, -0.29438, 2.31766, 0.10248, 2.21292, -0.65431, -1.40393, -1.01378, 0.89891, 1.3512, -0.66831, -0.51665, -1.93005]","[-1.05653, -1.04993, -1.04768, -1.05175, -1.04999, 1.05757, 1.05875, -1.05478]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[-0.54626, -2.05754, 0.07331, 2.15858, 0.29632, -1.27978, -1.86305, -1.56959, 2.03244, 1.79033, 0.76322, -0.91938, 0.04241, 0.86754, 1.10556, 0.53005]","[-1.0565, -1.05147, -1.05552, -1.05548, 1.03691, 1.04786, 1.04793, 1.0484]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-1.00681, -0.12127, 0.30463, -0.65894, 1.36103, -1.91382, -0.0396, 1.07647, 0.66464, 0.2123, 2.05024, 0.89944, -1.55139, -0.36247, 1.5953, -1.40284]","[-1.047, 0.01119, -1.00308, -0.95551, -0.13796, 0.28819, -1.0282, -0.96064]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[0.74188, -0.82752, 1.12109, 0.00203, -1.46132, -1.70505, -0.10006, 1.63556, -1.47574, -0.27492, -1.04152, 2.27134, 0.61518, 1.49435, -1.23724, -1.37746]","[-1.03274, 1.04762, -0.64727, -0.89441, 0.03516, -0.97428, 0.1866, -0.89778]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.55666, 1.07661, -1.72289, -0.24455, 1.02272, 0.92668, -1.00481, -1.73515, 0.53846, -1.05106, 1.02011, -0.02239, -1.38213, -1.90354, 0.51647, 0.90454]","[-1.05559, -1.06547, -1.05357, -1.05396, 1.05669, -1.05725, 1.05057, 1.04885]"
