Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[1.45479, -0.75311, -1.44469, -1.51534, -1.12177, -1.75665, -1.0157, 1.65808, -1.22467, 1.34524, 1.27429, 1.96385, 0.75082, 0.35645, -0.57032, -0.84687]","[-1.04439, -0.99849, -0.99153, -0.8839, -0.98864, -0.97006, -1.01874, -0.89011]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.36385, 1.98228, 1.25309, 0.63367, 1.71247, 0.61025, 1.05621, -0.74842, 1.43462, -1.06788, -1.11155, -1.10277, -2.20139, -1.65546, -0.80215, 0.5291]","[-1.05551, -1.05406, -1.04692, -1.05353, -1.05425, -1.05416, -1.05524, 1.06043]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.60168, -0.08496, 1.27934, -2.05629, -0.25254, -0.03032, 0.81482, 1.2286, 1.61292, 1.47385, -1.1536, 2.09125, -0.60122, 1.1068, -0.42296, -0.36076]","[-1.04374, -1.03898, -1.03776, -1.04388, -1.03121, -1.04785, 1.05883, -1.04788]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.49559, 1.41244, -1.03987, -1.34357, 1.97895, 1.28881, 0.78469, 0.55446, 0.73966, -0.00161, 1.0813, 1.46953, -2.62525, -2.14138, 1.41352, -1.73051]","[-1.04601, -0.95462, -1.03881, -1.04069, -1.0077, 1.04864, -1.03042, -1.04403]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[2.79326, -2.26502, 0.21372, 1.69953, -0.64286, -1.19518, 2.39086, -0.48845, 0.67161, 0.385, -2.0585, 0.57654, 0.3098, 1.58409, -0.87204, 0.81082]","[-1.046, 0.86624, 1.01204, 0.69173, -1.0384, 1.05615, -1.04453, 1.05324]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1.21092, 1.85565, 1.15747, -0.03784, -1.27024, 1.50476, 1.34938, 2.01956, -0.4073, -0.29276, 0.20135, 0.84077, 0.51156, -1.17455, -0.51878, -0.5153]","[-1.04275, -0.98001, -0.98401, -1.03823, -1.03336, 1.04204, 1.05036, -1.04513]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.26837, -1.72124, 0.08795, 0.79366, 0.58075, -0.91164, -0.86678, -0.1267, 0.83817, 1.3057, 0.39705, -1.52635, -0.93297, 1.30674, 0.24137, 1.41748]","[-1.05449, -1.03517, -1.02161, -1.05459, -1.04467, 1.04732, 1.05057, 1.04911]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-1.57157, -0.04408, -0.96516, -0.66207, -0.7255, -0.71736, -0.78559, 0.19084, 1.55492, 0.55535, 2.22617, 1.43668, -1.04475, 1.36239, -0.24252, -0.90056]","[-1.02268, -1.02273, -0.91318, -1.0262, 1.05444, -1.03518, -0.99049, -1.04054]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.29432, -3.05119, 0.67875, -0.69307, -2.50319, -1.11, 0.70099, 1.27217, -0.41615, -0.43548, -0.87284, 2.87788, 0.35006, -0.60702, -1.42221, -0.87739]","[-0.91391, -0.53242, -1.00043, -0.8575, -0.89802, 0.9283, 1.05447, -0.90248]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[0.25512, 1.62208, -0.79137, 1.82465, 1.42659, 1.3109, -1.1254, -0.94972, 1.76341, -1.40717, 0.21623, 0.07777, -2.14417, -0.27802, 1.65688, 0.18344]","[-1.0359, 1.06198, 0.96761, 0.85654, 1.04071, -1.04804, 1.0601, 1.05091]"
