Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[2.02682, -0.06016, 0.42784, -2.16325, -0.47727, -1.5072, -1.03337, 0.60623, -0.30463, 1.13646, 0.59046, 1.96128, 1.47986, 2.4023, -0.23924, -0.61352]","[-1.00772, -1.04322, 0.65751, -1.03639, 0.84412, -1.03449, 0.69063, -0.9736]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.90793, 0.69457, 0.98122, 0.78083, 0.57839, 2.0293, 1.63063, -0.1741, 0.11362, -0.88699, -1.53991, -0.06064, -2.29048, -1.53411, -0.6758, 0.788]","[-1.04473, -1.05399, -1.053, -1.04488, -1.0517, -1.04211, -1.0388, 1.03363]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.58329, -0.88494, 1.32041, -0.79548, 0.02888, -0.80255, 0.80924, 0.70622, 1.05668, 0.08481, -0.13405, 1.10767, -1.06182, 0.73165, -0.69978, -2.75252]","[-1.0428, -1.04348, -1.04564, -1.03747, -1.04187, -1.03837, 1.04322, -1.04256]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.42453, 0.43249, -0.9262, -1.00086, 0.68373, 0.21714, -1.27358, 0.56296, 2.01192, -0.702, 1.31191, 0.5515, -0.62684, -1.25868, 1.21611, -2.28988]","[-1.04436, -1.05468, -1.04684, -1.04254, -1.03158, 1.03862, -1.04245, -1.04405]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[1.73065, -0.67935, 1.95039, 1.24537, -1.53493, -0.11297, 2.24227, 0.37687, 0.08661, 0.46268, -2.80422, -0.69893, 0.6213, 1.41587, -0.57644, 0.84906]","[-0.91078, -1.05213, -1.04474, -1.04299, -1.04379, 1.03255, -1.03805, 1.03619]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.65669, 0.45971, 0.54992, -1.00479, -1.34087, 0.47554, -0.15852, 1.65562, -1.48772, -1.93372, -2.43652, 1.33497, 1.74879, -1.25656, -1.83924, -1.02335]","[-0.97981, -1.01114, 0.50459, -0.57019, -0.07939, 0.7594, -0.10361, -0.71191]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[-0.86963, -2.04541, -1.47761, 0.62659, 1.4464, -1.28745, -0.83855, -0.36007, 0.73695, 0.56458, 0.97251, 0.13296, -1.11975, 0.46196, 1.22627, 2.66946]","[-1.04968, 1.0401, 1.04058, 1.03169, -1.04863, 1.03355, 1.03452, 1.03645]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[-1.30137, -0.04562, -2.35238, -1.70785, -0.21669, -0.14458, -1.14416, -0.029, -0.11642, 0.74259, 0.61638, 0.01173, -0.66419, 1.34654, 1.49138, -1.91526]","[-0.99601, -1.03444, -1.00332, -1.03313, 1.05526, -1.03202, -1.0366, -1.03754]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]","[1.73171, -1.18153, 0.88413, -0.76984, -0.06388, -1.13545, 0.74545, 1.28247, -1.22041, 1.59081, -1.64603, -0.41307, 1.10836, 0.96514, 0.06146, -1.71089]","[-0.99186, 1.0522, -0.96449, 1.0478, -1.04235, -0.98129, -0.58474, -1.00964]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[-1.02276, -0.56626, -0.37389, -0.67291, 1.6936, 0.31959, -0.5035, -0.91718, 1.36958, -1.87564, -0.18605, -0.75822, -0.35287, -0.39638, 1.94776, 1.39935]","[-1.05328, -1.05246, 1.04018, -1.0504, 1.04134, -1.04833, 1.03451, 1.03822]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 1, 0, 0]",,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1.75226, 0.10286, -0.89952, -0.52565, -1.70396, 0.79245, -0.92479, 1.59158, -1.10578, -0.98632, 1.99452, 0.92819, 1.00712, -0.83935, 0.20821, 0.31802]","[-1.00161, 1.04567, 0.29552, 1.02373, -0.4043, -0.99055, 0.51333, 1.01352]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[0.61581, 0.27888, 0.16792, 0.13048, 1.76964, -0.56581, 1.97916, -2.38144, 0.52063, 0.71474, -0.72143, -1.82713, -0.539, 0.5589, -1.75147, 0.01917]","[-1.04097, -1.05285, -1.05673, -1.04638, 1.04061, 1.03213, -1.04016, 1.03491]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]","[-0.79055, 1.77632, 0.46074, 0.34126, 0.92172, 0.7041, 0.576, 1.32451, 0.53808, 0.34114, -0.83441, -0.17982, -0.59647, -0.88719, 1.09529, -0.39337]","[-0.99016, -1.05094, -0.9788, 1.03794, -0.99182, 1.03905, -0.68728, -0.99941]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 0]",,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[1.27454, -0.05954, -1.69425, 1.10197, -0.50212, -1.57549, -1.73967, -1.17452, -1.72298, 1.05327, 1.52316, -1.45001, 0.04254, 0.75037, -0.19539, 0.31224]","[-1.02163, -1.05479, 1.05189, -0.77505, -0.97594, 1.03451, -0.09821, 1.03916]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]",,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[0.80418, -0.86063, -0.43867, -2.78572, 2.07801, 0.8527, 0.91702, -0.93917, -0.6255, 1.6015, 0.53875, -1.04897, -1.46313, -2.57326, -0.59939, 2.13562]","[-1.04424, 1.04359, 1.04752, -1.04499, -1.04985, -1.04303, -1.03895, 1.03743]"
