Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 0]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.69402, -1.40758, -0.63039, -1.27855, -0.28109, -1.53462, 0.3847, 1.54196, -2.57037, 1.41155, 1.0069, 1.0555, 0.24205, 0.80628, 1.10942, 0.262]","[0.14272, -1.01912, -1.04829, 0.35432, -1.03954, -1.00173, -0.74762, 0.93686]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 0, 0]",,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.55319, 1.23902, 1.57892, 1.3672, 2.16325, -0.22395, 1.12001, -1.60409, 1.70657, -1.00099, 0.64885, -0.27146, -1.10111, -1.47657, 0.78856, 1.02847]","[-1.02168, 0.90454, -0.373, -1.05446, 1.04019, -0.80145, 1.01423, 0.73471]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-1.69095, -1.29709, 0.21267, -2.42003, 1.72903, -2.02042, 0.73433, 0.50037, 1.07208, 1.16173, 0.04647, 1.34619, -2.38182, 0.63313, -0.94051, -2.03952]","[-1.0447, -0.95175, -0.44137, -1.04487, -1.04736, -1.04375, 1.02484, -1.03648]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.54836, -0.49864, 0.33502, 0.03262, 1.7214, 2.17303, -1.90814, 0.46617, 1.74116, -1.47741, 1.07576, 1.14616, -0.87048, -0.20597, 1.20509, -1.9467]","[-1.05078, -1.05589, -1.02412, -1.02123, -1.05813, 1.05896, -1.05094, -1.04924]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.83339, 0.69069, 0.48996, 1.10782, -1.13621, -0.63661, 1.76424, -0.76948, -1.38083, 2.34897, -1.35637, -0.64443, 1.01738, 1.25746, -1.42361, 0.58457]","[-1.05689, -1.03019, -1.04226, -1.05679, -1.05007, 1.04945, -1.05531, 1.04591]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.51315, 1.65083, 1.06053, -1.18827, -1.23969, 0.94449, 0.1948, 0.92827, -0.26537, -1.22546, -0.55332, 1.01808, 1.3725, -1.06203, -2.51448, -1.48404]","[-1.05476, -1.06286, -1.05254, -1.05898, -1.05635, 1.0504, 1.04922, -1.05595]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]",,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[-0.21631, 0.81001, -2.05466, 1.31549, 2.07932, -0.58835, -1.29358, -1.08707, 0.39326, 1.29294, 1.44506, 0.53951, -0.61902, 0.80736, 1.61499, 0.48298]","[-1.05777, -0.24812, -0.40778, 0.98136, -1.06305, 1.05128, 1.05188, 1.05164]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[-1.35649, -0.45627, -1.26211, -0.28028, 1.32231, -1.56684, -0.82186, 1.38456, 1.09787, 0.47027, -0.03918, 1.15492, -1.20569, 0.25895, 0.31258, -1.74893]","[-1.05456, -1.05341, -0.79635, -1.05368, 0.0501, -1.05326, -1.05127, -1.04742]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.52406, -0.44628, 0.14846, -0.24168, -0.59774, -0.22348, 2.66605, 1.60174, -1.69042, 0.21671, -0.26398, 0.87721, 0.68754, 0.58814, -1.03645, -1.4517]","[-1.05604, -1.06244, -1.05649, -1.05851, 1.06072, -1.05982, 1.05099, -1.05667]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[-0.39247, 0.5533, -0.78218, 2.24135, 2.33439, 2.76988, -0.67325, -0.27428, 0.98499, -1.63608, 0.9267, -0.66874, 0.18548, -1.7153, 0.89886, -0.12729]","[-1.0115, -0.49042, -0.96964, -0.72329, 1.06744, 0.25603, -0.79024, 0.38875]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[1.86393, 2.22581, -2.17446, -1.49698, -1.64019, 0.70122, -1.23301, -0.09146, -1.17546, -1.78842, 1.15268, 0.58315, 0.4678, -1.62276, 1.96456, -1.86534]","[-0.9859, -1.0496, -1.05186, -1.04561, 1.07091, 1.05501, -1.04192, -1.03025]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-0.30572, -1.56562, 2.42367, 1.53928, 2.0244, -0.96215, 1.96236, -1.48912, 0.09207, 0.8223, -0.99811, -1.61899, -0.47459, 0.74631, -1.61174, 2.03547]","[-1.0583, -1.06535, -1.05597, -1.05845, 1.05299, 1.05014, -1.05801, 1.05173]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[-1.60459, -0.0018, 1.61482, 0.16891, 1.73927, 0.84929, 2.14486, 1.3887, -0.36799, -1.75265, -1.98739, 0.36873, -1.48088, -0.5052, -1.05108, -1.00331]","[-1.05242, -1.01136, -1.02865, -1.04573, 1.02714, 1.04621, 1.04264, -1.05759]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1.8425, -0.81155, -2.5606, -1.34536, -2.26021, -1.3589, -1.19135, -0.82832, -0.87358, 1.67028, 1.25055, -1.705, 2.00328, 1.79247, 1.81698, 1.40441]","[-1.06066, -1.05148, -1.03638, -1.05714, 1.04193, 1.04865, 1.04515, 1.04968]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]",,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[1.85043, -1.44501, -1.65562, -1.26874, 0.73985, 1.97739, 1.02155, -1.38968, -1.75288, -0.84737, 1.00632, 1.15378, 0.77886, -1.20054, -1.72128, 1.81588]","[-1.05336, 1.04982, -1.06238, 1.0516, 0.80856, -1.05577, -1.05634, 1.05335]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[0.87767, 1.72107, -0.83411, 1.30325, 0.94124, -1.03171, 1.62405, 1.02696, -0.54914, -0.26376, 0.4172, -2.17524, -1.65302, 0.34414, -0.91216, -0.00632]","[-1.0532, -1.0622, -1.06899, 1.05212, -1.06667, -1.05986, 1.04938, -1.05522]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]",,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0.32076, -0.83666, -1.13947, -2.00269, 0.10283, 1.79992, -1.17107, -1.42037, 1.3822, 1.65952, -2.47363, 0.41645, 0.39142, -1.43808, 0.26134, 1.03398]","[-1.04941, -0.95255, -0.86408, 1.05686, -0.97209, -1.03778, 1.05346, 1.05738]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]",,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[1.03543, -0.49682, 2.64091, 0.36502, 0.66713, 1.88655, -1.62335, 1.17036, -0.98045, 0.99468, -0.49134, -0.93044, -1.14141, -1.4237, 0.64198, -1.14215]","[-1.0504, -1.05551, -1.05165, 1.05657, -1.05898, 1.05675, -1.05424, -1.05293]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[-2.56504, 0.71084, -0.82897, -0.53262, -1.49898, -1.2215, 0.3925, -1.132, 1.39588, -1.21284, 0.31734, 1.86728, 1.04457, 0.90751, -1.40673, 1.48879]","[-1.06225, -1.05976, -1.06476, 1.05031, -1.05572, 1.05073, -1.05846, 1.05071]"
