Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[2.09122, -1.92386, -1.497, -2.05016, -1.14474, -1.70244, -1.05015, 0.12185, -1.5692, 2.17448, 2.41871, -0.00803, 0.35667, 1.56239, 0.93025, -2.20969]","[-1.0624, -1.03014, -0.96382, -1.05208, -1.05264, -1.05797, -1.04919, -1.0508]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.94312, 0.76111, 0.46463, 1.72257, 1.02315, 0.53313, -0.28703, -1.12537, 0.98995, -2.25145, -0.93086, -1.13134, -1.11745, -0.03966, -1.13993, 0.1487]","[-1.05903, -1.05125, -1.04491, -1.04954, -1.04453, -1.05617, -1.05671, 1.04613]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0, 1]",,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]","[-1.74957, 0.19041, 0.3623, -0.822, 0.51848, -1.25519, 1.71381, 0.6939, 0.83059, -0.20287, -1.32633, 1.47869, -0.31601, 0.75636, -1.26536, -0.40213]","[-1.05742, 1.03331, -1.04497, -1.04218, -1.02315, -1.04238, 1.00646, -1.03932]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]",,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]","[-1.85646, 1.21001, -1.02194, -0.41442, -0.06506, 1.06702, -0.38756, 1.36498, -0.32756, -0.87075, 1.661, -0.04011, -0.30751, -1.16337, 0.61193, -2.15122]","[-0.99461, 1.04182, 1.04833, 1.04638, -1.05543, 1.0468, -1.04432, -1.05034]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[1.40138, -0.17447, 0.21972, -0.17536, -1.2105, -0.94286, 0.56238, 0.19235, 0.12706, 1.09018, 0.06299, -1.13762, 0.34535, 0.91148, -0.72527, -0.09635]","[-1.02385, 0.86312, -1.00412, 1.03815, 1.0297, -1.04431, 1.03365, -1.04794]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]",,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[-0.01654, 2.81354, 1.72224, -1.47362, -0.94018, -0.53108, 1.69721, -0.45965, -1.50844, -0.6304, -1.23678, 0.20499, -0.37137, -0.67742, -1.39267, -2.2719]","[1.01327, -0.99305, -0.58984, -0.88081, 0.38395, 1.03711, 0.62443, -1.05336]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.57194, -1.13649, -0.95008, 0.77722, 1.12842, -1.54363, -0.46296, -1.37369, 0.52981, 2.89587, 0.88619, -1.60939, -0.92081, 0.3043, 1.46947, 1.73411]","[-1.06136, -1.06245, -1.06045, -1.05966, -1.06195, 1.04844, 1.05184, 1.05088]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[-1.04436, -0.63646, -0.99789, -0.84007, 0.61932, -0.87322, -1.34612, -0.02583, 1.00645, 1.28362, 1.00248, 0.99342, 0.02569, 1.44518, 0.71602, -1.6301]","[-1.0453, 0.90024, 0.87153, 0.86986, 1.00759, 0.19618, 0.97387, 0.97749]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[2.79033, -1.67484, 0.76312, -1.59525, -0.89252, -0.78388, 0.28538, 1.64773, -0.5424, 0.4616, -1.9553, 1.28014, 0.99836, 1.37515, -2.68372, -0.30858]","[-1.05882, -1.06761, -1.06399, -1.06291, 1.05187, -1.0583, 1.04836, -1.05821]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]",,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[-0.58201, 1.59329, -1.26713, 1.37266, -0.4808, 1.85079, -0.50653, -1.32935, 1.24043, 0.9198, 0.75711, 0.21798, -1.9047, -3.26042, -0.02956, 1.65356]","[-1.05367, -0.97154, 0.74728, -0.98811, -1.05371, -1.05647, 0.55371, 0.96398]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]",,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[-0.87572, 1.45331, -1.04839, -1.19326, -2.10076, 0.81321, -0.71083, -0.47292, -0.5981, -1.81397, 0.6437, 1.51228, 1.8862, -0.63872, 0.71805, -0.56043]","[-1.0391, -0.73372, 0.69506, 0.71257, 1.01583, 0.90313, 0.23553, -0.72118]"
