Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[0.44748, -0.8816, -1.79494, -0.48664, -1.54711, 0.31869, 0.42769, 1.52094, -2.17967, -0.00438, -0.19105, 1.19731, 1.12719, 1.96804, 1.01315, -0.68066]","[-1.03019, -1.03733, -1.03332, -1.02868, -1.03572, -1.02698, -1.02909, -1.02951]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-2.30924, 1.93557, 0.68038, 1.26522, 1.67963, 1.33167, 1.43055, -0.60038, 1.30132, -1.06193, 0.40824, -0.55067, 0.27131, -1.67967, -0.89226, 0.38331]","[-1.03313, -1.03638, -1.03449, -1.03551, -1.03836, -1.0333, -1.03329, 1.03756]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[-0.42927, -0.86406, 1.34172, -0.10826, 1.19684, -1.20606, 1.29051, 1.04067, 1.64433, 1.54622, -1.65691, 2.35541, -0.97198, 1.17577, 0.93492, -0.77329]","[-1.02758, -1.03211, -1.03873, -1.02475, -1.03398, -1.02373, 1.0416, -1.02914]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]","[0.00584, 1.01664, -0.67992, -0.70081, 1.31345, 0.57784, -1.09869, 0.21631, 1.32603, -0.81575, -0.51878, 2.15324, -0.82446, -0.60305, 0.95176, -0.41535]","[-1.0291, -1.05062, -1.03918, -1.02857, -1.03381, 1.04031, -1.02839, -1.03038]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.9845, -0.4452, 0.11446, 1.42726, -1.70923, -1.32922, 1.86203, -1.32968, -1.33789, 0.42035, -0.22885, -1.40734, 0.60863, 0.25648, -1.25008, 0.58045]","[-1.03434, -1.04464, -1.03495, -1.03659, -1.03991, 1.03791, -1.03553, 1.03754]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[-0.29743, 1.47303, 1.1417, -1.83808, 0.93423, 1.43408, 1.86887, 0.87971, -1.51531, -0.90656, -0.52516, 1.70578, 0.3636, -1.01442, -0.95204, -1.21415]","[-1.02536, -1.04253, -1.03225, -1.02633, -1.02715, 1.04028, 1.04111, -1.0278]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[-0.27663, -1.57564, -1.2083, 0.77528, 0.37381, -1.79034, -1.01123, -1.96081, 0.8335, 1.15881, -0.06263, -1.39325, -1.2112, 0.20947, 1.76216, 1.20605]","[-1.0327, -1.03899, -1.039, -1.0347, -1.03471, 1.0375, 1.03727, 1.03766]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.90662, -1.69817, -1.86427, -0.73956, 1.97182, -1.44184, 0.20989, 0.8222, 0.7948, 0.70175, 0.09173, 0.01362, -2.8247, 0.80331, 0.61604, -2.63051]","[-1.03008, -1.03466, -1.03369, -1.02857, 1.05588, -1.02668, -1.02903, -1.03013]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.51281, -0.94285, 0.41547, -0.72222, -2.15294, -1.05971, 0.09352, 0.53612, -0.69429, 1.51597, -0.78801, 2.22678, 0.60564, 1.03993, -1.00432, -1.39609]","[-1.02735, -1.03263, -1.03918, -1.02564, 1.04349, -1.02434, 1.04201, -1.02903]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.29711, 0.37846, -1.11807, 2.52133, 1.216, 1.27603, 0.69042, -0.40085, 0.91567, -0.94712, 0.5864, -1.52035, -0.3701, -0.78168, 0.42361, 1.30972]","[-1.03512, -1.04895, -1.04631, -1.03788, 1.04716, -1.03627, 1.03668, 1.03764]"
