Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]","[1.24472, -1.59386, 0.20157, -0.26123, -1.44613, -0.58416, -0.56988, 0.27642, -0.50053, 1.58934, 0.99496, 1.53928, -0.27795, -0.01005, 0.84535, -1.06717]","[-1.04046, -1.04383, -1.03921, -1.04217, -1.04702, -1.03947, -1.03898, -1.03881]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[-1.14191, -0.30327, -0.47178, 1.71949, 0.83589, 1.19733, 0.37036, -0.31058, 0.87776, 0.74622, -1.12623, -0.76235, -1.41335, -1.12436, -1.05806, 1.33714]","[-1.04775, -1.0462, -1.03964, -1.04326, -1.04218, -1.04805, -1.04792, 1.0529]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-1.66327, -0.07551, 2.09742, -1.61544, 0.81296, -1.48829, 1.88051, 2.40513, 0.87039, 0.94646, -1.34128, 1.18054, -2.13004, -0.02318, -1.68738, -2.11841]","[-1.04451, -1.04573, -1.05508, -1.03941, -1.04826, -1.0428, 1.04706, -1.04009]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.21995, 1.79067, -1.13687, -1.99013, 1.09705, -0.24722, -2.08466, 0.22335, 1.65692, -0.65097, 2.30301, -0.32827, -1.73864, -1.0007, 1.48633, -0.63719]","[-1.03853, -1.05164, -1.04033, -1.03952, -1.03589, 1.0497, -1.03766, -1.03923]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1.05506, 0.23593, 0.71347, 1.32908, -0.88862, -0.69281, 0.78115, -1.70488, -1.08126, 0.25951, -1.69909, -0.48609, 1.40538, 1.7443, -0.79494, -0.23736]","[-1.04859, -1.04604, -1.05159, -1.05264, -1.05005, 1.05328, -1.0469, 1.05344]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.94278, -0.20578, 1.88886, -0.60151, -0.47508, 1.52202, 0.53163, 0.32393, -1.4668, -2.11105, -0.40751, 1.74189, 0.68292, -1.95816, -2.61639, -2.57691]","[-1.04319, -1.05295, -1.0452, -1.04457, -1.0486, 1.0486, 1.04821, -1.04047]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.43123, -0.88531, -2.26883, 1.67518, 0.57553, -1.73976, 0.92934, -0.94731, 1.17668, 0.47814, 1.13622, -0.64016, -2.46731, 0.05053, 1.11807, 2.04598]","[-1.04195, -1.0376, -1.0397, -1.042, -1.03733, 1.05461, 1.05532, 1.05304]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.22621, -0.60068, -1.54223, -0.32927, 2.22822, -0.90184, -0.05863, 2.24919, 0.27415, 0.16387, 1.42176, 1.4856, -0.86849, 1.33769, 1.77269, -1.54765]","[-1.04029, -1.04435, -1.03813, -1.04139, 1.05308, -1.03899, -1.03876, -1.03929]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.55762, -0.91877, 0.05395, -0.64811, -0.34286, -0.82568, 1.84303, 0.83468, -1.39823, 0.59004, -0.82437, 0.86688, 0.963, 0.80224, -1.15292, -0.37839]","[-1.04456, -1.04558, -1.05509, -1.04036, 1.0463, -1.0429, 1.04714, -1.04013]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[-0.69184, 0.66054, -0.55924, -0.09195, 0.49983, 0.4489, -0.09226, -1.19094, 1.08453, -1.44583, -0.06167, -2.0901, -1.48907, -0.98117, 0.7247, 1.60391]","[-1.04467, -1.04184, -1.04017, -1.03503, 1.06256, -1.04392, 1.0565, 1.05458]"
